Name	Score	padj	coverage	n_topfrac
IRF7	0.000365001841263748	0.000365001841263748	5	2
CPM	0.000365001841263748	0.000365001841263748	5	2
STEAP4	0.000373321452758809	0.000373321452758809	2	2
COL11A1	0.000373321452758809	0.000373321452758809	5	2
NPPC	0.000381734292000586	0.000381734292000586	3	2
DIO2	0.000381734292000586	0.000381734292000586	5	2
HSPE1	0.000383431184637565	0.000383431184637565	5	3
SRGN	0.000383431184637565	0.000383431184637565	5	3
POLR3K	0.000398839584273899	0.000398839584273899	4	2
CRIP2	0.000414126483866634	0.000414126483866634	5	3
NRP2	0.000414126483866634	0.000414126483866634	5	3
TMEM100	0.000468141541447947	0.000468141541447947	5	3
NR4A3	0.000476217310446107	0.000476217310446107	5	3
FRMD5	0.000484384384139455	0.000484384384139455	5	3
ZBTB16	0.00049957702912866	0.00049957702912866	2	2
AEBP1	0.000507318621994082	0.000507318621994082	5	3
SNHG5	0.000511563860762759	0.000511563860762759	4	3
B3GNT5	0.000533141458935481	0.000533141458935481	5	3
GAS6	0.000533141458935481	0.000533141458935481	5	3
GPC3	0.000533141458935481	0.000533141458935481	5	3
ALCAM	0.000548597123758025	0.000548597123758025	5	3
METTL7A	0.000566618842311193	0.000566618842311193	5	3
RPL41	0.000569542176409183	0.000569542176409183	5	2
ASPN	0.000569542176409183	0.000569542176409183	5	2
SMOC1	0.000585026261700537	0.000585026261700537	5	3
ISG15	0.000590368249642458	0.000590368249642458	5	2
PMP22	0.000592029274920382	0.000592029274920382	5	3
ADAMTSL4	0.000615770946811933	0.000615770946811933	5	3
IFITM1	0.00062787326950577	0.00062787326950577	5	3
PIP	0.000637667102408523	0.000637667102408523	3	3
RAB13	0.000662590485820358	0.000662590485820358	5	3
ANGPT1	0.000665117508599692	0.000665117508599692	5	3
NNMT	0.000670190570808962	0.000670190570808962	5	3
CST3	0.000672736625284455	0.000672736625284455	5	3
SERPING1	0.000688146753022006	0.000688146753022006	5	3
DDIT4	0.000690737477933134	0.000690737477933134	5	3
ARHGEF28	0.000703787425757406	0.000703787425757406	5	3
CHRNA1	0.000711694723222157	0.000711694723222157	5	3
LINC00511	0.000716998600187633	0.000716998600187633	3	3
