Name	Score	padj	coverage	n_topfrac
MARVELD1	0.055834093989909	0.055834093989909	5	2
RP11-469M7.1	0.0559329908864414	0.0559329908864414	2	1
RP11-234A1.1	0.0559329908864414	0.0559329908864414	3	1
KLHL13	0.0559329908864414	0.0559329908864414	5	1
XAF1	0.0559329908864414	0.0559329908864414	5	1
ARNTL	0.0562181074893641	0.0562181074893641	5	2
NUS1P1	0.0566957052426322	0.0566957052426322	3	1
DNAJC15	0.0566957052426322	0.0566957052426322	5	1
GPC4	0.0566957052426322	0.0566957052426322	5	1
GCAT	0.0574583254656104	0.0574583254656104	5	1
EFCAB4B	0.0574583254656104	0.0574583254656104	4	1
RANBP3L	0.0574583254656104	0.0574583254656104	3	1
OBFC1	0.0576689861592333	0.0576689861592333	5	2
HSPB6	0.0578637265454705	0.0578637265454705	5	2
SSTR2	0.0582208515640896	0.0582208515640896	5	1
RPL5P4	0.0582208515640896	0.0582208515640896	4	1
KIF22	0.0582208515640896	0.0582208515640896	5	1
LAMP5	0.0582541165141728	0.0582541165141728	5	2
GAA	0.0585477040429726	0.0585477040429726	5	2
HSPA1A	0.0589832835467829	0.0589832835467829	5	1
CCDC50	0.0589832835467829	0.0589832835467829	5	1
SLC9A9	0.0589832835467829	0.0589832835467829	5	1
PHC2	0.0597456214224028	0.0597456214224028	5	1
RPL26L1	0.0597456214224028	0.0597456214224028	5	1
PLA2G16	0.0597456214224028	0.0597456214224028	5	1
RAPGEF5	0.0597456214224028	0.0597456214224028	5	1
NDUFB10	0.0605078651996613	0.0605078651996613	5	1
KITLG	0.0605078651996613	0.0605078651996613	5	1
XPNPEP2	0.0605078651996613	0.0605078651996613	5	1
PPIF	0.06127001488727	0.06127001488727	5	1
FAM178B	0.06127001488727	0.06127001488727	4	1
BDKRB2	0.06127001488727	0.06127001488727	5	1
RASGRP2	0.06127001488727	0.06127001488727	4	1
ENOX1	0.0620320704939397	0.0620320704939397	5	1
FAM188B	0.0620320704939397	0.0620320704939397	5	1
TRIB3	0.0627940320283809	0.0627940320283809	5	1
MYH10	0.0627940320283809	0.0627940320283809	5	1
S100A2	0.0635558994993033	0.0635558994993033	5	1
PYGL	0.0635558994993033	0.0635558994993033	5	1
NEGR1	0.0635558994993033	0.0635558994993033	5	1
RPL7AP30	0.0643176729154163	0.0643176729154163	4	1
STEAP1B	0.0643176729154163	0.0643176729154163	5	1
INPP4B	0.0643176729154163	0.0643176729154163	5	1
GALNT16	0.0650793522854287	0.0650793522854287	5	1
BNC1	0.0650793522854287	0.0650793522854287	5	1
ADH1C	0.0650793522854287	0.0650793522854287	4	1
COTL1	0.0658409376180487	0.0658409376180487	5	1
RPL24P8	0.0658409376180487	0.0658409376180487	4	1
S1PR3	0.0658409376180487	0.0658409376180487	4	1
THBD	0.0658409376180487	0.0658409376180487	5	1
QPRT	0.0658409376180487	0.0658409376180487	5	1
THEM6	0.0666024289219841	0.0666024289219841	5	1
RPS27A	0.0666024289219841	0.0666024289219841	5	1
TPGS1	0.0681251294786289	0.0681251294786289	5	1
ERP29	0.0681251294786289	0.0681251294786289	5	1
BEX4	0.0681251294786289	0.0681251294786289	5	1
POLR2G	0.0688863387487511	0.0688863387487511	5	1
SLC27A6	0.0688863387487511	0.0688863387487511	4	1
ADCY5	0.069647454025014	0.069647454025014	5	1
DDX60	0.069647454025014	0.069647454025014	5	1
ADAMTS12	0.0704084753161228	0.0704084753161228	5	1
ZNF121	0.0711694026307817	0.0711694026307817	5	1
SEZ6L2	0.0711694026307817	0.0711694026307817	5	1
DPYSL4	0.0719302359776949	0.0719302359776949	5	1
MBP	0.0719302359776949	0.0719302359776949	5	1
NDST2	0.0719302359776949	0.0719302359776949	5	1
MMP11	0.0719302359776949	0.0719302359776949	5	1
OXTR	0.0726909753655657	0.0726909753655657	5	1
IGSF10	0.0726909753655657	0.0726909753655657	5	1
FTL	0.0734516208030969	0.0734516208030969	5	1
CDCP1	0.0734516208030969	0.0734516208030969	5	1
KREMEN1	0.0734516208030969	0.0734516208030969	5	1
LOC101926887	0.0734516208030969	0.0734516208030969	1	1
LAMC2	0.0742121722989909	0.0742121722989909	5	1
RPL5P34	0.0742121722989909	0.0742121722989909	4	1
NABP1	0.0742121722989909	0.0742121722989909	5	1
AUTS2	0.0742121722989909	0.0742121722989909	5	1
CSRNP3	0.0742121722989909	0.0742121722989909	5	1
RP11-121L10.3	0.0749726298619496	0.0749726298619496	1	1
ACKR4	0.0749726298619496	0.0749726298619496	5	1
SYN2	0.0749726298619496	0.0749726298619496	4	1
DZIP1L	0.075732993500674	0.075732993500674	5	1
MTATP6P1	0.075732993500674	0.075732993500674	3	1
CYP39A1	0.075732993500674	0.075732993500674	5	1
ESM1	0.076493263223865	0.076493263223865	5	1
ADAMTS2	0.076493263223865	0.076493263223865	5	1
CX3CL1	0.076493263223865	0.076493263223865	2	1
KCNJ6	0.0772534390402228	0.0772534390402228	5	1
LOC101928875	0.0772534390402228	0.0772534390402228	1	1
NQO2	0.0780135209584469	0.0780135209584469	5	1
PEG10	0.0787735089872365	0.0787735089872365	5	1
ADAMTS14	0.0795334031352901	0.0795334031352901	5	1
KRT16	0.0795334031352901	0.0795334031352901	5	1
PAX9	0.0795334031352901	0.0795334031352901	5	1
PPARD	0.0802932034113059	0.0802932034113059	5	1
MEST	0.0802932034113059	0.0802932034113059	5	1
RDH10	0.0802932034113059	0.0802932034113059	5	1
NPY2R	0.0802932034113059	0.0802932034113059	2	1
ERAP2	0.0810529098239812	0.0810529098239812	5	1
LOC102724550	0.0810529098239812	0.0810529098239812	1	1
FAM132B	0.081812522382013	0.081812522382013	4	1
SLC2A12	0.081812522382013	0.081812522382013	5	1
DTX3L	0.081812522382013	0.081812522382013	5	1
HERPUD1	0.0825720410940979	0.0825720410940979	5	1
MRPL27	0.0825720410940979	0.0825720410940979	5	1
HACD4	0.0825720410940979	0.0825720410940979	1	1
HSD11B1L	0.0833314659689314	0.0833314659689314	5	1
THBS4	0.0833314659689314	0.0833314659689314	5	1
PARP14	0.0833314659689314	0.0833314659689314	5	1
CTC-492K19.4	0.0840907970152093	0.0840907970152093	2	1
ITGA6	0.0840907970152093	0.0840907970152093	5	1
FAM43A	0.0840907970152093	0.0840907970152093	5	1
ZNF672	0.084850034241626	0.084850034241626	5	1
RNF181	0.084850034241626	0.084850034241626	5	1
FRMD4A	0.084850034241626	0.084850034241626	5	1
AOX1	0.084850034241626	0.084850034241626	5	1
NEO1	0.085609177656876	0.085609177656876	5	1
TSPAN9	0.085609177656876	0.085609177656876	5	1
GPR116	0.085609177656876	0.085609177656876	1	1
HTRA3	0.086368227269653	0.086368227269653	5	1
DPY19L4	0.086368227269653	0.086368227269653	5	1
ANKS1B	0.086368227269653	0.086368227269653	5	1
CDK2AP2	0.0878860451225602	0.0878860451225602	5	1
COX4I1	0.0878860451225602	0.0878860451225602	5	1
ALX3	0.0878860451225602	0.0878860451225602	3	1
PUS1	0.0886448133800751	0.0886448133800751	5	1
CHRDL1	0.0886448133800751	0.0886448133800751	5	1
SLC25A38	0.0894034878698866	0.0894034878698866	5	1
RABAC1	0.0894034878698866	0.0894034878698866	5	1
GREM1	0.0894034878698866	0.0894034878698866	5	1
EPHA3	0.0894034878698866	0.0894034878698866	3	1
TRIM36	0.0894034878698866	0.0894034878698866	5	1
PFDN5	0.0901620686006857	0.0901620686006857	5	1
SKAP2	0.0901620686006857	0.0901620686006857	5	1
CLMN	0.0901620686006857	0.0901620686006857	4	1
ANKRD10	0.0909205555811628	0.0909205555811628	5	1
AMPH	0.0909205555811628	0.0909205555811628	5	1
RECK	0.0909205555811628	0.0909205555811628	5	1
MCHR1	0.091678948820008	0.091678948820008	3	1
CERS6-AS1	0.091678948820008	0.091678948820008	2	1
SLC15A1	0.0924372483259107	0.0924372483259107	3	1
SNRPD2	0.0924372483259107	0.0924372483259107	4	1
SAMD9	0.0924372483259107	0.0924372483259107	5	1
PRPSAP1	0.0931954541075599	0.0931954541075599	5	1
CCDC153	0.0931954541075599	0.0931954541075599	4	1
PLOD2	0.0931954541075599	0.0931954541075599	5	1
CYSLTR1	0.0931954541075599	0.0931954541075599	3	1
FTH1P10	0.0939535661736437	0.0939535661736437	4	1
NIN	0.0939535661736437	0.0939535661736437	5	1
MASP1	0.0939535661736437	0.0939535661736437	5	1
HSPB7	0.0939535661736437	0.0939535661736437	4	1
ATP5L	0.0947115845328502	0.0947115845328502	5	1
NCAPG	0.0947115845328502	0.0947115845328502	4	1
DPYD	0.0947115845328502	0.0947115845328502	5	1
DUSP10	0.0954695091938665	0.0954695091938665	5	1
HSPBP1	0.0954695091938665	0.0954695091938665	5	1
LMO7	0.0954695091938665	0.0954695091938665	5	1
IGHG1	0.0954695091938665	0.0954695091938665	1	1
HIP1R	0.0954695091938665	0.0954695091938665	5	1
ATP1B3	0.0962273401653795	0.0962273401653795	5	1
ISOC2	0.0962273401653795	0.0962273401653795	5	1
TMEM200A	0.0962273401653795	0.0962273401653795	5	1
TAGLN3	0.0969850774560753	0.0969850774560753	4	1
POU5F1B	0.0969850774560753	0.0969850774560753	1	1
SOCS5	0.0969850774560753	0.0969850774560753	5	1
HTR2A	0.0969850774560753	0.0969850774560753	4	1
HMOX1	0.0977427210746396	0.0977427210746396	5	1
LSAMP	0.0977427210746396	0.0977427210746396	5	1
FMOD	0.0977427210746396	0.0977427210746396	5	1
COL4A5	0.0977427210746396	0.0977427210746396	3	1
PIM3	0.0985002710297576	0.0985002710297576	5	1
RPL34	0.0985002710297576	0.0985002710297576	5	1
DHX58	0.0985002710297576	0.0985002710297576	5	1
LEP	0.0992577273301138	0.0992577273301138	4	1
SQSTM1	0.100015089984392	0.100015089984392	5	1
RASA4CP	0.100015089984392	0.100015089984392	5	1
AFAP1L1	0.100015089984392	0.100015089984392	5	1
TRAF4	0.100772359001277	0.100772359001277	5	1
GPX4	0.100772359001277	0.100772359001277	5	1
MECOM	0.100772359001277	0.100772359001277	5	1
MCTP1	0.100772359001277	0.100772359001277	5	1
MVK	0.10152953438945	0.10152953438945	5	1
PCSK9	0.102286616157595	0.102286616157595	4	1
NMB	0.102286616157595	0.102286616157595	5	1
FILIP1L	0.102286616157595	0.102286616157595	5	1
PPAPDC1A	0.103043604314392	0.103043604314392	3	1
FLT1	0.103043604314392	0.103043604314392	5	1
TNFRSF21	0.103800498868525	0.103800498868525	5	1
CA5B	0.103800498868525	0.103800498868525	5	1
PAFAH1B3	0.104557299828673	0.104557299828673	4	1
ELOVL3	0.105314007203516	0.105314007203516	5	1
PAX3	0.105314007203516	0.105314007203516	2	1
JADE2	0.105314007203516	0.105314007203516	5	1
NAT8L	0.106070621001735	0.106070621001735	5	1
RP11-11N9.4	0.106070621001735	0.106070621001735	1	1
TOMM5	0.106827141232009	0.106827141232009	5	1
TMEM97	0.106827141232009	0.106827141232009	5	1
TAP1	0.106827141232009	0.106827141232009	5	1
MAPK3	0.107583567903017	0.107583567903017	5	1
LOC102723834	0.107583567903017	0.107583567903017	1	1
CIB1	0.108339901023436	0.108339901023436	4	1
LPAR3	0.108339901023436	0.108339901023436	4	1
TMEM30B	0.108339901023436	0.108339901023436	5	1
CTB-63M22.1	0.109096140601944	0.109096140601944	3	1
BAALC	0.109096140601944	0.109096140601944	5	1
DPEP1	0.109096140601944	0.109096140601944	1	1
GAS1	0.109096140601944	0.109096140601944	5	1
SH2D2A	0.109852286647219	0.109852286647219	5	1
SSR4	0.109852286647219	0.109852286647219	5	1
RPS6KA2	0.109852286647219	0.109852286647219	5	1
ZNF703	0.110608339167936	0.110608339167936	5	1
PPP1R14BP3	0.110608339167936	0.110608339167936	4	1
DPY19L2P1	0.110608339167936	0.110608339167936	3	1
PNMA2	0.110608339167936	0.110608339167936	5	1
C19orf48	0.111364298172772	0.111364298172772	5	1
CLEC2B	0.111364298172772	0.111364298172772	5	1
IL27RA	0.111364298172772	0.111364298172772	5	1
CTSC	0.112120163670403	0.112120163670403	5	1
CAMK2G	0.112120163670403	0.112120163670403	5	1
IER3	0.112875935669503	0.112875935669503	5	1
UBALD2	0.112875935669503	0.112875935669503	5	1
ZFPM2	0.112875935669503	0.112875935669503	5	1
TRIM21	0.112875935669503	0.112875935669503	5	1
TOM1	0.113631614178747	0.113631614178747	5	1
CTSZ	0.113631614178747	0.113631614178747	5	1
SAMHD1	0.113631614178747	0.113631614178747	4	1
JOSD2	0.114387199206809	0.114387199206809	5	1
PODXL	0.114387199206809	0.114387199206809	5	1
MUC15	0.114387199206809	0.114387199206809	2	1
CHST1	0.115142690762361	0.115142690762361	5	1
RASGRF2	0.115142690762361	0.115142690762361	5	1
MARCH3	0.115142690762361	0.115142690762361	2	1
BTG1	0.115898088854077	0.115898088854077	5	1
SLC4A4	0.115898088854077	0.115898088854077	5	1
RPL9P16	0.115898088854077	0.115898088854077	1	1
ST8SIA1	0.116653393490629	0.116653393490629	5	1
GSTO2	0.117408604680689	0.117408604680689	5	1
NOSIP	0.117408604680689	0.117408604680689	5	1
SALL1	0.117408604680689	0.117408604680689	5	1
FHDC1	0.117408604680689	0.117408604680689	5	1
SERPINA1	0.118163722432928	0.118163722432928	3	1
AGAP2-AS1	0.118163722432928	0.118163722432928	4	1
CENPE	0.118163722432928	0.118163722432928	5	1
SPATA20P1	0.118163722432928	0.118163722432928	1	1
YBX3P1	0.118918746756016	0.118918746756016	3	1
NCEH1	0.118918746756016	0.118918746756016	5	1
DANCR	0.119673677658624	0.119673677658624	4	1
IGFBP6	0.120428515149422	0.120428515149422	5	1
CDX1	0.121183259237077	0.121183259237077	4	1
APOBEC3B	0.121183259237077	0.121183259237077	4	1
RPUSD1	0.12193790993026	0.12193790993026	5	1
RP11-488L18.6	0.12193790993026	0.12193790993026	1	1
SOX6	0.12193790993026	0.12193790993026	5	1
CXCL10	0.12193790993026	0.12193790993026	5	1
CYP4F35P	0.122692467237637	0.122692467237637	3	1
HMHA1	0.122692467237637	0.122692467237637	4	1
ETV5	0.122692467237637	0.122692467237637	5	1
DCHS2	0.122692467237637	0.122692467237637	2	1
RPL23A	0.123446931167876	0.123446931167876	5	1
A4GALT	0.123446931167876	0.123446931167876	5	1
DUSP2	0.124201301729644	0.124201301729644	4	1
AL132709.5	0.124201301729644	0.124201301729644	4	1
ZNF804A	0.124201301729644	0.124201301729644	5	1
ECH1	0.124955578931608	0.124955578931608	5	1
LRRC8B	0.124955578931608	0.124955578931608	5	1
ACOT7	0.125709762782433	0.125709762782433	5	1
ZNF860	0.125709762782433	0.125709762782433	5	1
NRG1	0.126463853290785	0.126463853290785	5	1
GPC6	0.126463853290785	0.126463853290785	5	1
NGFRAP1	0.127217850465328	0.127217850465328	4	1
RNF157	0.127217850465328	0.127217850465328	5	1
MAP2	0.127217850465328	0.127217850465328	5	1
OGFRL1	0.127971754314727	0.127971754314727	5	1
CACNB2	0.127971754314727	0.127971754314727	5	1
ZNF704	0.127971754314727	0.127971754314727	3	1
METTL1	0.128725564847645	0.128725564847645	5	1
CEP152	0.128725564847645	0.128725564847645	5	1
PTCH1	0.128725564847645	0.128725564847645	5	1
SREBF1	0.129479282072745	0.129479282072745	5	1
DLX4	0.129479282072745	0.129479282072745	2	1
RP11-727F15.12	0.13023290599869	0.13023290599869	3	1
ZFHX4	0.13023290599869	0.13023290599869	5	1
RGAG4	0.13023290599869	0.13023290599869	5	1
LOC102724554	0.13023290599869	0.13023290599869	1	1
KIF23	0.130986436634142	0.130986436634142	5	1
HOPX	0.130986436634142	0.130986436634142	3	1
HIRIP3	0.131739873987763	0.131739873987763	5	1
LOC101929309	0.131739873987763	0.131739873987763	1	1
GOLGA6L19	0.132493218068213	0.132493218068213	2	1
UQCRQ	0.132493218068213	0.132493218068213	5	1
PPAP2B	0.132493218068213	0.132493218068213	4	1
COL14A1	0.132493218068213	0.132493218068213	5	1
SEMA6B	0.133246468884153	0.133246468884153	4	1
HNRNPKP4	0.133246468884153	0.133246468884153	4	1
AIM1	0.133246468884153	0.133246468884153	5	1
RPL27A	0.133999626444243	0.133999626444243	5	1
TOM1L1	0.133999626444243	0.133999626444243	5	1
SLC52A2	0.134752690757143	0.134752690757143	5	1
HMMR	0.134752690757143	0.134752690757143	5	1
EDNRA	0.134752690757143	0.134752690757143	5	1
KCNS3	0.134752690757143	0.134752690757143	5	1
C5orf27	0.13550566183151	0.13550566183151	3	1
TPI1	0.13550566183151	0.13550566183151	5	1
RGS16	0.13550566183151	0.13550566183151	5	1
HSPA7	0.136258539676004	0.136258539676004	3	1
RP11-51O6.1	0.136258539676004	0.136258539676004	3	1
INO80E	0.136258539676004	0.136258539676004	5	1
H2AFJ	0.136258539676004	0.136258539676004	5	1
ACSL3	0.137011324299283	0.137011324299283	5	1
GEMIN7	0.137011324299283	0.137011324299283	5	1
GPR56	0.137011324299283	0.137011324299283	4	1
RPS5	0.137764015710003	0.137764015710003	5	1
ENO1	0.137764015710003	0.137764015710003	5	1
ALDH1A1	0.137764015710003	0.137764015710003	2	1
RASGEF1B	0.137764015710003	0.137764015710003	4	1
RP11-632C17__A.1	0.138516613916821	0.138516613916821	3	1
HMGA2	0.138516613916821	0.138516613916821	5	1
SQRDL	0.138516613916821	0.138516613916821	5	1
SLC44A2	0.139269118928394	0.139269118928394	5	1
SRPRB	0.140021530753377	0.140021530753377	5	1
ATP5H	0.140021530753377	0.140021530753377	5	1
RPS12	0.140773849400424	0.140773849400424	4	1
LSMD1	0.140773849400424	0.140773849400424	3	1
SPESP1	0.140773849400424	0.140773849400424	5	1
VWA5A	0.140773849400424	0.140773849400424	5	1
ICAM5	0.141526074878192	0.141526074878192	5	1
EBF3	0.141526074878192	0.141526074878192	5	1
SNRPB	0.142278207195333	0.142278207195333	5	1
CYP27C1	0.142278207195333	0.142278207195333	5	1
RTP4	0.142278207195333	0.142278207195333	5	1
ATF5	0.143030246360502	0.143030246360502	5	1
COPZ2	0.143030246360502	0.143030246360502	5	1
KANSL1L	0.143030246360502	0.143030246360502	5	1
GALNT9	0.143782192382351	0.143782192382351	3	1
PODNL1	0.143782192382351	0.143782192382351	5	1
HSPBAP1	0.144534045269532	0.144534045269532	5	1
KIF18A	0.144534045269532	0.144534045269532	5	1
KIAA1456	0.144534045269532	0.144534045269532	5	1
MT1G	0.145285805030698	0.145285805030698	4	1
FTH1P7	0.145285805030698	0.145285805030698	4	1
DGKI	0.145285805030698	0.145285805030698	5	1
ROR2	0.145285805030698	0.145285805030698	5	1
DLK1	0.1460374716745	0.1460374716745	3	1
LXN	0.1460374716745	0.1460374716745	5	1
CMAHP	0.1460374716745	0.1460374716745	5	1
MIR5690	0.1460374716745	0.1460374716745	1	1
AIP	0.146789045209588	0.146789045209588	5	1
KIAA1549L	0.146789045209588	0.146789045209588	5	1
EGFL6	0.146789045209588	0.146789045209588	4	1
RNF144B	0.146789045209588	0.146789045209588	5	1
RPL39L	0.147540525644614	0.147540525644614	5	1
LAMA5	0.147540525644614	0.147540525644614	5	1
NDUFA13	0.148291912988226	0.148291912988226	5	1
ANLN	0.148291912988226	0.148291912988226	5	1
MAP3K5	0.148291912988226	0.148291912988226	5	1
LEPR	0.148291912988226	0.148291912988226	4	1
SLC19A1	0.149043207249074	0.149043207249074	5	1
SLC29A4	0.149043207249074	0.149043207249074	5	1
TMEM178A	0.149043207249074	0.149043207249074	5	1
SOD2P1	0.149043207249074	0.149043207249074	1	1
DNHD1	0.149794408435806	0.149794408435806	5	1
BDNF	0.149794408435806	0.149794408435806	5	1
CFHR1	0.149794408435806	0.149794408435806	2	1
LOC102723458	0.149794408435806	0.149794408435806	1	1
NPPA-AS1	0.150545516557071	0.150545516557071	3	1
CTNNAL1	0.150545516557071	0.150545516557071	5	1
TGFBR2	0.150545516557071	0.150545516557071	5	1
RP11-367F23.2	0.151296531621517	0.151296531621517	2	1
SNTA1	0.151296531621517	0.151296531621517	5	1
GAB1	0.151296531621517	0.151296531621517	5	1
FKBP1B	0.151296531621517	0.151296531621517	5	1
JMJD4	0.15204745363779	0.15204745363779	4	1
SNRNP25	0.15204745363779	0.15204745363779	5	1
EPHA5	0.15204745363779	0.15204745363779	5	1
ZNF219	0.15204745363779	0.15204745363779	5	1
LOC102723500	0.15204745363779	0.15204745363779	1	1
CBS	0.152798282614537	0.152798282614537	5	1
SERF2	0.152798282614537	0.152798282614537	4	1
COX6A1	0.153549018560403	0.153549018560403	5	1
ARC	0.154299661484035	0.154299661484035	5	1
CKAP2	0.154299661484035	0.154299661484035	5	1
HCP5	0.154299661484035	0.154299661484035	5	1
C9orf91	0.155050211394078	0.155050211394078	4	1
FAXC	0.155050211394078	0.155050211394078	5	1
JAG1	0.155050211394078	0.155050211394078	5	1
MCM6	0.155800668299175	0.155800668299175	5	1
POLRMTP1	0.155800668299175	0.155800668299175	4	1
FGF5	0.155800668299175	0.155800668299175	5	1
COX7A2	0.15655103220797	0.15655103220797	5	1
ARHGAP11A	0.15655103220797	0.15655103220797	5	1
CYP19A1	0.15655103220797	0.15655103220797	4	1
KIF21B	0.157301303129107	0.157301303129107	4	1
APCDD1	0.157301303129107	0.157301303129107	5	1
LYVE1	0.157301303129107	0.157301303129107	3	1
COX6C	0.158051481071229	0.158051481071229	5	1
SP6	0.158051481071229	0.158051481071229	5	1
SGMS2	0.158051481071229	0.158051481071229	5	1
TNP1	0.158801566042978	0.158801566042978	2	1
UQCR11	0.158801566042978	0.158801566042978	5	1
CENPF	0.158801566042978	0.158801566042978	5	1
FGF7	0.158801566042978	0.158801566042978	5	1
DDX60L	0.158801566042978	0.158801566042978	5	1
BMP7	0.159551558052995	0.159551558052995	3	1
EGR1	0.159551558052995	0.159551558052995	5	1
KIAA0825	0.159551558052995	0.159551558052995	5	1
LGALS9	0.159551558052995	0.159551558052995	5	1
RP11-434H6.6	0.160301457109922	0.160301457109922	3	1
JAGN1	0.160301457109922	0.160301457109922	5	1
RP11-467L13.5	0.160301457109922	0.160301457109922	1	1
ZCCHC24	0.160301457109922	0.160301457109922	5	1
PLAC4	0.160301457109922	0.160301457109922	2	1
HEYL	0.161051263222399	0.161051263222399	5	1
CHST12	0.161051263222399	0.161051263222399	5	1
LINC00547	0.161051263222399	0.161051263222399	1	1
COX14	0.161800976399067	0.161800976399067	5	1
RAB3B	0.161800976399067	0.161800976399067	5	1
PODN	0.161800976399067	0.161800976399067	5	1
FRY	0.161800976399067	0.161800976399067	5	1
JTB	0.162550596648565	0.162550596648565	5	1
ABRA	0.162550596648565	0.162550596648565	2	1
DUS3L	0.163300123979532	0.163300123979532	5	1
SHARPIN	0.163300123979532	0.163300123979532	5	1
LIPG	0.164049558400606	0.164049558400606	4	1
C11orf83	0.164049558400606	0.164049558400606	4	1
STMN1	0.164049558400606	0.164049558400606	5	1
TSPAN8	0.164049558400606	0.164049558400606	4	1
AGO2	0.164798899920426	0.164798899920426	5	1
PRDX2	0.164798899920426	0.164798899920426	5	1
SUCO	0.164798899920426	0.164798899920426	5	1
NUTF2	0.165548148547629	0.165548148547629	5	1
DOCK10	0.165548148547629	0.165548148547629	5	1
AC019117.1	0.166297304290852	0.166297304290852	2	1
ERRFI1	0.166297304290852	0.166297304290852	5	1
ARHGAP6	0.166297304290852	0.166297304290852	5	1
UBL4A	0.16704636715873	0.16704636715873	5	1
ST3GAL5	0.16704636715873	0.16704636715873	5	1
RERG	0.16704636715873	0.16704636715873	4	1
ZPLD1	0.167795337159901	0.167795337159901	3	1
EXOSC7	0.167795337159901	0.167795337159901	5	1
MLLT11	0.167795337159901	0.167795337159901	5	1
SSH2	0.167795337159901	0.167795337159901	5	1
ATP5G2	0.168544214302999	0.168544214302999	5	1
B4GALT4	0.168544214302999	0.168544214302999	5	1
SLITRK2	0.168544214302999	0.168544214302999	2	1
PLEKHO1	0.169292998596659	0.169292998596659	5	1
NMRAL1	0.169292998596659	0.169292998596659	5	1
RCN1P2	0.169292998596659	0.169292998596659	4	1
ARRB1	0.169292998596659	0.169292998596659	5	1
RNF213	0.169292998596659	0.169292998596659	5	1
CTNND2	0.170041690049516	0.170041690049516	4	1
PTGFR	0.170041690049516	0.170041690049516	5	1
MT1M	0.170041690049516	0.170041690049516	5	1
C1QL2	0.170790288670202	0.170790288670202	2	1
NCAM1	0.170790288670202	0.170790288670202	5	1
LONRF1	0.170790288670202	0.170790288670202	5	1
RHBDD3	0.171538794467351	0.171538794467351	5	1
AKAP12	0.171538794467351	0.171538794467351	5	1
PLCL1	0.171538794467351	0.171538794467351	5	1
PCDH19	0.172287207449596	0.172287207449596	4	1
KLHDC8B	0.172287207449596	0.172287207449596	5	1
PDLIM5	0.172287207449596	0.172287207449596	5	1
SEMA4A	0.173035527625569	0.173035527625569	5	1
COX6B1	0.173035527625569	0.173035527625569	5	1
GOLIM4	0.173035527625569	0.173035527625569	5	1
SLCO3A1	0.173035527625569	0.173035527625569	5	1
AAMDC	0.173783755003901	0.173783755003901	4	1
NDC80	0.173783755003901	0.173783755003901	5	1
TRAF1	0.173783755003901	0.173783755003901	5	1
CREB5	0.174531889593223	0.174531889593223	5	1
ORMDL2	0.174531889593223	0.174531889593223	5	1
ATP2B1	0.174531889593223	0.174531889593223	5	1
HYOU1	0.175279931402166	0.175279931402166	5	1
ASNA1	0.175279931402166	0.175279931402166	5	1
CCDC8	0.175279931402166	0.175279931402166	5	1
CHN1	0.175279931402166	0.175279931402166	5	1
ANXA2P1	0.17602788043936	0.17602788043936	4	1
LY75-CD302	0.17602788043936	0.17602788043936	2	1
RP11-432M8.8	0.176775736713433	0.176775736713433	1	1
MT-ATP8	0.176775736713433	0.176775736713433	3	1
APBB1IP	0.176775736713433	0.176775736713433	5	1
B3GALT1	0.176775736713433	0.176775736713433	5	1
GRN	0.177523500233016	0.177523500233016	5	1
TCEAL1	0.178271171006736	0.178271171006736	5	1
DBI	0.178271171006736	0.178271171006736	5	1
MKI67	0.178271171006736	0.178271171006736	5	1
ITGA5	0.178271171006736	0.178271171006736	5	1
KIAA1199	0.17901874904322	0.17901874904322	4	1
PRSS3	0.17901874904322	0.17901874904322	5	1
KIF20B	0.17901874904322	0.17901874904322	5	1
CD276	0.17901874904322	0.17901874904322	5	1
LSM7	0.179766234351098	0.179766234351098	5	1
ZSCAN31	0.179766234351098	0.179766234351098	5	1
PLTP	0.179766234351098	0.179766234351098	5	1
LOC101928916	0.179766234351098	0.179766234351098	1	1
LRRC17	0.180513626938994	0.180513626938994	5	1
WSCD1	0.180513626938994	0.180513626938994	5	1
PARP10	0.180513626938994	0.180513626938994	5	1
UBE2S	0.181260926815535	0.181260926815535	5	1
RP1-278E11.3	0.181260926815535	0.181260926815535	2	1
SMC4	0.181260926815535	0.181260926815535	5	1
EMP1	0.181260926815535	0.181260926815535	5	1
IRF9	0.181260926815535	0.181260926815535	5	1
PRDM16	0.182008133989347	0.182008133989347	5	1
RP11-249L21.4	0.182008133989347	0.182008133989347	2	1
ASPM	0.182008133989347	0.182008133989347	5	1
PRDM1	0.182008133989347	0.182008133989347	5	1
HAPLN1	0.182755248469055	0.182755248469055	5	1
MARCKSL1	0.182755248469055	0.182755248469055	5	1
GALNT7	0.182755248469055	0.182755248469055	5	1
SPATA6	0.182755248469055	0.182755248469055	5	1
ABHD17C	0.183502270263284	0.183502270263284	5	1
HSD17B10	0.183502270263284	0.183502270263284	5	1
DLGAP5	0.183502270263284	0.183502270263284	5	1
ZCCHC2	0.184249199380657	0.184249199380657	5	1
SIRPA	0.184996035829799	0.184996035829799	5	1
PITX3	0.185742779619331	0.185742779619331	4	1
CCDC12	0.185742779619331	0.185742779619331	5	1
ADGRL1	0.185742779619331	0.185742779619331	1	1
FAM46B	0.185742779619331	0.185742779619331	5	1
GIPR	0.186489430757877	0.186489430757877	5	1
GRAMD3	0.186489430757877	0.186489430757877	5	1
PDLIM4	0.187235989254058	0.187235989254058	5	1
