gene	direction	loo_fraction	rra_score	padj	coverage	n_topfrac
IGFBP5	up	1	1.36813096668695e-05	1.36813096668695e-05	5	2
MMP19	up	1	1.39053190651833e-05	1.39053190651833e-05	5	4
RHOD	up	1	1.4963349067892e-05	1.4963349067892e-05	5	3
ADARB1	up	1	1.82408671227598e-05	1.82408671227598e-05	5	4
PARM1	up	1	2.0871873113243e-05	2.0871873113243e-05	5	2
CYGB	up	1	2.19993409155228e-05	2.19993409155228e-05	5	3
STC1	up	1	2.65181816485823e-05	2.65181816485823e-05	5	3
EPSTI1	up	1	2.96334301740525e-05	2.96334301740525e-05	5	3
SLC7A2	up	1	3.54704071609743e-05	3.54704071609743e-05	5	3
TIMP4	up	1	4.54546911063744e-05	4.54546911063744e-05	5	2
COL3A1	up	1	5.02462471782567e-05	5.02462471782567e-05	5	3
SPRY1	up	1	6.31334031055886e-05	6.31334031055886e-05	5	3
EDNRB	up	1	6.69423742656287e-05	6.69423742656287e-05	5	3
EFHD1	up	1	6.82708378232591e-05	6.82708378232591e-05	5	2
PDGFD	up	1	6.91857905848782e-05	6.91857905848782e-05	5	3
OMD	up	1	7.98985548118021e-05	7.98985548118021e-05	5	3
CD82	up	1	9.0975340098456e-05	9.0975340098456e-05	5	3
C11orf96	up	1	9.56986393316205e-05	9.56986393316205e-05	5	2
TMEM204	up	1	0.000118499272516072	0.000118499272516072	5	3
ISG20	up	1	0.00014810250825665	0.00014810250825665	5	2
PCDH9	up	1	0.000166766633444618	0.000166766633444618	5	3
FABP5	up	1	0.000169973729052129	0.000169973729052129	4	3
DUSP5	up	1	0.000208374175394474	0.000208374175394474	5	3
AK4	up	1	0.000211856376353865	0.000211856376353865	5	2
GCNT1	up	1	0.000231210582504672	0.000231210582504672	5	3
PRELP	up	1	0.000231210582504672	0.000231210582504672	5	2
FADS2	up	1	0.0002366101825493	0.0002366101825493	5	3
PMEPA1	up	1	0.0002366101825493	0.0002366101825493	5	3
LYPD3	up	1	0.000239178425625486	0.000239178425625486	5	3
MFAP4	up	1	0.000249635567750365	0.000249635567750365	5	3
GADD45B	up	1	0.000252296210539869	0.000252296210539869	5	3
CNTN3	up	1	0.000260390402799326	0.000260390402799326	5	3
RASD1	up	1	0.000265338519876551	0.000265338519876551	5	3
AFF2	up	1	0.000279644113532153	0.000279644113532153	5	2
TLR4	up	1	0.000282809237626724	0.000282809237626724	5	3
MEDAG	up	1	0.000291534000231748	0.000291534000231748	5	3
GALNT10	up	1	0.000294481264408365	0.000294481264408365	5	3
SCG2	up	1	0.000294481264408365	0.000294481264408365	5	3
C1R	up	1	0.000298938947482796	0.000298938947482796	5	3
PPP1R13L	up	1	0.000301935351873977	0.000301935351873977	5	3
OPN3	up	1	0.000325042717088351	0.000325042717088351	5	3
EPS8	up	1	0.000328209115957936	0.000328209115957936	5	3
AXIN2	up	1	0.000342709963763706	0.000342709963763706	5	3
MFGE8	up	1	0.00034434678442488	0.00034434678442488	5	3
PTGS1	up	1	0.000356775474880015	0.000356775474880015	5	2
CPM	up	0.8	0.000365001841263748	0.000365001841263748	5	2
IRF7	up	1	0.000365001841263748	0.000365001841263748	5	2
COL11A1	up	0.8	0.000373321452758809	0.000373321452758809	5	2
DIO2	up	0.8	0.000381734292000586	0.000381734292000586	5	2
HSPE1	up	1	0.000383431184637565	0.000383431184637565	5	3
SRGN	up	1	0.000383431184637565	0.000383431184637565	5	3
POLR3K	up	1	0.000398839584273899	0.000398839584273899	4	2
CRIP2	up	1	0.000414126483866634	0.000414126483866634	5	3
NRP2	up	1	0.000414126483866634	0.000414126483866634	5	3
TMEM100	up	1	0.000468141541447947	0.000468141541447947	5	3
NR4A3	up	1	0.000476217310446107	0.000476217310446107	5	3
FRMD5	up	1	0.000484384384139455	0.000484384384139455	5	3
AEBP1	up	1	0.000507318621994082	0.000507318621994082	5	3
SNHG5	up	1	0.000511563860762759	0.000511563860762759	4	3
B3GNT5	up	1	0.000533141458935481	0.000533141458935481	5	3
GAS6	up	1	0.000533141458935481	0.000533141458935481	5	3
GPC3	up	1	0.000533141458935481	0.000533141458935481	5	3
ALCAM	up	1	0.000548597123758025	0.000548597123758025	5	3
METTL7A	up	1	0.000566618842311193	0.000566618842311193	5	3
ASPN	up	0.8	0.000569542176409183	0.000569542176409183	5	2
RPL41	up	0.8	0.000569542176409183	0.000569542176409183	5	2
SMOC1	up	1	0.000585026261700537	0.000585026261700537	5	3
ISG15	up	0.8	0.000590368249642458	0.000590368249642458	5	2
PMP22	up	1	0.000592029274920382	0.000592029274920382	5	3
ADAMTSL4	up	1	0.000615770946811933	0.000615770946811933	5	3
IFITM1	up	1	0.00062787326950577	0.00062787326950577	5	3
RAB13	up	1	0.000662590485820358	0.000662590485820358	5	3
ANGPT1	up	1	0.000665117508599692	0.000665117508599692	5	3
NNMT	up	1	0.000670190570808962	0.000670190570808962	5	3
CST3	up	1	0.000672736625284455	0.000672736625284455	5	3
SERPING1	up	1	0.000688146753022006	0.000688146753022006	5	3
DDIT4	up	1	0.000690737477933134	0.000690737477933134	5	3
ARHGEF28	up	1	0.000703787425757406	0.000703787425757406	5	3
CHRNA1	up	1	0.000711694723222157	0.000711694723222157	5	3
LGMN	up	1	0.000735766889284514	0.000735766889284514	5	3
CYSTM1	up	1	0.000746635318560584	0.000746635318560584	5	3
SPON2	up	1	0.000763135178613527	0.000763135178613527	5	3
MMP1	up	0.8	0.000769609652524701	0.000769609652524701	5	2
MX1	up	0.8	0.000769609652524701	0.000769609652524701	5	2
LRRC32	up	1	0.000774267260131308	0.000774267260131308	5	3
NSMF	up	1	0.000794004467697824	0.000794004467697824	5	3
MT2A	up	0.8	0.000794495467000998	0.000794495467000998	5	2
CKB	up	1	0.000799703819999897	0.000799703819999897	5	3
EPHB6	up	1	0.000870206795097871	0.000870206795097871	5	3
FNDC4	up	1	0.000891513053103215	0.000891513053103215	5	3
SRPX	up	1	0.000894584508242386	0.000894584508242386	5	3
IL1R1	up	1	0.000931986044407247	0.000931986044407247	5	3
RPL28	up	0.8	0.000947239604964428	0.000947239604964428	5	2
OAS1	up	1	0.00101651590348707	0.00101651590348707	5	3
ITGA10	up	0.8	0.00107052261184252	0.00107052261184252	5	2
GABARAPL1	up	1	0.00112369836881663	0.00112369836881663	5	3
PTK2B	up	0.8	0.00115685900315717	0.00115685900315717	5	2
ALPL	up	0.8	0.0011715706799267	0.0011715706799267	5	2
IFI6	up	0.8	0.0011715706799267	0.0011715706799267	5	2
FBLN5	up	1	0.00117811939520591	0.00117811939520591	5	3
EFEMP1	up	0.8	0.00118637439017186	0.00118637439017186	5	2
RPL26	up	1	0.00120036297987278	0.00120036297987278	5	3
PNMAL1	up	1	0.00124185535153943	0.00124185535153943	5	3
IL11	up	0.8	0.00130811520735354	0.00130811520735354	5	2
PRR5L	up	0.8	0.00141946233338984	0.00141946233338984	5	2
HAS2	up	0.8	0.00145210187515167	0.00145210187515167	5	2
ABI3BP	up	0.8	0.00150174906863127	0.00150174906863127	5	2
APOD	up	0.8	0.00153912453428914	0.00153912453428914	5	2
IFIT1	up	0.8	0.00153912453428914	0.00153912453428914	5	2
APOL2	up	0.8	0.00160351812183491	0.00160351812183491	5	2
FRZB	up	0.8	0.00162080021992847	0.00162080021992847	5	2
PLAUR	up	0.8	0.00169084395050749	0.00169084395050749	5	2
SESN3	up	0.8	0.00170858363168027	0.00170858363168027	5	2
GLRX	up	0.8	0.00172641477786059	0.00172641477786059	5	2
SLC20A2	up	1	0.00187937926600016	0.00187937926600016	5	3
MMP10	up	0.8	0.0019475165437758	0.0019475165437758	4	2
GPM6B	up	0.8	0.00196653517052731	0.00196653517052731	5	2
SSPN	up	1	0.0020334636863872	0.0020334636863872	5	3
TRIM47	up	0.8	0.00214180584696463	0.00214180584696463	5	2
PSD4	up	0.8	0.00216173594463525	0.00216173594463525	5	2
FAM107A	up	0.8	0.00230854465404623	0.00230854465404623	5	2
IFI44L	up	0.8	0.00230854465404623	0.00230854465404623	5	2
TGM2	up	0.8	0.00230854465404623	0.00230854465404623	5	1
KLF9	up	0.8	0.00240799431846274	0.00240799431846274	5	2
PPP1R14A	up	0.8	0.00242910676282774	0.00242910676282774	4	2
SDF2L1	up	0.8	0.00264522401309753	0.00264522401309753	5	2
NFIA	up	0.8	0.0027118278060862	0.0027118278060862	5	2
LAMA2	up	0.8	0.00273421030728441	0.00273421030728441	5	2
ATP6V0B	up	0.8	0.00275668339838414	0.00275668339838414	5	2
PHKA1	up	0.8	0.00275668339838414	0.00275668339838414	5	2
CCDC3	up	0.8	0.00289342337445808	0.00289342337445808	5	2
LEF1	up	0.8	0.00291653011567392	0.00291653011567392	5	2
TLDC2	up	0.8	0.00296301494002517	0.00296301494002517	5	2
GLDN	up	0.8	0.00307787002054834	0.00307787002054834	5	1
MAGED4B	up	0.8	0.00307787002054834	0.00307787002054834	4	1
RPL7AP6	up	0.8	0.00307787002054834	0.00307787002054834	4	1
SFRP1	up	0.8	0.00307787002054834	0.00307787002054834	5	2
SPON1	up	0.8	0.00307787002054834	0.00307787002054834	4	1
RFTN2	up	0.8	0.00308080903067011	0.00308080903067011	5	2
ABCA8	up	0.8	0.00322514275077853	0.00322514275077853	5	2
UPP1	up	0.8	0.00332317007420629	0.00332317007420629	5	2
ISM1	up	0.8	0.00354900439056103	0.00354900439056103	5	2
IFIH1	up	0.8	0.00383492382995418	0.00383492382995418	5	2
PPAP2C	up	0.8	0.00384710064254734	0.00384710064254734	4	2
TES	up	0.8	0.00384710064254734	0.00384710064254734	5	1
FAU	up	0.8	0.00399546221891186	0.00399546221891186	5	2
SP110	up	0.8	0.00415923049057668	0.00415923049057668	5	2
CSGALNACT1	up	0.8	0.00418683896055015	0.00418683896055015	5	2
IL1RL2	up	0.8	0.00438260608990119	0.00438260608990119	5	2
GDF15	up	0.8	0.0046162365287945	0.0046162365287945	5	1
OAS3	up	0.8	0.0046162365287945	0.0046162365287945	5	1
RPS28	up	0.8	0.00472840444093642	0.00472840444093642	5	2
TSKU	up	0.8	0.00475780167292254	0.00475780167292254	5	2
ATP1B1	up	0.8	0.00478728816446385	0.00478728816446385	5	2
CTSL	up	0.8	0.0052402851330196	0.0052402851330196	5	2
WNT2	up	0.8	0.00533328903228411	0.00533328903228411	4	2
ADH1B	up	0.8	0.00538527768804059	0.00538527768804059	4	2
OAS2	up	0.8	0.00538527768804059	0.00538527768804059	5	2
RPS3	up	0.8	0.00539573634491032	0.00539573634491032	5	2
CYP26B1	up	0.8	0.00549007404429403	0.00549007404429403	5	2
RPL10	up	0.8	0.00549007404429403	0.00549007404429403	5	2
RPL11	up	0.8	0.00555341013300819	0.00555341013300819	5	2
DIO3	up	0.8	0.00590810549168636	0.00590810549168636	5	2
KCNJ15	up	0.8	0.00597374843209332	0.00597374843209332	5	2
A2M	up	0.8	0.00615422412903585	0.00615422412903585	5	1
CLU	up	0.8	0.00615422412903585	0.00615422412903585	5	1
CTH	up	0.8	0.00615422412903585	0.00615422412903585	5	1
KCNG1	up	0.8	0.00615422412903585	0.00615422412903585	5	2
ST6GAL1	up	0.8	0.00615422412903585	0.00615422412903585	5	2
NT5DC2	up	0.8	0.00617280306419226	0.00617280306419226	5	2
IFIT3	up	0.8	0.00692307586052994	0.00692307586052994	5	1
SYNPO2	up	0.8	0.00692307586052994	0.00692307586052994	5	1
TWIST2	up	0.8	0.00692307586052994	0.00692307586052994	4	1
C1QTNF1	up	0.8	0.00700084379179016	0.00700084379179016	5	2
RPS2P5	up	0.8	0.00736084960235206	0.00736084960235206	4	2
SMOX	up	0.8	0.00758107442703872	0.00758107442703872	5	2
ABCA6	up	0.8	0.00769183289127203	0.00769183289127203	5	1
CBLN2	up	0.8	0.00769183289127203	0.00769183289127203	4	1
HERC6	up	0.8	0.00769183289127203	0.00769183289127203	5	1
INMT	up	0.8	0.00846049523001071	0.00846049523001071	5	1
SYT12	up	0.8	0.00846049523001071	0.00846049523001071	5	2
PTGES	up	0.8	0.00896868861950366	0.00896868861950366	5	2
ARG2	up	0.8	0.00922906288549404	0.00922906288549404	4	1
SLC39A4	up	0.8	0.00922906288549404	0.00922906288549404	5	1
FBL	up	0.8	0.00949759057081864	0.00949759057081864	5	2
COMP	up	0.8	0.00999753586646958	0.00999753586646958	5	2
FTH1P8	up	0.8	0.00999753586646958	0.00999753586646958	4	1
IFIT2	up	0.8	0.00999753586646958	0.00999753586646958	5	1
WNT16	up	0.8	0.00999753586646958	0.00999753586646958	5	2
ARRDC2	up	0.8	0.0101687261750955	0.0101687261750955	5	2
GYPC	up	0.8	0.0102970379319429	0.0102970379319429	5	2
BMP2	up	0.8	0.0105994649867266	0.0105994649867266	5	2
PAMR1	up	0.8	0.0107659141816843	0.0107659141816843	5	1
SHC4	up	0.8	0.0111277761401883	0.0111277761401883	5	2
MX2	up	0.8	0.0115341978398846	0.0115341978398846	5	2
NENF	up	0.8	0.0115341978398846	0.0115341978398846	5	1
KCNK6	up	0.8	0.0119896904102255	0.0119896904102255	5	2
CYTL1	up	0.8	0.0122683325040262	0.0122683325040262	5	2
DLX5	up	0.8	0.0123023868498165	0.0123023868498165	5	1
SLIT3	up	0.8	0.0125973250883172	0.0125973250883172	5	2
NPR3	up	0.8	0.012930523147273	0.012930523147273	5	2
ADPRHL1	up	0.8	0.0130704812202253	0.0130704812202253	5	1
MSX2	up	0.8	0.0130704812202253	0.0130704812202253	5	1
RSAD2	up	0.8	0.0130704812202253	0.0130704812202253	5	1
CHST2	up	0.8	0.013365090926675	0.013365090926675	5	2
FKBP5	up	0.8	0.0138384809598559	0.0138384809598559	4	1
NKD1	up	0.8	0.0138384809598559	0.0138384809598559	4	1
RAMP1	up	0.8	0.0138384809598559	0.0138384809598559	5	2
VAT1L	up	0.8	0.0138384809598559	0.0138384809598559	4	1
ATOX1	up	0.8	0.0146063860774525	0.0146063860774525	5	1
RPL3P4	up	0.8	0.0146085487358489	0.0146085487358489	4	2
TNFAIP8L3	up	0.8	0.0148124470768231	0.0148124470768231	5	2
SLITRK1	up	0.8	0.0149149067786566	0.0149149067786566	4	2
TYMP	up	0.8	0.0149662642043179	0.0149662642043179	4	2
BEGAIN	up	0.8	0.0161419124815184	0.0161419124815184	5	1
LIMCH1	up	0.8	0.0161419124815184	0.0161419124815184	5	1
RPL10A	up	0.8	0.0168716311583136	0.0168716311583136	5	2
CKLF	up	0.8	0.0169095337854736	0.0169095337854736	4	1
IFI44	up	0.8	0.0169095337854736	0.0169095337854736	5	2
NRROS	up	0.8	0.0176770605023666	0.0176770605023666	5	2
OST4	up	0.8	0.0176770605023666	0.0176770605023666	4	1
SORBS1	up	0.8	0.0176770605023666	0.0176770605023666	5	1
VCAM1	up	0.8	0.0176770605023666	0.0176770605023666	5	1
CMKLR1	up	0.8	0.0176978733784229	0.0176978733784229	5	2
IRX3	up	0.8	0.01831582573103	0.01831582573103	5	2
RASIP1	up	0.8	0.0184444926409391	0.0184444926409391	5	1
RPL27	up	0.8	0.0184444926409391	0.0184444926409391	5	1
SNCAIP	up	0.8	0.0187716310262525	0.0187716310262525	5	2
PERP	up	0.8	0.018828984276395	0.018828984276395	5	2
ENTPD1	up	0.8	0.0192118302099321	0.0192118302099321	5	1
QPCTL	up	0.8	0.0192118302099321	0.0192118302099321	5	1
RASD2	up	0.8	0.0192118302099321	0.0192118302099321	4	1
IFI35	up	0.8	0.0198756657719402	0.0198756657719402	5	2
CMPK2	up	0.8	0.0199790732180861	0.0199790732180861	5	1
PFN1P1	up	0.8	0.0199790732180861	0.0199790732180861	4	1
FRMD4B	up	0.8	0.0204091647127987	0.0204091647127987	5	2
ALDOC	up	0.8	0.0207462216741412	0.0207462216741412	5	1
DDX58	up	0.8	0.0207462216741412	0.0207462216741412	5	2
RGS4	up	0.8	0.0207462216741412	0.0207462216741412	5	1
POP5	up	0.8	0.0208287798584928	0.0208287798584928	5	2
MGP	up	0.8	0.0208890581871017	0.0208890581871017	4	2
KLF15	up	0.8	0.0210098646608749	0.0210098646608749	5	2
TIMP1	up	0.8	0.0218648260409598	0.0218648260409598	5	2
PLSCR1	up	0.8	0.0219882926716341	0.0219882926716341	5	2
F10	up	0.8	0.0221120912312681	0.0221120912312681	5	2
DBNDD1	up	0.8	0.0222802349649117	0.0222802349649117	5	1
FAM20A	up	0.8	0.0222802349649117	0.0222802349649117	5	1
MIF	up	0.8	0.0222802349649117	0.0222802349649117	5	1
NANOS1	up	0.8	0.0230470998171044	0.0230470998171044	5	1
RAC2	up	0.8	0.0230470998171044	0.0230470998171044	5	1
CLDN11	up	0.8	0.0238138701521528	0.0238138701521528	5	1
UXT	up	0.8	0.0238138701521528	0.0238138701521528	5	1
CLCF1	up	0.8	0.0243970757420158	0.0243970757420158	5	2
MLKL	up	0.8	0.0249850296239439	0.0249850296239439	5	2
FOXC1	up	0.8	0.0253471273057648	0.0253471273057648	5	1
KRT19	up	0.8	0.0253471273057648	0.0253471273057648	5	1
CD14	up	0.8	0.0261136141418016	0.0261136141418016	5	1
ENPP2	up	0.8	0.0261136141418016	0.0261136141418016	5	1
MT1E	up	0.8	0.0261136141418016	0.0261136141418016	5	2
RCAN1	up	0.8	0.0261136141418016	0.0261136141418016	5	1
ADM	up	0.8	0.0268800064956398	0.0268800064956398	5	1
NID2	up	0.8	0.0268800064956398	0.0268800064956398	5	1
SNED1	up	0.8	0.0268800064956398	0.0268800064956398	5	1
MFSD12	up	0.8	0.0269929038611177	0.0269929038611177	5	2
SLC44A1	up	0.8	0.0269929038611177	0.0269929038611177	5	2
PARP9	up	0.8	0.0276463043760148	0.0276463043760148	5	1
PDK3	up	0.8	0.0278166726972704	0.0278166726972704	5	2
GADD45A	up	0.8	0.0284125077916611	0.0284125077916611	5	1
HELZ2	up	0.8	0.0284125077916611	0.0284125077916611	5	1
MYEOV2	up	0.8	0.0284125077916611	0.0284125077916611	4	1
SCARA3	up	0.8	0.0284125077916611	0.0284125077916611	5	1
LYPD1	up	0.8	0.0286521817150167	0.0286521817150167	5	2
RPL37A	up	0.8	0.0290743300161541	0.0290743300161541	5	2
RPL36	up	0.8	0.0291786167513127	0.0291786167513127	5	2
C6orf48	up	0.8	0.0294994028357447	0.0294994028357447	5	2
ADAMTS1	up	0.8	0.0299446312637032	0.0299446312637032	5	1
OASL	up	0.8	0.0302143469467765	0.0302143469467765	5	2
BST2	up	0.8	0.0307105513375655	0.0307105513375655	4	1
MME	up	0.8	0.0307105513375655	0.0307105513375655	5	1
PLAG1	up	0.8	0.030792133367774	0.030792133367774	5	2
LINC00622	up	0.8	0.0314763769816322	0.0314763769816322	4	1
MAOA	up	0.8	0.0314763769816322	0.0314763769816322	5	1
RPL38	up	0.8	0.0314763769816322	0.0314763769816322	5	2
S100A16	up	0.8	0.0323334194453037	0.0323334194453037	5	2
ARID5A	up	0.8	0.0330077450153057	0.0330077450153057	5	1
IL32	up	0.8	0.0330077450153057	0.0330077450153057	5	1
TRHDE	up	0.8	0.0330077450153057	0.0330077450153057	4	1
WISP1	up	0.8	0.0330077450153057	0.0330077450153057	5	1
RORB	up	0.8	0.0337732874223746	0.0337732874223746	5	2
SIX2	up	0.8	0.0337732874223746	0.0337732874223746	5	2
RPS20	up	0.8	0.0352125600834835	0.0352125600834835	5	2
AFAP1	up	0.8	0.0353040890606285	0.0353040890606285	5	1
MFSD2B	up	0.8	0.0353040890606285	0.0353040890606285	5	1
SGCG	up	0.8	0.0353040890606285	0.0353040890606285	5	1
EBF1	up	0.8	0.0360693483092723	0.0360693483092723	5	1
FTH1P2	up	0.8	0.0368345131892326	0.0368345131892326	4	1
WNT11	up	0.8	0.0368345131892326	0.0368345131892326	5	1
GPX3	up	0.8	0.0369322183643396	0.0369322183643396	5	2
ICAM1	up	0.8	0.0375995837092374	0.0375995837092374	5	1
NSG1	up	0.8	0.0375995837092374	0.0375995837092374	5	1
LDLRAD3	up	0.8	0.0383645598780144	0.0383645598780144	5	1
SLC3A2	up	0.8	0.0383645598780144	0.0383645598780144	5	1
C19orf10	up	0.8	0.0391765306458992	0.0391765306458992	4	2
ANXA3	up	0.8	0.0398942291967924	0.0398942291967924	4	1
CRABP2	up	0.8	0.040658922364246	0.040658922364246	5	1
QRICH2	up	0.8	0.040658922364246	0.040658922364246	5	1
ZNF185	up	0.8	0.040658922364246	0.040658922364246	5	1
RCAN2	up	0.8	0.0410664759172415	0.0410664759172415	5	2
C10orf10	up	0.8	0.0414235212153768	0.0414235212153768	5	1
IL1RN	up	0.8	0.0414235212153768	0.0414235212153768	4	1
DHRS2	up	0.8	0.0421880257589097	0.0421880257589097	5	1
CHST15	up	0.8	0.042405793890468	0.042405793890468	5	2
NUDT4P1	up	0.8	0.0429524360035691	0.0429524360035691	4	1
ALX4	up	0.8	0.0437167519580788	0.0437167519580788	5	1
ATP5J2	up	0.8	0.0437167519580788	0.0437167519580788	5	1
ROBO2	up	0.8	0.0437167519580788	0.0437167519580788	4	1
ABCB1	up	0.8	0.044480973631162	0.044480973631162	5	1
KLHL41	up	0.8	0.044480973631162	0.044480973631162	5	1
MAGOH	up	0.8	0.044480973631162	0.044480973631162	5	1
DFNB31	up	0.8	0.0452451010315417	0.0452451010315417	4	1
DUSP23	up	0.8	0.0452451010315417	0.0452451010315417	5	1
NTRK2	up	0.8	0.0452451010315417	0.0452451010315417	5	1
PTGER4	up	0.8	0.0452451010315417	0.0452451010315417	5	1
TCEAL7	up	0.8	0.0452451010315417	0.0452451010315417	5	1
ECE2	up	0.8	0.0460091341679399	0.0460091341679399	4	1
PVRL3	up	0.8	0.0460091341679399	0.0460091341679399	4	1
FENDRR	up	0.8	0.0467730730490784	0.0467730730490784	4	1
MRPS2	up	0.8	0.0467730730490784	0.0467730730490784	5	1
C8orf34	up	0.8	0.0475369176836783	0.0475369176836783	5	1
CEBPB	up	0.8	0.0475369176836783	0.0475369176836783	5	1
PRDX5	up	0.8	0.0475369176836783	0.0475369176836783	5	1
HS3ST3B1	up	0.8	0.0490643242481443	0.0490643242481443	5	1
KIAA0040	up	0.8	0.0490643242481443	0.0490643242481443	5	1
OLFML1	up	0.8	0.04982788619545	0.04982788619545	5	1
PARP12	up	0.8	0.04982788619545	0.04982788619545	5	1
