pert	cell	type	trend	WTCS	WTCS_Pval	WTCS_FDR	NCS	Tau	TauRefSize	NCSct	N_upset	N_downset	t_gn_sym	MOAss	PCIDss
fluticasone	HA1E	trt_cp	down	-0.330420473310848	4.80226316933093e-05	0.0324205118355907	-1.47034257234262	NA	NA	-0.934644714101824	113	118	CYP3A5; CYP3A7; NR3C1; NR3C2; PGR; PLA2G4A	Glucocorticoid receptor agonist	44483336
TBEP	PC3	trt_cp	up	0.334446241541424	4.07115287259546e-05	0.0324205118355907	1.46872681528084	NA	NA	0.499367117195487	113	118	NA	NA	2736301
CGP-71683	ASC	trt_cp	up	0.325839996434185	5.94027116097573e-05	0.0324205118355907	1.46836876909527	NA	NA	0	113	118	NPY5R	Neuropeptide receptor antagonist	56668433
BRD-K83194053	HA1E	trt_cp	down	-0.329854488898248	4.80226316933093e-05	0.0324205118355907	-1.46782399058287	NA	NA	0	113	118	NA	NA	23631972
K784-3391	NPC	trt_cp	down	-0.33395647894997	4.07115287259546e-05	0.0324205118355907	-1.46757360915344	NA	NA	0	113	118	NA	NA	5065494
tretinoin	ASC	trt_cp	up	0.324818909308163	6.28841892132596e-05	0.0324205118355907	1.46376733138725	NA	NA	0	113	118	ALDH1A1; ALDH1A2; CYP26A1; CYP26B1; CYP26C1; GPRC5A; HPGDS; LCN1; NR0B1; NR2C2; OBP2A; PDK4; PPARD; RARA; RARB; RARG; RARRES1; RBP4; RORB; RORC; RXRA; RXRB; RXRG	Retinoid receptor agonist; Retinoid receptor ligand	444795
cycloheximide	A549	trt_cp	down	-0.330748574208635	4.57814304860547e-05	0.0324205118355907	-1.46059238236999	NA	NA	0	113	118	GSK3B; RPL3	Protein synthesis inhibitor	6197
lylamine	HA1E	trt_cp	up	0.323793810131433	6.71054808075061e-05	0.0324205118355907	1.46037899980635	NA	NA	0	113	118	CNR1	Cannabinoid receptor agonist	62034
BRD-K06361641	VCAP	trt_cp	down	-0.325552212779315	5.94027116097573e-05	0.0324205118355907	-1.46011869059689	NA	NA	-1.46011869059689	113	118	NA	NA	54618910
ditolylguanidine	MCF7	trt_cp	up	0.329037218507589	5.02638329005639e-05	0.0324205118355907	1.45970032827881	NA	NA	-0.0288596835416185	113	118	GRIN1; GRIN2A; GRIN2B; SIGMAR1	Sigma receptor agonist	7333
BRD-A28412351	A375	trt_cp	up	0.334827749156726	3.9057826864291e-05	0.0324205118355907	1.45827229600776	NA	NA	0.0216820928000706	113	118	NA	NA	25079076
BRD-A61825514	MCF7	trt_cp	down	-0.322639716591174	7.19577902173874e-05	0.0324205118355907	-1.45678070011023	NA	NA	-0.0145678070011023	113	118	NA	NA	44142081
SD-169	HA1E	trt_cp	down	-0.327362723889078	5.60082709463426e-05	0.0324205118355907	-1.45673585147168	NA	NA	-1.01643894600517	113	118	MAPK14	p38 MAPK inhibitor	14973220
AT1-SHH-29	A549	trt_cp	up	0.33390811732422	4.07115287259546e-05	0.0324205118355907	1.45597796663628	NA	NA	0	113	118	NA	NA	70680411
IDAM	FIBRNPC	trt_cp	up	0.338188367513811	3.52499607354604e-05	0.0324205118355907	1.45563224143548	NA	NA	0.494914962088064	113	118	NA	NA	9865652
BRD-K38519699	MCF7	trt_cp	up	0.327822706313498	5.31360519234533e-05	0.0324205118355907	1.45431241545711	NA	NA	-0.321962656523853	113	118	NA	NA	44494043
isoxsuprine	ASC	trt_cp	down	-0.312696235682068	0.000155447974996376	0.0372071205152784	-1.45017157152075	NA	NA	0	113	118	ADRB2	Adrenergic receptor agonist	3783
SD-6-035-B1	A549	trt_cp	up	0.332255433428409	4.37795808640409e-05	0.0324205118355907	1.44877157897072	NA	NA	0.0144877157897075	113	118	NA	NA	44498186
CGP-57380	HA1E	trt_cp	down	-0.325455994130765	6.28841892132596e-05	0.0324205118355907	-1.44825106870532	NA	NA	-0.0267595633965371	113	118	AURKB; LCK; MKNK1; MKNK2; SGK1	MAP kinase inhibitor	11644425
BRD-K15998522	PC3	trt_cp	up	0.32957330517275	4.80226316933093e-05	0.0324205118355907	1.44732722567612	NA	NA	0.969709241203001	113	118	NA	NA	44491778
BRD-K57562268	MCF7	trt_cp	up	0.326223917144183	5.94027116097573e-05	0.0324205118355907	1.44721974343088	NA	NA	0.0144721974343091	113	118	NA	NA	44142159
hydrocortisone-valerate	A549	trt_cp	down	-0.327609368966011	5.31360519234533e-05	0.0324205118355907	-1.44672958862993	NA	NA	0.0333260779454956	113	118	NA	NA	45006145
VER-155008	HA1E	trt_cp	down	-0.324982689257923	6.28841892132596e-05	0.0324205118355907	-1.44614490289403	NA	NA	-0.656534875918761	113	118	HSPA1A	HSP inhibitor	25195348
BRD-K40365006	VCAP	trt_cp	down	-0.322152398099744	7.74193582078816e-05	0.0329433706092723	-1.44487034405418	NA	NA	-0.968063130516298	113	118	NA	NA	54613912
fludrocortisone-acetate	A549	trt_cp	down	-0.327038065699412	5.60082709463426e-05	0.0324205118355907	-1.44420670186855	NA	NA	0	113	118	NA	NA	225609
reserpine	MCF7	trt_cp	down	-0.31916822885816	9.60452633866187e-05	0.0331877293884233	-1.44110626181244	NA	NA	0	113	118	ABCG2; BIRC5; DBH; PNMT; SLC18A1; SLC18A2; TH	Vesicular monoamine transporter inhibitor	11908593
PP-1	VCAP	trt_cp	down	-0.320994556182914	8.28591669633538e-05	0.03305537412682	-1.43967736253798	NA	NA	0	113	118	HCK; RET; SRC	ABL inhibitor; SRC inhibitor	1400
selumetinib	PC3	trt_cp	down	-0.323992206978585	6.71054808075061e-05	0.0324205118355907	-1.43900585473924	NA	NA	0	113	118	MAP2K1; MAP2K2	MEK inhibitor	10127622
betamethasone	A549	trt_cp	down	-0.325275248525235	6.28841892132596e-05	0.0324205118355907	-1.43642206563157	NA	NA	-0.0294240029897244	113	118	NR3C1	Anti-inflammatory; Glucocorticoid receptor agonist	9782
RU-24969	PHH	trt_cp	up	0.329980367957729	4.80226316933093e-05	0.0324205118355907	1.43629118133198	NA	NA	0	113	118	HTR1B; HTR1D; HTR2B; HTR5A; HTR6	Serotonin receptor agonist	108029
BRD-A99911370	MCF7	trt_cp	down	-0.318055356270276	0.000103269329413886	0.0331877293884233	-1.4360814269135	NA	NA	-0.01966922429192	113	118	NA	NA	44142080
rizatriptan	A549	trt_cp	down	-0.325110480225574	6.28841892132596e-05	0.0324205118355907	-1.43569444549317	NA	NA	0	113	118	HTR1B; HTR1D; HTR1E; HTR1F	Serotonin receptor agonist	5078
ruxolitinib	ASC	trt_cp	up	0.318460581518324	0.000103269329413886	0.0331877293884233	1.43511409650988	NA	NA	0	113	118	JAK2; TYK2	JAK inhibitor	25126798
ambroxol	HCC515	trt_cp	up	0.325384314974758	6.28841892132596e-05	0.0324205118355907	1.43438306686868	NA	NA	0	113	118	GBA	Sodium channel blocker	2132
SAR-245409	BT20	trt_cp	down	-0.319392192243936	9.60452633866187e-05	0.0331877293884233	-1.43410229783049	NA	NA	-0.464789465347998	113	118	NA	NA	49867926
RAN-02	MCF7	trt_cp	up	0.323241846763373	7.19577902173874e-05	0.0324205118355907	1.43399045242981	NA	NA	0	113	118	NA	NA	22693263
BRD-K11981252	ASC	trt_cp	up	0.318145288376837	0.000103269329413886	0.0331877293884233	1.43369325619826	NA	NA	0	113	118	NA	NA	287263
AS-604850	NEU	trt_cp	up	0.33523017091979	3.9057826864291e-05	0.0324205118355907	1.43138528275423	NA	NA	0.997904111786845	113	118	PIK3CA; PIK3CG	PI3K inhibitor	5287855
BRD-K54573313	A549	trt_cp	down	-0.323737472266958	6.71054808075061e-05	0.0324205118355907	-1.42963121462336	NA	NA	0	113	118	NA	NA	23846550
BRD-K43256821	NEU	trt_cp	up	0.334715832057028	3.9057826864291e-05	0.0324205118355907	1.42918912876104	NA	NA	0.775535144087921	113	118	NA	NA	44497409
BRD-K98856658	MCF7	trt_cp	down	-0.31636098768043	0.000121808197652535	0.0347690529895647	-1.42843102513829	NA	NA	-0.0142843102513829	113	118	NA	NA	3223669
ON-01910	SKBR3	trt_cp	up	0.330407843974551	4.80226316933093e-05	0.0324205118355907	1.42823733216299	NA	NA	0	113	118	CDK1; FLT1; FYN; MCL1; PDGFRA; PLK1; PLK2; SRC	PLK inhibitor	73707390
isogedunin	A375	trt_cp	up	0.327757008529683	5.31360519234533e-05	0.0324205118355907	1.42747716270521	NA	NA	-0.890280826433964	113	118	NA	HSP inhibitor	6708584
BRD-K19431609	PC3	trt_cp	up	0.324886127649863	6.28841892132596e-05	0.0324205118355907	1.42674339945605	NA	NA	0.955918077635551	113	118	NA	NA	54626573
CGP-20712	VCAP	trt_cp	down	-0.318094001063078	0.000103269329413886	0.0331877293884233	-1.42666822121646	NA	NA	-0.0253463800571404	113	118	ADRB1; ADRB3	Adrenergic receptor antagonist	2685
BRD-K98404142	HT29	trt_cp	up	0.322860993393598	7.19577902173874e-05	0.0324205118355907	1.42529412819476	NA	NA	0.639261421182198	113	118	NA	NA	16219061
TG-101348	MCF10A	trt_cp	down	-0.331154759869917	4.57814304860547e-05	0.0324205118355907	-1.42513101378898	NA	NA	0	113	118	BRD4; FLT3; JAK2; RET; TYK2	FLT3 inhibitor; JAK inhibitor	16722836
fluocinolone	VCAP	trt_cp	down	-0.317728324605201	0.000103269329413886	0.0331877293884233	-1.42502814318935	NA	NA	-1.22576422462357	113	118	NR3C1; SERPINA6	Corticosteroid agonist; Glucocorticoid receptor agonist	91488
ST-012015	SKB	trt_cp	up	0.3302070838409	4.80226316933093e-05	0.0324205118355907	1.42387506798951	NA	NA	-0.339104720622557	113	118	NA	NA	720272
BRD-K06476055	ASC	trt_cp	up	0.315932816866713	0.000121808197652535	0.0347690529895647	1.42372295143663	NA	NA	0	113	118	NA	NA	44202943
loteprednol	A549	trt_cp	down	-0.322247687258084	7.74193582078816e-05	0.0329433706092723	-1.42305229394158	NA	NA	-1.09907741339743	113	118	NR3C1	Glucocorticoid receptor agonist; Phospholipase inhibitor	444025
SB-366791	HA1E	trt_cp	up	0.315494446986107	0.000131708649587495	0.0351907133746681	1.4229471055886	NA	NA	-0.03101789348796	113	118	TRPV1	TRPV antagonist	667594
irinotecan	PC3	trt_cp	up	0.323680378753319	6.71054808075061e-05	0.0324205118355907	1.42144833102087	NA	NA	0	113	118	ABCB1; ABCC2; ABCG2; CES2; CES5A; CYP3A5; TOP1; TOP1MT	Topoisomerase inhibitor	60838
BRD-K95041551	NPC	trt_cp	down	-0.323451948275672	7.19577902173874e-05	0.0324205118355907	-1.42141139052359	NA	NA	-0.0169072619285718	113	118	NA	NA	54638892
hydrastine-(1r,-9s)	SKB	trt_cp	up	0.329573799471391	4.80226316933093e-05	0.0324205118355907	1.42114430336084	NA	NA	0	113	118	NA	NA	197834
vanoxerine	HA1E	trt_cp	down	-0.319175776776946	9.60452633866187e-05	0.0331877293884233	-1.42030464381719	NA	NA	0	113	118	MAOA; MAOB; SLC6A3	Dopamine uptake inhibitor	10238982
L-732138	NPC	trt_cp	down	-0.322981539638109	7.19577902173874e-05	0.0324205118355907	-1.41934417714245	NA	NA	0.791544477643816	113	118	TACR1; TACR2	Tachykinin antagonist	3563638
hydrocortisone	HCC515	trt_cp	down	-0.321871182116166	7.74193582078816e-05	0.0329433706092723	-1.41893508151273	NA	NA	-1.0568832201402	113	118	ANXA1; HSD11B2; HSD3B1; NOS2; NR3C1; NR3C2	Corticosteroid agonist; Glucocorticoid receptor agonist; Immunosuppressant	3640
hypericin	SKB	trt_cp	up	0.328633603684112	5.02638329005639e-05	0.0324205118355907	1.41709011613698	NA	NA	0.897373723268253	113	118	GSTA1	Tyrosine kinase inhibitor	3663
BRD-K45308677	HT29	trt_cp	down	-0.318615538403242	9.60452633866187e-05	0.0331877293884233	-1.41687307020101	NA	NA	-0.0190049624423935	113	118	NA	NA	24747151
BRD-K23986500	NPC	trt_cp	up	0.3232952358858	7.19577902173874e-05	0.0324205118355907	1.41617072746151	NA	NA	0.941074691407523	113	118	NA	NA	87327
felodipine	NPC	trt_cp	down	-0.322101202406684	7.74193582078816e-05	0.0329433706092723	-1.41547553026949	NA	NA	-0.0259135679664244	113	118	CACNA1C; CACNA1D; CACNA1H; CACNA1S; CACNA2D1; CACNA2D2; CACNB2; CALM1; CALM2; CALM3; CFTR; NR3C2; PDE1A; PDE1B; TNNC1; TNNC2	Calcium channel blocker	3333
BRD-K74690444	A549	trt_cp	down	-0.320462454711711	8.91911043547236e-05	0.03305537412682	-1.41516867096836	NA	NA	-0.0141516867096836	113	118	NA	NA	44224144
pyrrolidine-dithiocarbamate	MCF7	trt_cp	down	-0.313095410331913	0.000155447974996376	0.0372071205152784	-1.41368631203757	NA	NA	-0.0271011218575701	113	118	HSD11B1; RELA	NFkB pathway inhibitor	517348
OMDM-2	HCC515	trt_cp	down	-0.320448384661866	8.91911043547236e-05	0.03305537412682	-1.41266282933868	NA	NA	-0.0296652660311209	113	118	GPR119	FAAH inhibitor	6376692
ENMD-2076	MCF7	trt_cp	down	-0.312820492391381	0.000155447974996376	0.0372071205152784	-1.41244500438297	NA	NA	-1.09571224801975	113	118	AURKA; CSF1R; EPHA1; FGFR2; FGFR3; FLT3; FLT4; KDR; KIT; PDGFRA; PTK2; SRC	Aurora kinase inhibitor; FLT3 inhibitor; VEGFR inhibitor	16041424
SA-1458689	NKDBA	trt_cp	down	-0.327675654838672	5.31360519234533e-05	0.0324205118355907	-1.41188080558409	NA	NA	-0.945960139741338	113	118	NA	NA	54657731
cirazoline	PC3	trt_cp	up	0.321176898845117	8.28591669633538e-05	0.03305537412682	1.41045425300179	NA	NA	0.955742258730322	113	118	ADRA1A; ADRA1B; ADRA1D; ADRA2B; ADRA2C	Adrenergic receptor agonist	2765
SA-1921456	NPC	trt_cp	up	0.321805597484079	7.74193582078816e-05	0.0329433706092723	1.40964547727265	NA	NA	0	113	118	NA	NA	54666570
