signature	direction	gene
DE_SHED_GSE266257	up	CLEC2B
DE_SHED_GSE266257	up	CTSC
DE_SHED_GSE266257	up	ZFPM2
DE_SHED_GSE266257	up	PODXL
DE_SHED_GSE266257	up	RASGRF2
DE_SHED_GSE266257	up	SLC4A4
DE_SHED_GSE266257	up	ACTG2
DE_SHED_GSE266257	up	SALL1
DE_SHED_GSE266257	up	CENPE
DE_SHED_GSE266257	up	PEAR1
DE_SHED_GSE266257	up	PTPRN
DE_SHED_GSE266257	up	APOBEC3B
DE_SHED_GSE266257	up	SOX6
DE_SHED_GSE266257	up	FNDC1
DE_SHED_GSE266257	up	ZNF804A
DE_SHED_GSE266257	up	SLFN11
DE_SHED_GSE266257	up	IL11
DE_SHED_GSE266257	up	OGFRL1
DE_SHED_GSE266257	up	CEP152
DE_SHED_GSE266257	up	DLX4
DE_SHED_GSE266257	up	HIRIP3
DE_SHED_GSE266257	up	MCAM
DE_SHED_GSE266257	up	HAS2
DE_SHED_GSE266257	up	INO80E
DE_SHED_GSE266257	up	GPR56
DE_SHED_GSE266257	up	ALDH1A1
DE_SHED_GSE266257	up	DKK1
DE_SHED_GSE266257	up	OPN3
DE_SHED_GSE266257	up	SPESP1
DE_SHED_GSE266257	up	EBF3
DE_SHED_GSE266257	up	CYP27C1
DE_SHED_GSE266257	up	IL8
DE_SHED_GSE266257	up	KIF18A
DE_SHED_GSE266257	up	DGKI
DE_SHED_GSE266257	up	LXN
DE_SHED_GSE266257	up	KIAA1549L
DE_SHED_GSE266257	up	TMEM178A
DE_SHED_GSE266257	up	SCG5
DE_SHED_GSE266257	up	EPHA5
DE_SHED_GSE266257	up	PTPRU
DE_SHED_GSE266257	up	FAXC
DE_SHED_GSE266257	up	FRMD5
DE_SHED_GSE266257	up	SP6
DE_SHED_GSE266257	up	EGR1
DE_SHED_GSE266257	up	RP11-467L13.5
DE_SHED_GSE266257	up	ENPP1
DE_SHED_GSE266257	up	GPC3
DE_SHED_GSE266257	up	NLGN1
DE_SHED_GSE266257	up	CARD6
DE_SHED_GSE266257	up	ST3GAL5
DE_SHED_GSE266257	up	RCN1P2
DE_SHED_GSE266257	up	NCAM1
DE_SHED_GSE266257	up	AKAP12
DE_SHED_GSE266257	up	CCDC8
DE_SHED_GSE266257	up	SSPN
DE_SHED_GSE266257	up	APBB1IP
DE_SHED_GSE266257	up	LAMP5
DE_SHED_GSE266257	up	ZSCAN31
DE_SHED_GSE266257	up	LRRC17
DE_SHED_GSE266257	up	CXCL1
DE_SHED_GSE266257	up	SPECC1
DE_SHED_GSE266257	up	RGS2
DE_SHED_GSE266257	up	CYGB
DE_SHED_GSE266257	up	CPA4
DE_SHED_GSE266257	up	LEF1
DE_SHED_GSE266257	up	PAQR5
DE_SHED_GSE266257	up	RIMS1
DE_SHED_GSE266257	up	TLR4
DE_SHED_GSE266257	up	ABCA8
DE_SHED_GSE266257	up	STC1
DE_SHED_GSE266257	up	PGM5
DE_SHED_GSE266257	up	TRNP1
DE_SHED_GSE266257	up	TNXB
DE_SHED_GSE266257	up	DNAH5
DE_SHED_GSE266257	up	C7
DE_SHED_GSE266257	up	NPAS3
DE_SHED_GSE266257	up	ADAMTS19
DE_SHED_GSE266257	up	TPTEP1
DE_SHED_GSE266257	up	TRHDE-AS1
DE_SHED_GSE266257	up	DPP4
DE_SHED_GSE266257	up	TMEM132D
DE_SHED_GSE266257	up	MAB21L1
DE_SHED_GSE266257	up	PDE4B
DE_SHED_GSE266257	up	ARHGAP28
DE_SHED_GSE266257	up	NEFH
DE_SHED_GSE266257	up	MATN3
DE_SHED_GSE266257	up	C4orf33
DE_SHED_GSE266257	up	PABPC1P4
DE_SHED_GSE266257	up	RNF212
DE_SHED_GSE266257	up	PPAP2C
DE_SHED_GSE266257	up	LINC00649
DE_SHED_GSE266257	up	CYP2S1
DE_SHED_GSE266257	up	ATE1-AS1
DE_SHED_GSE266257	up	DUSP4
DE_SHED_GSE266257	up	GAS7
DE_SHED_GSE266257	up	FZD8
DE_SHED_GSE266257	up	RP11-64P14.7
DE_SHED_GSE266257	up	DLX6
DE_SHED_GSE266257	up	DEPTOR
DE_SHED_GSE266257	up	UBL4B
DE_SHED_GSE266257	up	ANKRD18B
DE_SHED_GSE266257	up	HMCN1
DE_SHED_GSE266257	up	SCUBE3
DE_SHED_GSE266257	up	RPL7AP28
DE_SHED_GSE266257	up	NHS
DE_SHED_GSE266257	up	SLC6A15
DE_SHED_GSE266257	up	PCDH9
DE_SHED_GSE266257	up	CSPP1
DE_SHED_GSE266257	up	RBM24
DE_SHED_GSE266257	up	MT-ND6
DE_SHED_GSE266257	up	GLB1L3
DE_SHED_GSE266257	up	CMYA5
DE_SHED_GSE266257	up	SFRP4
DE_SHED_GSE266257	up	RGS18
DE_SHED_GSE266257	up	OMD
DE_SHED_GSE266257	up	RP11-958N24.2
DE_SHED_GSE266257	down	IGFBP2
DE_SHED_GSE266257	down	ALDH3A1
DE_SHED_GSE266257	down	CPXM2
DE_SHED_GSE266257	down	ITGA11
DE_SHED_GSE266257	down	AQP1
DE_SHED_GSE266257	down	APCDD1
DE_SHED_GSE266257	down	SLC14A1
DE_SHED_GSE266257	down	ADAM33
DE_SHED_GSE266257	down	FOXQ1
DE_SHED_GSE266257	down	GAS1
DE_SHED_GSE266257	down	SOD3
DE_SHED_GSE266257	down	FBLN2
DE_SHED_GSE266257	down	COL8A1
DE_SHED_GSE266257	down	LTK
DE_SHED_GSE266257	down	SSC5D
DE_SHED_GSE266257	down	PTGIS
DE_SHED_GSE266257	down	HPCAL1
DE_SHED_GSE266257	down	HSPA12A
DE_SHED_GSE266257	down	IFI27
DE_SHED_GSE266257	down	MYO1D
DE_SHED_GSE266257	down	HEPH
DE_SHED_GSE266257	down	SPON2
DE_SHED_GSE266257	down	GPNMB
DE_SHED_GSE266257	down	ITIH5
DE_SHED_GSE266257	down	DLX1
DE_SHED_GSE266257	down	COL27A1
DE_SHED_GSE266257	down	DLL1
DE_SHED_GSE266257	down	ANPEP
DE_SHED_GSE266257	down	PRELP
DE_SHED_GSE266257	down	COL6A1
DE_SHED_GSE266257	down	LTBP1
DE_SHED_GSE266257	down	LTBP4
DE_SHED_GSE266257	down	SLC24A3
DE_SHED_GSE266257	down	ALPK2
DE_SHED_GSE266257	down	EFNB2
DE_SHED_GSE266257	down	TMEM119
DE_SHED_GSE266257	down	RP11-173B14.5
DE_SHED_GSE266257	down	TENM2
DE_SHED_GSE266257	down	PTCHD4
DE_SHED_GSE266257	down	CTD-2228K2.7
DE_SHED_GSE266257	down	STC2
DE_SHED_GSE266257	down	TSPAN9
DE_SHED_GSE266257	down	DNASE1L1
DE_SHED_GSE266257	down	LRRC15
DE_SHED_GSE266257	down	LPHN2
DE_SHED_GSE266257	down	SEMA3F
DE_SHED_GSE266257	down	COL6A2
DE_SHED_GSE266257	down	NBL1
DE_SHED_GSE266257	down	PBX1
DE_SHED_GSE266257	down	LTBP2
DE_SHED_GSE266257	down	CRYAB
DE_SHED_GSE266257	down	PFKFB3
DE_SHED_GSE266257	down	TNS1
DE_SHED_GSE266257	down	MCF2L
DE_SHED_GSE266257	down	PIEZO2
DE_SHED_GSE266257	down	MTSS1L
DE_SHED_GSE266257	down	KREMEN1
DE_SHED_GSE266257	down	SLC47A1
DE_SHED_GSE266257	down	CACNA2D3
DE_SHED_GSE266257	down	NTSR1
DE_SHED_GSE266257	down	DOK6
DE_SHED_GSE266257	down	VSTM4
DE_SHED_GSE266257	down	TMEM171
DE_SHED_GSE266257	down	TMEM158
DE_SHED_GSE266257	down	DLX2
DE_SHED_GSE266257	down	KIAA0930
DE_SHED_GSE266257	down	DAB2IP
DE_SHED_GSE266257	down	ST8SIA1
DE_SHED_GSE266257	down	STEAP3
DE_SHED_GSE266257	down	ACTA2
DE_SHED_GSE266257	down	KYNU
DE_SHED_GSE266257	down	JAM2
DE_SHED_GSE266257	down	GALNT3
DE_SHED_GSE266257	down	RASSF2
DE_SHED_GSE266257	down	XG
DE_SHED_GSE266257	down	KCNIP3
DE_SHED_GSE266257	down	PLCB4
DE_SHED_GSE266257	down	EYA1
DE_SHED_GSE266257	down	FOXF2
DE_SHED_GSE266257	down	PPFIBP2
DE_SHED_GSE266257	down	ADAMTS2
DE_SHED_GSE266257	down	C16orf45
DE_SHED_GSE266257	down	RAP1GAP2
DE_SHED_GSE266257	down	OAS3
DE_SHED_GSE266257	down	ACKR4
DE_SHED_GSE266257	down	ELFN1
DE_SHED_GSE266257	down	FBXO32
DE_SHED_GSE266257	down	INSIG1
DE_SHED_GSE266257	down	LYNX1
DE_SHED_GSE266257	down	MAN1C1
DE_SHED_GSE266257	down	ALDH3A2
DE_SHED_GSE266257	down	SH3D19
DE_SHED_GSE266257	down	GPR68
DE_SHED_GSE266257	down	ANKRD29
DE_SHED_GSE266257	down	EPS8L2
DE_SHED_GSE266257	down	AKR1C2
DE_SHED_GSE266257	down	CSF1
DE_SHED_GSE266257	down	CSMD2
DE_SHED_GSE266257	down	KCND3
DE_SHED_GSE266257	down	PRDM16
DE_SHED_GSE266257	down	ARRDC3
DE_SHED_GSE266257	down	NFATC1
DE_SHED_GSE266257	down	BACE2
DE_SHED_GSE266257	down	MAMDC2
DE_SHED_GSE266257	down	ISLR
DE_SHED_GSE266257	down	LINC00839
DE_SHED_GSE266257	down	LOXL3
DE_SHED_GSE266257	down	P2RX6
DE_SHED_GSE266257	down	COL15A1
DE_SHED_GSE266257	down	CORO6
DE_SHED_GSE266257	down	CREB5
DE_SHED_GSE266257	down	ZNF219
DE_SHED_GSE266257	down	DPT
DE_SHED_GSE266257	down	HLA-DPB1
DE_SHED_GSE266257	down	PCDH7
DE_SHED_GSE266257	down	MAP7
DE_SHED_GSE266257	down	ZNF385D
DE_SHED_GSE266257	down	MGAT5B
DE_SHED_GSE266257	down	FOXL2
DE_SHED_GSE266257	down	WNT9A
DE_SHED_GSE266257	down	PITX2
DE_SHED_GSE266257	down	GSTM5
DE_SHED_GSE266257	down	SLC9A9
DE_SHED_GSE266257	down	ARHGAP20
DE_SHED_GSE266257	down	SIPA1L2
DE_SHED_GSE266257	down	COL8A2
DE_SHED_GSE266257	down	RP11-824M15.3
DE_SHED_GSE266257	down	INMT
DE_SHED_GSE266257	down	PHACTR1
DE_SHED_GSE266257	down	UBE2Q2P6
DE_SHED_GSE266257	down	ATP10A
DE_SHED_GSE266257	down	MICA
DE_SHED_GSE266257	down	PODN
DE_SHED_GSE266257	down	NDNF
DE_SHED_GSE266257	down	TNFSF15
DE_SHED_GSE266257	down	PPP4R4
DE_SHED_GSE266257	down	UNC5B
DE_SHED_GSE266257	down	MTMR9LP
DE_SHED_GSE266257	down	SREBF1
DE_SHED_GSE266257	down	ISM1
DE_SHED_GSE266257	down	SLC25A23
DE_SHED_GSE266257	down	DPYSL4
DE_SHED_GSE266257	down	CXXC5
DE_SHED_GSE266257	down	PTH1R
DE_SHED_GSE266257	down	CHST1
DE_SHED_GSE266257	down	EPHB6
DE_SHED_GSE266257	down	INHBB
DE_SHED_GSE266257	down	SP9
DE_SHED_GSE266257	down	ARNT2
DE_SHED_GSE266257	down	TMEM71
DE_SHED_GSE266257	down	ALS2CL
DE_SHED_GSE266257	down	IL20RB
DE_SHED_GSE266257	down	SLC6A9
DE_SHED_GSE266257	down	MN1
DE_SHED_GSE266257	down	SLC38A5
DE_SHED_GSE266257	down	FRMD4B
DE_SHED_GSE266257	down	SERPINB2
DE_SHED_GSE266257	down	KRT17
DE_SHED_GSE266257	down	LINC00968
DE_SHED_GSE266257	down	LHX9
DE_SHED_GSE266257	down	ADAMTS14
DE_SHED_GSE266257	down	PRKCE
DE_SHED_GSE266257	down	PLD5
DE_SHED_GSE266257	down	SHF
DE_SHED_GSE266257	down	DIO3OS
DE_SHED_GSE266257	down	SMIM3
DE_SHED_GSE266257	down	PLXNB3
DE_SHED_GSE266257	down	DENND2A
DE_SHED_GSE266257	down	GDF5
DE_SHED_GSE266257	down	EVA1B
DE_SHED_GSE266257	down	STXBP6
DE_SHED_GSE266257	down	APH1B
DE_SHED_GSE266257	down	MAFF
DE_SHED_GSE266257	down	NPIPA5
DE_SHED_GSE266257	down	LUCAT1
DE_SHED_GSE266257	down	SCAMP5
DE_SHED_GSE266257	down	PRR5
DE_SHED_GSE266257	down	SRGAP3
DE_SHED_GSE266257	down	MT1M
DE_SHED_GSE266257	down	PCDHGA5
DE_SHED_GSE266257	down	ATHL1
DE_SHED_GSE266257	down	ELN
DE_SHED_GSE266257	down	C9orf172
DE_SHED_GSE266257	down	TMEM204
DE_SHED_GSE266257	down	PAPPA
DE_SHED_GSE266257	down	ZSCAN18
DE_SHED_GSE266257	down	PCDHGB4
DE_SHED_GSE266257	down	PCBP3
DE_SHED_GSE266257	down	DIRAS1
DE_SHED_GSE266257	down	CADM1
DE_SHED_GSE266257	down	SOCS1
DE_SHED_GSE266257	down	EEPD1
DE_SHED_GSE266257	down	CD14
DE_SHED_GSE266257	down	FAM65C
DE_SHED_GSE266257	down	SHROOM1
DE_SHED_GSE266257	down	C14orf64
DE_SHED_GSE266257	down	C3orf72
DE_SHED_GSE266257	down	MCOLN3
DE_SHED_GSE266257	down	OLFM1
DE_SHED_GSE266257	down	EEF1A2
DE_SHED_GSE266257	down	NOVA1
DE_SHED_GSE266257	down	HDAC5
DE_SHED_GSE266257	down	SHANK1
DE_SHED_GSE266257	down	RHBDF2
DE_SHED_GSE266257	down	MMP17
DE_SHED_GSE266257	down	NDN
DE_SHED_GSE266257	down	ARHGEF3
DE_SHED_GSE266257	down	RP11-834C11.4
DE_SHED_GSE266257	down	MAPK10
DE_SHED_GSE266257	down	NECAB3
DE_SHED_GSE266257	down	LPXN
DE_SHED_GSE266257	down	RGS7
DE_SHED_GSE266257	down	CA12
DE_SHED_GSE266257	down	WFDC1
DE_SHED_GSE266257	down	GRTP1
DE_SHED_GSE266257	down	ZBED3
DE_SHED_GSE266257	down	FAM155A
DE_SHED_GSE266257	down	SMO
DE_SHED_GSE266257	down	MEF2C
DE_SHED_GSE266257	down	THEM6
DE_SHED_GSE266257	down	WSCD1
DE_SHED_GSE266257	down	ADCY4
DE_SHED_GSE266257	down	FBLN7
DE_SHED_GSE266257	down	AHNAK2
DE_SHED_GSE266257	down	PYROXD2
DE_SHED_GSE266257	down	LAPTM5
DE_SHED_GSE266257	down	RP11-1212A22.1
DE_SHED_GSE266257	down	GUCA1A
DE_SHED_GSE266257	down	SELPLG
DE_SHED_GSE266257	down	HHIPL1
DE_SHED_GSE266257	down	LPPR4
DE_SHED_GSE266257	down	NGEF
DE_SHED_GSE266257	down	RNF112
DE_SHED_GSE266257	down	AC093627.8
DE_SHED_GSE266257	down	RP11-152P17.2
DE_SHED_GSE266257	down	SLC18B1
DE_SHED_GSE266257	down	TLE2
DE_SHED_GSE266257	down	GLIS1
DE_SHED_GSE266257	down	THBD
DE_SHED_GSE266257	down	KCNB1
DE_SHED_GSE266257	down	TUSC1
DE_SHED_GSE266257	down	NANOS1
DE_SHED_GSE266257	down	PIANP
DE_SHED_GSE266257	down	KHDRBS3
DE_SHED_GSE266257	down	PPFIA2
DE_SHED_GSE266257	down	ARID5A
DE_SHED_GSE266257	down	RIPK3
DE_SHED_GSE266257	down	ABCD1
DE_SHED_GSE266257	down	CCNJL
DE_SHED_GSE266257	down	KIFC2
DE_DFC_GSE49007	up	CORIN
DE_DFC_GSE49007	up	APOD
DE_DFC_GSE49007	up	FAM107A
DE_DFC_GSE49007	up	SPON1
DE_DFC_GSE49007	up	LOC285847
DE_DFC_GSE49007	up	EFHD1
DE_DFC_GSE49007	up	ADH1B
DE_DFC_GSE49007	up	ST6GAL1
DE_DFC_GSE49007	up	TLDC2
DE_DFC_GSE49007	up	ABCA6
DE_DFC_GSE49007	up	INMT
DE_DFC_GSE49007	up	SLC7A2
DE_DFC_GSE49007	up	COMP
DE_DFC_GSE49007	up	METTL7A
DE_DFC_GSE49007	up	TIMP4
DE_DFC_GSE49007	up	IL12RB2
DE_DFC_GSE49007	up	IGFBP5
DE_DFC_GSE49007	up	FRZB
DE_DFC_GSE49007	up	NFIA
DE_DFC_GSE49007	up	ITGA10
DE_DFC_GSE49007	up	SPRY1
DE_DFC_GSE49007	up	AQP1
DE_DFC_GSE49007	up	TSC22D3
DE_DFC_GSE49007	up	EPHB6
DE_DFC_GSE49007	up	ENTPD1
DE_DFC_GSE49007	up	ASPN
DE_DFC_GSE49007	up	GPM6B
DE_DFC_GSE49007	up	TRNP1
DE_DFC_GSE49007	up	CMKLR1
DE_DFC_GSE49007	up	NANOS1
DE_DFC_GSE49007	up	RFTN2
DE_DFC_GSE49007	up	OMD
DE_DFC_GSE49007	up	STEAP4
DE_DFC_GSE49007	up	CD14
DE_DFC_GSE49007	up	SNED1
DE_DFC_GSE49007	up	PGBD3
DE_DFC_GSE49007	up	PTGIS
DE_DFC_GSE49007	up	CFH
DE_DFC_GSE49007	up	STC1
DE_DFC_GSE49007	up	CCDC3
DE_DFC_GSE49007	up	MAOA
DE_DFC_GSE49007	up	PDGFD
DE_DFC_GSE49007	up	WISP1
DE_DFC_GSE49007	up	RORB
DE_DFC_GSE49007	up	ZBTB16
DE_DFC_GSE49007	up	SGCG
DE_DFC_GSE49007	up	EBF1
DE_DFC_GSE49007	up	LAMA2
DE_DFC_GSE49007	up	HAS2
DE_DFC_GSE49007	up	LDLRAD3
DE_DFC_GSE49007	up	APOL2
DE_DFC_GSE49007	up	PTK2B
DE_DFC_GSE49007	up	CRABP2
DE_DFC_GSE49007	up	ADARB1
DE_DFC_GSE49007	up	COL3A1
DE_DFC_GSE49007	up	AK4
DE_DFC_GSE49007	up	ROBO2
DE_DFC_GSE49007	up	SLC44A1
DE_DFC_GSE49007	up	PTGER4
DE_DFC_GSE49007	up	ABCA8
DE_DFC_GSE49007	up	FRMD4B
DE_DFC_GSE49007	up	PTGS1
DE_DFC_GSE49007	up	PRELP
DE_DFC_GSE49007	up	SLITRK1
DE_DFC_GSE49007	up	OLFML1
DE_DFC_GSE49007	up	MOXD1
DE_DFC_GSE49007	up	ALPL
DE_DFC_GSE49007	up	SH3D19
DE_DFC_GSE49007	up	VIT
DE_DFC_GSE49007	up	GCNT1
DE_DFC_GSE49007	up	KCNK6
DE_DFC_GSE49007	up	FOXC2
DE_DFC_GSE49007	up	GPX3
DE_DFC_GSE49007	up	ISM1
DE_DFC_GSE49007	up	AFF2
DE_DFC_GSE49007	up	PRR5L
DE_DFC_GSE49007	up	SLC9A9
DE_DFC_GSE49007	up	SESN3
DE_DFC_GSE49007	up	XPNPEP2
DE_DFC_GSE49007	up	ARRDC2
DE_DFC_GSE49007	up	FAM188B
DE_DFC_GSE49007	up	RCAN2
DE_DFC_GSE49007	up	NEGR1
DE_DFC_GSE49007	up	SLIT3
DE_DFC_GSE49007	up	ADH1C
DE_DFC_GSE49007	up	THBD
DE_DFC_GSE49007	up	MFAP5
DE_DFC_GSE49007	up	CPM
DE_DFC_GSE49007	up	COL11A1
DE_DFC_GSE49007	up	DIO2
DE_DFC_GSE49007	up	GPC3
DE_DFC_GSE49007	up	SLC39A8
DE_DFC_GSE49007	up	RGCC
DE_DFC_GSE49007	up	NDST2
DE_DFC_GSE49007	up	APOL1
DE_DFC_GSE49007	up	KREMEN1
DE_DFC_GSE49007	up	AUTS2
DE_DFC_GSE49007	up	ACKR4
DE_DFC_GSE49007	up	CYP39A1
DE_DFC_GSE49007	up	ADAMTS2
DE_DFC_GSE49007	up	KCNJ6
DE_DFC_GSE49007	up	DKK1
DE_DFC_GSE49007	up	ANPEP
DE_DFC_GSE49007	up	OLFML2A
DE_DFC_GSE49007	up	RDH10
DE_DFC_GSE49007	up	ADRA1B
DE_DFC_GSE49007	up	SLC2A12
DE_DFC_GSE49007	up	HACD4
DE_DFC_GSE49007	up	FMO3
DE_DFC_GSE49007	up	FAM43A
DE_DFC_GSE49007	up	AOX1
DE_DFC_GSE49007	up	TSPAN9
DE_DFC_GSE49007	up	DPY19L4
DE_DFC_GSE49007	up	PER1
DE_DFC_GSE49007	up	DPT
DE_DFC_GSE49007	up	CHRDL1
DE_DFC_GSE49007	up	EPHA3
DE_DFC_GSE49007	up	MUC1
DE_DFC_GSE49007	up	RECK
DE_DFC_GSE49007	up	MMP19
DE_DFC_GSE49007	up	LEPROT
DE_DFC_GSE49007	up	CYSLTR1
DE_DFC_GSE49007	up	MASP1
DE_DFC_GSE49007	up	DPYD
DE_DFC_GSE49007	up	IGHG1
DE_DFC_GSE49007	up	SLC46A3
DE_DFC_GSE49007	up	FBLN1
DE_DFC_GSE49007	up	FMOD
DE_DFC_GSE49007	up	LGMN
DE_DFC_GSE49007	up	SPRY4
DE_DFC_GSE49007	up	C5AR2
DE_DFC_GSE49007	up	EDNRB
DE_DFC_GSE49007	up	IGFBP2
DE_DFC_GSE49007	up	CYP7B1
DE_DFC_GSE49007	up	IL1R1
DE_DFC_GSE49007	up	CA5B
DE_DFC_GSE49007	up	MEDAG
DE_DFC_GSE49007	up	JADE2
DE_DFC_GSE49007	up	MFAP4
DE_DFC_GSE49007	up	PLXNA2
DE_DFC_GSE49007	up	USP53
DE_DFC_GSE49007	up	SULT1B1
DE_DFC_GSE49007	up	DPEP1
DE_DFC_GSE49007	up	RPS6KA2
DE_DFC_GSE49007	up	PNMA2
DE_DFC_GSE49007	up	IL27RA
DE_DFC_GSE49007	up	CAMK2G
DE_DFC_GSE49007	up	TMEM204
DE_DFC_GSE49007	up	JAM2
DE_DFC_GSE49007	up	MUC15
DE_DFC_GSE49007	up	MARCH3
DE_DFC_GSE49007	up	PIK3R1
DE_DFC_GSE49007	up	ST8SIA1
DE_DFC_GSE49007	up	FHDC1
DE_DFC_GSE49007	up	VSTM4
DE_DFC_GSE49007	up	TSPAN5
DE_DFC_GSE49007	up	NR2F1
DE_DFC_GSE49007	up	IFI6
DE_DFC_GSE49007	up	EFEMP1
DE_DFC_GSE49007	up	RASL11B
DE_DFC_GSE49007	up	ETV5
DE_DFC_GSE49007	up	A4GALT
DE_DFC_GSE49007	up	KCNB1
DE_DFC_GSE49007	up	LRRC8B
DE_DFC_GSE49007	up	LGR5
DE_DFC_GSE49007	up	GPC6
DE_DFC_GSE49007	up	RNF157
DE_DFC_GSE49007	up	CACNB2
DE_DFC_GSE49007	up	PTCH1
DE_DFC_GSE49007	up	BMP1
DE_DFC_GSE49007	up	RGAG4
DE_DFC_GSE49007	up	CTDSPL
DE_DFC_GSE49007	up	ANKRD1
DE_DFC_GSE49007	up	COL14A1
DE_DFC_GSE49007	up	AIM1
DE_DFC_GSE49007	up	TOM1L1
DE_DFC_GSE49007	up	EDNRA
DE_DFC_GSE49007	up	PLA2R1
DE_DFC_GSE49007	up	ABI3BP
DE_DFC_GSE49007	up	CCDC69
DE_DFC_GSE49007	up	LTBP1
DE_DFC_GSE49007	up	SQRDL
DE_DFC_GSE49007	up	C1R
DE_DFC_GSE49007	up	VWA5A
DE_DFC_GSE49007	up	ETV1
DE_DFC_GSE49007	up	KANSL1L
DE_DFC_GSE49007	up	PODNL1
DE_DFC_GSE49007	up	ADAMTS7
DE_DFC_GSE49007	up	ROR2
DE_DFC_GSE49007	up	CMAHP
DE_DFC_GSE49007	up	EGFL6
DE_DFC_GSE49007	up	TNFAIP3
DE_DFC_GSE49007	up	MAP3K5
DE_DFC_GSE49007	up	PLSCR4
DE_DFC_GSE49007	up	CFHR1
DE_DFC_GSE49007	up	TGFBR2
DE_DFC_GSE49007	up	GAB1
DE_DFC_GSE49007	up	ZNF219
DE_DFC_GSE49007	up	IRAK3
DE_DFC_GSE49007	up	ROR1
DE_DFC_GSE49007	up	CD82
DE_DFC_GSE49007	up	JAG1
DE_DFC_GSE49007	up	C1orf198
DE_DFC_GSE49007	up	GRIA1
DE_DFC_GSE49007	up	SGMS2
DE_DFC_GSE49007	up	FGF7
DE_DFC_GSE49007	up	KIAA0825
DE_DFC_GSE49007	up	ZCCHC24
DE_DFC_GSE49007	up	TPCN1
DE_DFC_GSE49007	up	PODN
DE_DFC_GSE49007	up	TRIM47
DE_DFC_GSE49007	up	PSD4
DE_DFC_GSE49007	up	CHRNA1
DE_DFC_GSE49007	up	BCL6
DE_DFC_GSE49007	up	PLAT
DE_DFC_GSE49007	up	ERRFI1
DE_DFC_GSE49007	up	SERPING1
DE_DFC_GSE49007	up	SSH2
DE_DFC_GSE49007	up	SLITRK2
DE_DFC_GSE49007	up	ARRB1
DE_DFC_GSE49007	up	PTGFR
DE_DFC_GSE49007	up	PLXNB1
DE_DFC_GSE49007	up	RAB27B
DE_DFC_GSE49007	up	KLF9
DE_DFC_GSE49007	up	PPP1R14A
DE_DFC_GSE49007	up	PROSER2
DE_DFC_GSE49007	up	IL16
DE_DFC_GSE49007	up	LY75-CD302
DE_DFC_GSE49007	up	STXBP4
DE_DFC_GSE49007	up	DNAJB4
DE_DFC_GSE49007	up	PDGFRL
DE_DFC_GSE49007	up	C3
DE_DFC_GSE49007	up	PLTP
DE_DFC_GSE49007	up	WSCD1
DE_DFC_GSE49007	up	PRDM1
DE_DFC_GSE49007	up	SPATA6
DE_DFC_GSE49007	up	ARHGAP29
DE_DFC_GSE49007	up	PHKA1
DE_DFC_GSE49007	up	GADD45B
DE_DFC_GSE49007	up	ADGRL1
DE_DFC_GSE49007	up	FBLN2
DE_DFC_GSE49007	up	NR4A3
DE_DFC_GSE49007	up	MAN1C1
DE_DFC_GSE49007	up	JUP
DE_DFC_GSE49007	up	TCN2
DE_DFC_GSE49007	up	PLEKHA6
DE_DFC_GSE49007	up	MID2
DE_DFC_GSE49007	up	WLS
DE_DFC_GSE49007	up	WBP1L
DE_DFC_GSE49007	up	ADAMTSL5
DE_DFC_GSE49007	down	BDKRB1
DE_DFC_GSE49007	down	TGFBI
DE_DFC_GSE49007	down	KIT
DE_DFC_GSE49007	down	LRRC15
DE_DFC_GSE49007	down	LAMP5
DE_DFC_GSE49007	down	PSG4
DE_DFC_GSE49007	down	KRTAP1-5
DE_DFC_GSE49007	down	IL6
DE_DFC_GSE49007	down	PTGS2
DE_DFC_GSE49007	down	ID1
DE_DFC_GSE49007	down	DPP4
DE_DFC_GSE49007	down	ID3
DE_DFC_GSE49007	down	NPTX1
DE_DFC_GSE49007	down	KCNJ2
DE_DFC_GSE49007	down	FST
DE_DFC_GSE49007	down	IL7R
DE_DFC_GSE49007	down	CXCL12
DE_DFC_GSE49007	down	PSG5
DE_DFC_GSE49007	down	SH2D4A
DE_DFC_GSE49007	down	MMP3
DE_DFC_GSE49007	down	AMIGO2
DE_DFC_GSE49007	down	ADRA1D
DE_DFC_GSE49007	down	ADAM12
DE_DFC_GSE49007	down	PLPPR4
DE_DFC_GSE49007	down	DDIT3
DE_DFC_GSE49007	down	NPC1
DE_DFC_GSE49007	down	CPA4
DE_DFC_GSE49007	down	SLC7A5
DE_DFC_GSE49007	down	POSTN
DE_DFC_GSE49007	down	CDH6
DE_DFC_GSE49007	down	HMOX1
DE_DFC_GSE49007	down	TM4SF20
DE_DFC_GSE49007	down	KRTAP1-1
DE_DFC_GSE49007	down	UGCG
DE_DFC_GSE49007	down	MEST
DE_DFC_GSE49007	down	PSG8
DE_DFC_GSE49007	down	LIF
DE_DFC_GSE49007	down	ITGB8
DE_DFC_GSE49007	down	ADRA2A
DE_DFC_GSE49007	down	SYTL2
DE_DFC_GSE49007	down	NRG1
DE_DFC_GSE49007	down	CALB2
DE_DFC_GSE49007	down	SLC2A1
DE_DFC_GSE49007	down	SERPINB2
DE_DFC_GSE49007	down	PLA2G4A
DE_DFC_GSE49007	down	DOK5
DE_DFC_GSE49007	down	IGFBP3
DE_DFC_GSE49007	down	ARL4C
DE_DFC_GSE49007	down	EGR1
