signature	direction	gene
RRA744_pan_dental	down	CLSTN2
RRA744_pan_dental	down	ITPR3
RRA744_pan_dental	down	TMEM158
DE_PDLSC_GSE99958	up	MX1
DE_PDLSC_GSE99958	up	IFIT1
DE_PDLSC_GSE99958	up	IFI44L
DE_PDLSC_GSE99958	up	GLDN
DE_PDLSC_GSE99958	up	CORIN
DE_PDLSC_GSE99958	up	OAS3
DE_PDLSC_GSE99958	up	OAS2
DE_PDLSC_GSE99958	up	A2M
DE_PDLSC_GSE99958	up	IFIT3
DE_PDLSC_GSE99958	up	HERC6
DE_PDLSC_GSE99958	up	COL11A1
DE_PDLSC_GSE99958	up	CPM
DE_PDLSC_GSE99958	up	IFIT2
DE_PDLSC_GSE99958	up	ISG15
DE_PDLSC_GSE99958	up	MX2
DE_PDLSC_GSE99958	up	OAS1
DE_PDLSC_GSE99958	up	RSAD2
DE_PDLSC_GSE99958	up	FKBP5
DE_PDLSC_GSE99958	up	CYP7B1
DE_PDLSC_GSE99958	up	IFI6
DE_PDLSC_GSE99958	up	PARM1
DE_PDLSC_GSE99958	up	IFI44
DE_PDLSC_GSE99958	up	SORBS1
DE_PDLSC_GSE99958	up	ANKRD1
DE_PDLSC_GSE99958	up	IFIH1
DE_PDLSC_GSE99958	up	CMPK2
DE_PDLSC_GSE99958	up	DDX58
DE_PDLSC_GSE99958	up	NRP2
DE_PDLSC_GSE99958	up	LOC101928841
DE_PDLSC_GSE99958	up	TYMP
DE_PDLSC_GSE99958	up	TIMP4
DE_PDLSC_GSE99958	up	CYP26B1
DE_PDLSC_GSE99958	up	PHKA1
DE_PDLSC_GSE99958	up	IFI27
DE_PDLSC_GSE99958	up	SP110
DE_PDLSC_GSE99958	up	PARP9
DE_PDLSC_GSE99958	up	HELZ2
DE_PDLSC_GSE99958	up	EFHD1
DE_PDLSC_GSE99958	up	TNFAIP8L3
DE_PDLSC_GSE99958	up	BST2
DE_PDLSC_GSE99958	up	C11orf96
DE_PDLSC_GSE99958	up	OASL
DE_PDLSC_GSE99958	up	IL32
DE_PDLSC_GSE99958	up	IFITM1
DE_PDLSC_GSE99958	up	IGH
DE_PDLSC_GSE99958	up	PLSCR1
DE_PDLSC_GSE99958	up	C1QTNF1
DE_PDLSC_GSE99958	up	SULF1
DE_PDLSC_GSE99958	up	ICAM1
DE_PDLSC_GSE99958	up	BMP2
DE_PDLSC_GSE99958	up	PPP1R14A
DE_PDLSC_GSE99958	up	PSD4
DE_PDLSC_GSE99958	up	SPARCL1
DE_PDLSC_GSE99958	up	C10orf10
DE_PDLSC_GSE99958	up	APOB
DE_PDLSC_GSE99958	up	PCDH9
DE_PDLSC_GSE99958	up	SNCAIP
DE_PDLSC_GSE99958	up	CHST2
DE_PDLSC_GSE99958	up	NTRK2
DE_PDLSC_GSE99958	up	TP53I11
DE_PDLSC_GSE99958	up	C1QTNF5
DE_PDLSC_GSE99958	up	C8orf34
DE_PDLSC_GSE99958	up	EPSTI1
DE_PDLSC_GSE99958	up	KIAA0040
DE_PDLSC_GSE99958	up	PARP12
DE_PDLSC_GSE99958	up	PDK3
DE_PDLSC_GSE99958	up	AK4
DE_PDLSC_GSE99958	up	TRNP1
DE_PDLSC_GSE99958	up	CFH
DE_PDLSC_GSE99958	up	PRELP
DE_PDLSC_GSE99958	up	USP18
DE_PDLSC_GSE99958	up	MGP
DE_PDLSC_GSE99958	up	XAF1
DE_PDLSC_GSE99958	up	GPC4
DE_PDLSC_GSE99958	up	RANBP3L
DE_PDLSC_GSE99958	up	OMD
DE_PDLSC_GSE99958	up	AFF2
DE_PDLSC_GSE99958	up	RAPGEF5
DE_PDLSC_GSE99958	up	KCNJ15
DE_PDLSC_GSE99958	up	RASGRP2
DE_PDLSC_GSE99958	up	SAMD9L
DE_PDLSC_GSE99958	up	PPP1R13L
DE_PDLSC_GSE99958	up	IFI35
DE_PDLSC_GSE99958	up	INPP4B
DE_PDLSC_GSE99958	up	TRIM47
DE_PDLSC_GSE99958	up	QPRT
DE_PDLSC_GSE99958	up	DIO2
DE_PDLSC_GSE99958	up	IRF7
DE_PDLSC_GSE99958	up	STEAP4
DE_PDLSC_GSE99958	up	MFAP4
DE_PDLSC_GSE99958	up	DDX60
DE_PDLSC_GSE99958	up	SULT1B1
DE_PDLSC_GSE99958	up	PER1
DE_PDLSC_GSE99958	up	MMP11
DE_PDLSC_GSE99958	up	IGSF10
DE_PDLSC_GSE99958	up	LOC101926887
DE_PDLSC_GSE99958	up	CSRNP3
DE_PDLSC_GSE99958	up	SYN2
DE_PDLSC_GSE99958	up	ODF3B
DE_PDLSC_GSE99958	up	CX3CL1
DE_PDLSC_GSE99958	up	LOC101928875
DE_PDLSC_GSE99958	up	TSC22D3
DE_PDLSC_GSE99958	up	ZBTB16
DE_PDLSC_GSE99958	up	PAX9
DE_PDLSC_GSE99958	up	NPY2R
DE_PDLSC_GSE99958	up	LOC102724550
DE_PDLSC_GSE99958	up	DTX3L
DE_PDLSC_GSE99958	up	SORT1
DE_PDLSC_GSE99958	up	PARP14
DE_PDLSC_GSE99958	up	ASPN
DE_PDLSC_GSE99958	up	FBLN5
DE_PDLSC_GSE99958	up	GPR116
DE_PDLSC_GSE99958	up	ANKS1B
DE_PDLSC_GSE99958	up	FGD4
DE_PDLSC_GSE99958	up	HIP1
DE_PDLSC_GSE99958	up	NXPH3
DE_PDLSC_GSE99958	up	TRIM36
DE_PDLSC_GSE99958	up	CLMN
DE_PDLSC_GSE99958	up	GRIA1
DE_PDLSC_GSE99958	up	CERS6-AS1
DE_PDLSC_GSE99958	up	SAMD9
DE_PDLSC_GSE99958	up	CALCRL
DE_PDLSC_GSE99958	up	HSPB7
DE_PDLSC_GSE99958	up	PLXNA2
DE_PDLSC_GSE99958	up	HIP1R
DE_PDLSC_GSE99958	up	DIAPH2
DE_PDLSC_GSE99958	up	HTR2A
DE_PDLSC_GSE99958	up	COL4A5
DE_PDLSC_GSE99958	up	DHX58
DE_PDLSC_GSE99958	up	LEP
DE_PDLSC_GSE99958	up	AFAP1L1
DE_PDLSC_GSE99958	up	MCTP1
DE_PDLSC_GSE99958	up	MFGE8
DE_PDLSC_GSE99958	up	RHOD
DE_PDLSC_GSE99958	up	COLGALT2
DE_PDLSC_GSE99958	up	TLE2
DE_PDLSC_GSE99958	up	DUSP1
DE_PDLSC_GSE99958	up	FNBP1L
DE_PDLSC_GSE99958	up	TMEM100
DE_PDLSC_GSE99958	up	TAP1
DE_PDLSC_GSE99958	up	LOC102723834
DE_PDLSC_GSE99958	up	TMEM30B
DE_PDLSC_GSE99958	up	GAS1
DE_PDLSC_GSE99958	up	DTNA
DE_PDLSC_GSE99958	up	MFAP5
DE_PDLSC_GSE99958	up	FMO3
DE_PDLSC_GSE99958	up	NPAS2
DE_PDLSC_GSE99958	up	TRIM21
DE_PDLSC_GSE99958	up	SAMHD1
DE_PDLSC_GSE99958	up	RIMS1
DE_PDLSC_GSE99958	up	ITGA10
DE_PDLSC_GSE99958	up	RPL9P16
DE_PDLSC_GSE99958	up	SOD3
DE_PDLSC_GSE99958	up	STK38L
DE_PDLSC_GSE99958	up	SPATA20P1
DE_PDLSC_GSE99958	up	DNAJB4
DE_PDLSC_GSE99958	up	PTK2B
DE_PDLSC_GSE99958	up	ALPL
DE_PDLSC_GSE99958	up	IL8
DE_PDLSC_GSE99958	up	CXCL10
DE_PDLSC_GSE99958	up	DCHS2
DE_PDLSC_GSE99958	up	CTHRC1
DE_PDLSC_GSE99958	up	SLC25A23
DE_PDLSC_GSE99958	up	PLA2R1
DE_PDLSC_GSE99958	up	ZNF860
DE_PDLSC_GSE99958	up	ADRA1B
DE_PDLSC_GSE99958	up	MAP2
DE_PDLSC_GSE99958	up	ZNF704
DE_PDLSC_GSE99958	up	CERS6
DE_PDLSC_GSE99958	up	PLXDC2
DE_PDLSC_GSE99958	up	LOC102724554
DE_PDLSC_GSE99958	up	HOPX
DE_PDLSC_GSE99958	up	LOC101929309
DE_PDLSC_GSE99958	up	PRR5L
DE_PDLSC_GSE99958	up	RELB
DE_PDLSC_GSE99958	up	THEMIS2
DE_PDLSC_GSE99958	up	KCNS3
DE_PDLSC_GSE99958	up	RGS16
DE_PDLSC_GSE99958	up	H2AFJ
DE_PDLSC_GSE99958	up	PTGDR
DE_PDLSC_GSE99958	up	RASGEF1B
DE_PDLSC_GSE99958	up	AHNAK2
DE_PDLSC_GSE99958	up	SLC44A2
DE_PDLSC_GSE99958	up	MUC1
DE_PDLSC_GSE99958	up	APOL2
DE_PDLSC_GSE99958	up	FRZB
DE_PDLSC_GSE99958	up	RTP4
DE_PDLSC_GSE99958	up	LRRC32
DE_PDLSC_GSE99958	up	IFITM2
DE_PDLSC_GSE99958	up	KIAA1456
DE_PDLSC_GSE99958	up	SESN3
DE_PDLSC_GSE99958	up	MIR5690
DE_PDLSC_GSE99958	up	RNF144B
DE_PDLSC_GSE99958	up	LAMA5
DE_PDLSC_GSE99958	up	LEPR
DE_PDLSC_GSE99958	up	SOD2P1
DE_PDLSC_GSE99958	up	LOC102723458
DE_PDLSC_GSE99958	up	TCN2
DE_PDLSC_GSE99958	up	FKBP1B
DE_PDLSC_GSE99958	up	LOC102723500
DE_PDLSC_GSE99958	up	IKZF2
DE_PDLSC_GSE99958	up	DPT
DE_PDLSC_GSE99958	up	HCP5
DE_PDLSC_GSE99958	up	TMTC1
DE_PDLSC_GSE99958	up	GPM6B
DE_PDLSC_GSE99958	up	CYP19A1
DE_PDLSC_GSE99958	up	LYVE1
DE_PDLSC_GSE99958	up	ADARB1
DE_PDLSC_GSE99958	up	DDX60L
DE_PDLSC_GSE99958	up	LGALS9
DE_PDLSC_GSE99958	up	PLAC4
DE_PDLSC_GSE99958	up	LINC00547
DE_PDLSC_GSE99958	up	FRY
DE_PDLSC_GSE99958	up	ABRA
DE_PDLSC_GSE99958	up	IFITM3
DE_PDLSC_GSE99958	up	TSPAN8
DE_PDLSC_GSE99958	up	CXCL5
DE_PDLSC_GSE99958	up	MCAM
DE_PDLSC_GSE99958	up	ARHGAP6
DE_PDLSC_GSE99958	up	RERG
DE_PDLSC_GSE99958	up	COL8A1
DE_PDLSC_GSE99958	up	LTBP1
DE_PDLSC_GSE99958	up	RNF213
DE_PDLSC_GSE99958	up	MT1M
DE_PDLSC_GSE99958	up	LONRF1
DE_PDLSC_GSE99958	up	PLCL1
DE_PDLSC_GSE99958	up	TCEAL4
DE_PDLSC_GSE99958	up	SLCO3A1
DE_PDLSC_GSE99958	up	TRAF1
DE_PDLSC_GSE99958	up	CXCL1
DE_PDLSC_GSE99958	up	CHN1
DE_PDLSC_GSE99958	up	MYOM1
DE_PDLSC_GSE99958	up	B3GALT1
DE_PDLSC_GSE99958	up	METTL7A
DE_PDLSC_GSE99958	up	ITGA5
DE_PDLSC_GSE99958	up	CD276
DE_PDLSC_GSE99958	up	LOC101928916
DE_PDLSC_GSE99958	up	PARP10
DE_PDLSC_GSE99958	up	IRF9
DE_PDLSC_GSE99958	up	SLC24A3
DE_PDLSC_GSE99958	up	NFIA
DE_PDLSC_GSE99958	up	LAMA2
DE_PDLSC_GSE99958	up	ZCCHC2
DE_PDLSC_GSE99958	up	LIN7A
DE_PDLSC_GSE99958	up	FAM46B
DE_PDLSC_GSE99958	up	GRAMD3
DE_PDLSC_GSE99958	up	PLXNB1
DE_PDLSC_GSE99958	up	NHLRC3
DE_PDLSC_GSE99958	up	CCDC3
DE_PDLSC_GSE99958	up	ZFP36
DE_PDLSC_GSE99958	down	RNR2
DE_PDLSC_GSE99958	down	RNR1
DE_PDLSC_GSE99958	down	RALGPS2
DE_PDLSC_GSE99958	down	UNC5D
DE_PDLSC_GSE99958	down	GPRC5A
DE_PDLSC_GSE99958	down	LIF
DE_PDLSC_GSE99958	down	OSR1
DE_PDLSC_GSE99958	down	KCTD12
DE_PDLSC_GSE99958	down	NDNF
DE_PDLSC_GSE99958	down	KCTD16
DE_PDLSC_GSE99958	down	SH2D4A
DE_PDLSC_GSE99958	down	UGCG
DE_PDLSC_GSE99958	down	SIPA1L2
DE_PDLSC_GSE99958	down	ALPK2
DE_PDLSC_GSE99958	down	SMAD3
DE_PDLSC_GSE99958	down	SEMA3A
DE_PDLSC_GSE99958	down	TNFSF15
DE_PDLSC_GSE99958	down	BDNF
DE_PDLSC_GSE99958	down	RGMB-AS1
DE_PDLSC_GSE99958	down	HAS2
DE_PDLSC_GSE99958	down	KIF20A
DE_PDLSC_GSE99958	down	PDE1C
DE_PDLSC_GSE99958	down	NRG1
DE_PDLSC_GSE99958	down	NPTX1
DE_PDLSC_GSE99958	down	AHRR
DE_PDLSC_GSE99958	down	SAPCD2
DE_PDLSC_GSE99958	down	TM4SF1
DE_PDLSC_GSE99958	down	TFPI2
DE_PDLSC_GSE99958	down	MEST
DE_PDLSC_GSE99958	down	LYPD6B
DE_PDLSC_GSE99958	down	SMURF2
DE_PDLSC_GSE99958	down	SOCS2
DE_PDLSC_GSE99958	down	NQO1
DE_PDLSC_GSE99958	down	TXNRD1
DE_PDLSC_GSE99958	down	PTTG1
DE_PDLSC_GSE99958	down	LDB2
DE_PDLSC_GSE99958	down	PLCB4
DE_PDLSC_GSE99958	down	KCND3
DE_PDLSC_GSE99958	down	HMCN1
DE_PDLSC_GSE99958	down	GREM2
DE_PDLSC_GSE99958	down	DPF3
DE_PDLSC_GSE99958	down	PLK2
DE_PDLSC_GSE99958	down	RGMB
DE_PDLSC_GSE99958	down	CXCL12
DE_PDLSC_GSE99958	down	EBF3
DE_PDLSC_GSE99958	down	CDC42EP2
DE_PDLSC_GSE99958	down	BDNF-AS
DE_PDLSC_GSE99958	down	LINC00856
DE_PDLSC_GSE99958	down	ZSCAN31
DE_PDLSC_GSE99958	down	PSD3
DE_PDLSC_GSE99958	down	SEL1L3
DE_PDLSC_GSE99958	down	FAM64A
DE_PDLSC_GSE99958	down	NMT2
DE_PDLSC_GSE99958	down	GFRA1
DE_PDLSC_GSE99958	down	PLK1
DE_PDLSC_GSE99958	down	LINC01085
DE_PDLSC_GSE99958	down	HMGA1
DE_PDLSC_GSE99958	down	FLNB
DE_PDLSC_GSE99958	down	FGF2
DE_PDLSC_GSE99958	down	HMOX1
DE_PDLSC_GSE99958	down	ASPM
DE_PDLSC_GSE99958	down	CLMP
DE_PDLSC_GSE99958	down	CADM1
DE_PDLSC_GSE99958	down	AFAP1-AS1
DE_PDLSC_GSE99958	down	RP11-713M15.1
DE_PDLSC_GSE99958	down	SLC2A12
DE_PDLSC_GSE99958	down	SLC7A11-AS1
DE_PDLSC_GSE99958	down	GCLM
DE_PDLSC_GSE99958	down	CDKN3
DE_PDLSC_GSE99958	down	HMGN2
DE_PDLSC_GSE99958	down	SLC1A5
DE_PDLSC_GSE99958	down	PAMR1
DE_PDLSC_GSE99958	down	SEMA6D
DE_PDLSC_GSE99958	down	CENPF
DE_PDLSC_GSE99958	down	NUDT6
DE_PDLSC_GSE99958	down	FAM212B
DE_PDLSC_GSE99958	down	TRIM16L
DE_PDLSC_GSE99958	down	PER3
DE_PDLSC_GSE99958	down	NCKAP5
DE_PDLSC_GSE99958	down	KIF14
DE_PDLSC_GSE99958	down	SLC7A11
DE_PDLSC_GSE99958	down	NEK2
DE_PDLSC_GSE99958	down	IPO8P1
DE_PDLSC_GSE99958	down	DLC1
DE_PDLSC_GSE99958	down	BACH2
DE_PDLSC_GSE99958	down	KCNH1
DE_PDLSC_GSE99958	down	EID3
DE_PDLSC_GSE99958	down	NUDT10
DE_PDLSC_GSE99958	down	BCAT1
DE_PDLSC_GSE99958	down	CCNB1
DE_PDLSC_GSE99958	down	TOP2A
DE_PDLSC_GSE99958	down	DLGAP5
DE_PDLSC_GSE99958	down	SNTB1
DE_PDLSC_GSE99958	down	FAM107B
DE_PDLSC_GSE99958	down	MAMLD1
DE_PDLSC_GSE99958	down	C1orf220
DE_PDLSC_GSE99958	down	CDC20
DE_PDLSC_GSE99958	down	PTPN2P1
DE_PDLSC_GSE99958	down	GABRE
DE_PDLSC_GSE99958	down	ARL4C
DE_PDLSC_GSE99958	down	ADAMTS15
DE_PDLSC_GSE99958	down	PDE4D
DE_PDLSC_GSE99958	down	STMN1
DE_PDLSC_GSE99958	down	CCNB2
DE_PDLSC_GSE99958	down	EDN1
DE_PDLSC_GSE99958	down	SNHG5
DE_PDLSC_GSE99958	down	GRIN2A
DE_PDLSC_GSE99958	down	CRISPLD2
DE_PDLSC_GSE99958	down	CDCA3
DE_PDLSC_GSE99958	down	F2RL2
DE_PDLSC_GSE99958	down	TGFBI
DE_PDLSC_GSE99958	down	DLX2
DE_PDLSC_GSE99958	down	IQGAP3
DE_PDLSC_GSE99958	down	CPA4
DE_PDLSC_GSE99958	down	CIT
DE_PDLSC_GSE99958	down	LOC100131315
DE_PDLSC_GSE99958	down	C11orf87
DE_PDLSC_GSE99958	down	SCARA3
DE_PDLSC_GSE99958	down	ABL1
DE_PDLSC_GSE99958	down	ABI3BP
DE_PDLSC_GSE99958	down	HMGN2P41
DE_PDLSC_GSE99958	down	SNTG2
DE_PDLSC_GSE99958	down	AFAP1
DE_PDLSC_GSE99958	down	DCLK1
DE_PDLSC_GSE99958	down	PRR11
DE_PDLSC_GSE99958	down	AURKA
DE_PDLSC_GSE99958	down	LOC100421580
DE_PDLSC_GSE99958	down	LOC100505498
DE_PDLSC_GSE99958	down	PSMD2P1
DE_PDLSC_GSE99958	down	LOC102723797
DE_PDLSC_GSE99958	down	DEPDC1
DE_PDLSC_GSE99958	down	GDF6
DE_PDLSC_GSE99958	down	LOC101928188
DE_PDLSC_GSE99958	down	ADAMTS6
DE_PDLSC_GSE99958	down	HMMR
DE_PDLSC_GSE99958	down	NEK10
DE_PDLSC_GSE99958	down	AC007099.1
DE_PDLSC_GSE99958	down	ERMN
DE_PDLSC_GSE99958	down	FGF5
DE_PDLSC_GSE99958	down	KRTAP1-5
DE_PDLSC_GSE99958	down	SLC7A5
DE_PDLSC_GSE99958	down	NCAPD2
DE_PDLSC_GSE99958	down	ARHGAP11A
DE_PDLSC_GSE99958	down	RPL7AP22
DE_PDLSC_GSE99958	down	TM4SF20
DE_PDLSC_GSE99958	down	EIF4EBP1
DE_PDLSC_GSE99958	down	KCNK2
DE_PDLSC_GSE99958	down	TEX41
DE_PDLSC_GSE99958	down	TRIM16
DE_PDLSC_GSE99958	down	PBK
DE_PDLSC_GSE99958	down	EBF2
DE_PDLSC_GSE99958	down	NCAM1
DE_PDLSC_GSE99958	down	LXN
DE_PDLSC_GSE99958	down	LOC728392
DE_PDLSC_GSE99958	down	EXT1
DE_PDLSC_GSE99958	down	KIF2C
DE_PDLSC_GSE99958	down	KCNG1
DE_PDLSC_GSE99958	down	MTHFD1L
DE_DPSC_GSE226347	up	C2CD4B
DE_DPSC_GSE226347	up	GDF15
DE_DPSC_GSE226347	up	LEF1
DE_DPSC_GSE226347	up	C5AR2
DE_DPSC_GSE226347	up	RP1-239B22.5
DE_DPSC_GSE226347	up	AC009014.3
DE_DPSC_GSE226347	up	CXCR4
DE_DPSC_GSE226347	up	NKD1
DE_DPSC_GSE226347	up	PARM1
DE_DPSC_GSE226347	up	BEGAIN
DE_DPSC_GSE226347	up	NRROS
DE_DPSC_GSE226347	up	DIO3
DE_DPSC_GSE226347	up	SHC4
DE_DPSC_GSE226347	up	LINC00473
DE_DPSC_GSE226347	up	AC139100.2
DE_DPSC_GSE226347	up	AC004057.1
DE_DPSC_GSE226347	up	LINC00622
DE_DPSC_GSE226347	up	C11orf96
DE_DPSC_GSE226347	up	IRX3
DE_DPSC_GSE226347	up	QRICH2
DE_DPSC_GSE226347	up	IL1RN
DE_DPSC_GSE226347	down	LINC00968
DE_DPSC_GSE226347	down	SMAD9
DE_DPSC_GSE226347	down	TNS1
DE_DPSC_GSE226347	down	ELN
DE_DPSC_GSE226347	down	N4BP3
DE_DPSC_GSE226347	down	KIAA1644
DE_DPSC_GSE226347	down	SULF1
DE_DPSC_GSE226347	down	ALPK2
DE_DPSC_GSE226347	down	NAV3
DE_DPSC_GSE226347	down	HERC3
DE_DPSC_GSE226347	down	NEDD4
DE_DPSC_GSE226347	down	ZEB2
DE_DPSC_GSE226347	down	SMURF2
DE_DPSC_GSE226347	down	KAT6A
DE_DPSC_GSE226347	down	KLF12
DE_DPSC_GSE226347	down	MBNL1
DE_DPSC_GSE226347	down	PTGFR
DE_DPSC_GSE226347	down	KLF7
DE_DPSC_GSE226347	down	SLC39A10
DE_DPSC_GSE226347	down	DPYD
DE_GSC_GSE226347	up	RNA28S5
DE_GSC_GSE226347	up	AC007969.5
DE_GSC_GSE226347	up	RP11-592N21.1
DE_GSC_GSE226347	up	MAGED4B
DE_GSC_GSE226347	up	PPAP2C
DE_GSC_GSE226347	up	RN7SL1
DE_GSC_GSE226347	up	MT2P1
DE_GSC_GSE226347	up	KCNG1
DE_GSC_GSE226347	up	TWIST2
DE_GSC_GSE226347	up	RBMXP2
DE_GSC_GSE226347	up	SYT12
DE_GSC_GSE226347	up	SLC39A4
DE_GSC_GSE226347	up	FTH1P8
DE_GSC_GSE226347	up	RPL28
DE_GSC_GSE226347	up	NENF
DE_GSC_GSE226347	up	CTD-2031P19.4
DE_GSC_GSE226347	up	ADPRHL1
DE_GSC_GSE226347	up	RAMP1
DE_GSC_GSE226347	up	ATOX1
DE_GSC_GSE226347	up	IL1RL2
DE_GSC_GSE226347	down	SERF1B
DE_GSC_GSE226347	down	UFL1
DE_GSC_GSE226347	down	LRRC37A17P
DE_GSC_GSE226347	down	GOLGA8B
DE_GSC_GSE226347	down	AKAP2
DE_GSC_GSE226347	down	RP11-490G2.2
DE_GSC_GSE226347	down	ITGA1
DE_GSC_GSE226347	down	SAMD9L
DE_GSC_GSE226347	down	RPAP2
DE_GSC_GSE226347	down	EEA1
DE_GSC_GSE226347	down	XIST
DE_GSC_GSE226347	down	CPEB2
DE_GSC_GSE226347	down	TRIM33
DE_GSC_GSE226347	down	DNAJC6
DE_GSC_GSE226347	down	RAPH1
DE_GSC_GSE226347	down	KIAA1033
DE_GSC_GSE226347	down	RP6-42F4.1
DE_GSC_GSE226347	down	CEP350
DE_GSC_GSE226347	down	MKX
DE_GSC_GSE226347	down	OSBP2
DE_SHED_GSE266257	up	MMP1
DE_SHED_GSE266257	up	IGFBP5
DE_SHED_GSE266257	up	TGM2
DE_SHED_GSE266257	up	SFRP1
DE_SHED_GSE266257	up	TES
DE_SHED_GSE266257	up	EPSTI1
DE_SHED_GSE266257	up	RGCC
DE_SHED_GSE266257	up	CLU
DE_SHED_GSE266257	up	SYNPO2
DE_SHED_GSE266257	up	CBLN2
DE_SHED_GSE266257	up	PDGFD
DE_SHED_GSE266257	up	GCNT1
DE_SHED_GSE266257	up	WNT16
DE_SHED_GSE266257	up	PAMR1
DE_SHED_GSE266257	up	SMOC1
DE_SHED_GSE266257	up	DLX5
DE_SHED_GSE266257	up	MSX2
DE_SHED_GSE266257	up	VAT1L
DE_SHED_GSE266257	up	SLIT2
DE_SHED_GSE266257	up	ABI3BP
DE_SHED_GSE266257	up	LIMCH1
DE_SHED_GSE266257	up	TFPI2
DE_SHED_GSE266257	up	VCAM1
DE_SHED_GSE266257	up	CSGALNACT1
DE_SHED_GSE266257	up	WNT2
DE_SHED_GSE266257	up	PLXDC2
DE_SHED_GSE266257	up	IGFBP3
DE_SHED_GSE266257	up	EFEMP1
DE_SHED_GSE266257	up	FAM20A
DE_SHED_GSE266257	up	RAC2
DE_SHED_GSE266257	up	CLDN11
DE_SHED_GSE266257	up	EDNRB
DE_SHED_GSE266257	up	KRT19
DE_SHED_GSE266257	up	ENPP2
DE_SHED_GSE266257	up	NID2
DE_SHED_GSE266257	up	CDH6
DE_SHED_GSE266257	up	SCARA3
DE_SHED_GSE266257	up	TGFBI
DE_SHED_GSE266257	up	ADAMTS1
DE_SHED_GSE266257	up	MME
DE_SHED_GSE266257	up	SCN9A
DE_SHED_GSE266257	up	CYTL1
DE_SHED_GSE266257	up	TRHDE
DE_SHED_GSE266257	up	SIX2
DE_SHED_GSE266257	up	COLEC12
DE_SHED_GSE266257	up	AFAP1
DE_SHED_GSE266257	up	NPR3
DE_SHED_GSE266257	up	PERP
DE_SHED_GSE266257	up	NSG1
DE_SHED_GSE266257	up	RP4-555D20.2
DE_SHED_GSE266257	up	CHL1
DE_SHED_GSE266257	up	ANXA3
DE_SHED_GSE266257	up	ZNF185
DE_SHED_GSE266257	up	F10
DE_SHED_GSE266257	up	S100A16
DE_SHED_GSE266257	up	TNC
DE_SHED_GSE266257	up	ALX4
DE_SHED_GSE266257	up	ABCB1
DE_SHED_GSE266257	up	TCEAL7
DE_SHED_GSE266257	up	PVRL3
DE_SHED_GSE266257	up	FENDRR
DE_SHED_GSE266257	up	PNMAL1
DE_SHED_GSE266257	up	TMEM100
DE_SHED_GSE266257	up	ATP1B1
DE_SHED_GSE266257	up	SEMA3A
DE_SHED_GSE266257	up	CHST15
DE_SHED_GSE266257	up	PDCD4
DE_SHED_GSE266257	up	SLC7A2
DE_SHED_GSE266257	up	PTGR1
DE_SHED_GSE266257	up	LY6K
DE_SHED_GSE266257	up	MATN2
DE_SHED_GSE266257	up	PLAG1
DE_SHED_GSE266257	up	KLHL13
DE_SHED_GSE266257	up	DNAJC15
DE_SHED_GSE266257	up	EFCAB4B
DE_SHED_GSE266257	up	KIF22
DE_SHED_GSE266257	up	CCDC50
DE_SHED_GSE266257	up	PLA2G16
DE_SHED_GSE266257	up	KITLG
DE_SHED_GSE266257	up	BDKRB2
DE_SHED_GSE266257	up	ENOX1
DE_SHED_GSE266257	up	MYH10
DE_SHED_GSE266257	up	PYGL
DE_SHED_GSE266257	up	STEAP1B
DE_SHED_GSE266257	up	BNC1
DE_SHED_GSE266257	up	S1PR3
DE_SHED_GSE266257	up	PTGS1
DE_SHED_GSE266257	up	LYPD1
DE_SHED_GSE266257	up	BEX4
DE_SHED_GSE266257	up	SLC27A6
DE_SHED_GSE266257	up	PLAT
DE_SHED_GSE266257	up	ADAMTS12
DE_SHED_GSE266257	up	SEZ6L2
DE_SHED_GSE266257	up	MBP
DE_SHED_GSE266257	up	OXTR
DE_SHED_GSE266257	up	CDCP1
DE_SHED_GSE266257	up	NABP1
DE_SHED_GSE266257	up	RP11-121L10.3
DE_SHED_GSE266257	up	ESM1
DE_SHED_GSE266257	up	ARHGEF28
DE_SHED_GSE266257	up	ID4
DE_SHED_GSE266257	up	F2RL1
DE_SHED_GSE266257	up	MEST
DE_SHED_GSE266257	up	ERAP2
DE_SHED_GSE266257	up	LEPREL1
DE_SHED_GSE266257	up	MMP3
DE_SHED_GSE266257	up	THBS4
DE_SHED_GSE266257	up	ITGA6
DE_SHED_GSE266257	up	FRMD4A
DE_SHED_GSE266257	up	HTRA3
DE_SHED_GSE266257	up	HSPB6
DE_SHED_GSE266257	up	ALX3
DE_SHED_GSE266257	up	SOX9
DE_SHED_GSE266257	up	SKAP2
DE_SHED_GSE266257	up	AMPH
DE_SHED_GSE266257	up	BAMBI
DE_SHED_GSE266257	up	NRP2
DE_SHED_GSE266257	up	TMEM200A
DE_SHED_GSE266257	up	LSAMP
DE_SHED_GSE266257	up	SRGN
DE_SHED_GSE266257	up	MMD
DE_SHED_GSE266257	up	CFH
DE_SHED_GSE266257	up	MECOM
DE_SHED_GSE266257	up	FILIP1L
DE_SHED_GSE266257	up	FLT1
DE_SHED_GSE266257	up	TNFRSF21
DE_SHED_GSE266257	up	PAX3
DE_SHED_GSE266257	up	RP11-11N9.4
DE_SHED_GSE266257	up	TMEM97
DE_SHED_GSE266257	up	MAPK3
DE_SHED_GSE266257	up	LPAR3
DE_SHED_GSE266257	up	BAALC
DE_SHED_GSE266257	up	RAB27B
DE_SHED_GSE266257	up	DPY19L2P1
