sample	condition	prog_AMS	prog_UC	prog_noISG
Cyst_1	Cyst	-0.0214800913259759	-0.00586090556872015	-0.0172438265824042
Cyst_2	Cyst	-0.0282518673369934	-0.00808631976122248	-0.0206472094676421
Cyst_3	Cyst	-0.0228651786372329	-0.00564977701076334	-0.0170570638906488
Cyst_4	Cyst	0.000265152584431773	0.000401979895204037	0.00566266172497211
MRONJ_1	MRONJ	0.00442033403341163	0.000194448129819396	0.00331614477698467
MRONJ_3	MRONJ	0.0104361431030052	0.00101354123344582	0.0135931094984736
MRONJ_4	MRONJ	-0.00489795848210572	-0.00367047265745375	-0.00351382917280446
MRONJ_5	MRONJ	0.000505555321517838	-0.000779047848166417	-0.00278912763305462
