compartment	prog_AMS	prog_UC	osteo_AMS	osteo_UC
Myeloid	0.0380928586086802	0.0123253821828259	0.325709258433933	0.160671222129951
Bcell_plasma	0.0282277811249463	0.0118308488688836	0.277782027928989	0.171607328209679
Osteoclast	0.0159879402022616	0.00433567196478115	0.717874291891598	0.273385691053744
Tcell	-0.0028219508252713	-0.000102935367952764	0.211800568801076	0.135923710292247
Epithelial	-0.00573018891441127	-0.000808548526851604	0.267947452539044	0.154825420739991
Mesenchymal_osteo	-0.0128770475078222	-0.00396640805923011	1.30938616680166	0.305818717080888
Endothelial	-0.0262705651300324	-0.00767091749745783	0.239089367209011	0.156415682941756
