gene	cell_type	is_dysregulated	abs_avg_log2FC	dataset
BGN	Osteo_MSC	FALSE	0.631001121739282	GSE295106
CENPL	Osteo_MSC	FALSE	0.667584407773421	GSE295106
BIRC2	Osteo_MSC	FALSE	0.689379647837558	GSE295106
ZFP942	Osteo_MSC	FALSE	0.898187445652631	GSE295106
HMGXB3	Osteo_MSC	FALSE	0.745986033169317	GSE295106
PDE10A	Osteo_MSC	FALSE	1.59107044867622	GSE295106
NECTIN1	Osteo_MSC	FALSE	0.985270357121572	GSE295106
KAZALD1	Osteo_MSC	FALSE	1.47732951891099	GSE295106
PRKAG1	Osteo_MSC	FALSE	0.383940088698653	GSE295106
SUPT20	Osteo_MSC	FALSE	0.765406062480575	GSE295106
ZBTB11	Osteo_MSC	FALSE	0.290460563093395	GSE295106
PTPRE	Osteo_MSC	FALSE	0.38639450187633	GSE295106
COL9A2	Osteo_MSC	FALSE	1.48558031977301	GSE295106
EIF4ENIF1	Osteo_MSC	FALSE	0.346649168567537	GSE295106
POU2F2	Osteo_MSC	FALSE	0.696366427582155	GSE295106
EVI5	Osteo_MSC	FALSE	0.361277279155188	GSE295106
SELENOP	Osteo_MSC	FALSE	0.889857391812953	GSE295106
ARHGAP11A	Osteo_MSC	FALSE	0.916150377849569	GSE295106
TAF3	Osteo_MSC	FALSE	0.584868449169343	GSE295106
HEXA	Osteo_MSC	FALSE	0.353680446878238	GSE295106
SP4	Osteo_MSC	FALSE	0.554191348041155	GSE295106
RFFL	Osteo_MSC	FALSE	0.637036854212927	GSE295106
TRIM16	Osteo_MSC	FALSE	1.03015646870332	GSE295106
MPC2	Osteo_MSC	FALSE	0.305186191945418	GSE295106
ANTXR1	Osteo_MSC	FALSE	0.825704636460842	GSE295106
SSR4	Osteo_MSC	FALSE	0.698483148673134	GSE295106
MED14	Osteo_MSC	FALSE	0.682928328457966	GSE295106
PUS1	Osteo_MSC	FALSE	0.358485454298626	GSE295106
ANKRD13C	Osteo_MSC	FALSE	0.794210882365604	GSE295106
SAMD4B	Osteo_MSC	FALSE	0.298626772132392	GSE295106
CLPB	Osteo_MSC	FALSE	1.0468837999244	GSE295106
TNK2	Osteo_MSC	FALSE	1.36930268238364	GSE295106
PDE3B	Osteo_MSC	FALSE	0.520214129958822	GSE295106
PACS2	Osteo_MSC	FALSE	0.909145307734405	GSE295106
PREX1	Osteo_MSC	FALSE	0.850723478455219	GSE295106
RPS6KA2	Osteo_MSC	FALSE	0.448147395829518	GSE295106
CEBPB	Osteo_MSC	FALSE	0.57831861667804	GSE295106
RBM14	Osteo_MSC	FALSE	0.389463673489514	GSE295106
SCAF1	Osteo_MSC	FALSE	1.00763033165083	GSE295106
COL6A1	Osteo_MSC	FALSE	0.61287739178381	GSE295106
TRPM2	Osteo_MSC	FALSE	1.32926829243106	GSE295106
SDK1	Osteo_MSC	FALSE	0.872253779421817	GSE295106
ARHGAP5	Osteo_MSC	FALSE	0.865677368081214	GSE295106
ING2	Osteo_MSC	FALSE	0.532996722556542	GSE295106
TSPAN14	Osteo_MSC	FALSE	0.553275888732537	GSE295106
RNF4	Osteo_MSC	FALSE	0.251393531547897	GSE295106
PPME1	Osteo_MSC	FALSE	0.670505886259202	GSE295106
MEPCE	Osteo_MSC	FALSE	0.959600284310401	GSE295106
EID1	Osteo_MSC	FALSE	0.327675184754889	GSE295106
DLG4	Osteo_MSC	FALSE	1.2326664696302	GSE295106
SLC39A1	Osteo_MSC	FALSE	0.342747595078918	GSE295106
CPQ	Osteo_MSC	FALSE	0.868767556525217	GSE295106
CACNA1C	Osteo_MSC	FALSE	0.887679051838415	GSE295106
RNF169	Osteo_MSC	FALSE	0.631212078419705	GSE295106
GABARAP	Osteo_MSC	FALSE	0.516429827093055	GSE295106
PITPNA	Osteo_MSC	FALSE	0.278314456353423	GSE295106
ZFP277	Osteo_MSC	FALSE	0.896284597209648	GSE295106
PPIG	Osteo_MSC	FALSE	0.260343057064055	GSE295106
FAT3	Osteo_MSC	FALSE	1.65281927398217	GSE295106
OS9	Osteo_MSC	FALSE	0.286064320041687	GSE295106
MSL1	Osteo_MSC	FALSE	0.592322513490606	GSE295106
SPACA6	Osteo_MSC	FALSE	1.54447003492833	GSE295106
HPCAL1	Osteo_MSC	FALSE	0.575696573142079	GSE295106
NRP2	Osteo_MSC	FALSE	0.51934897976126	GSE295106
PCSK7	Osteo_MSC	FALSE	0.314572518362341	GSE295106
PTGES	Osteo_MSC	FALSE	0.646128947403912	GSE295106
LRP12	Osteo_MSC	FALSE	0.732809135793743	GSE295106
CAMK2D	Osteo_MSC	FALSE	0.575263858222027	GSE295106
YPEL1	Osteo_MSC	FALSE	1.07861917154941	GSE295106
GM8251	Osteo_MSC	FALSE	1.58106722044962	GSE295106
SOBP	Osteo_MSC	FALSE	0.890572804667025	GSE295106
MEA1	Osteo_MSC	FALSE	0.955592022526265	GSE295106
KIT	Osteo_MSC	FALSE	0.596330518806275	GSE295106
KCNQ1	Osteo_MSC	FALSE	1.26737597228692	GSE295106
AIRN	Osteo_MSC	FALSE	0.25582529424328	GSE295106
H2-DMA	Osteo_MSC	FALSE	0.434339014851066	GSE295106
ZFP868	Osteo_MSC	FALSE	0.527915474747078	GSE295106
ID4	Osteo_MSC	FALSE	0.908472510377797	GSE295106
PFKP	Osteo_MSC	FALSE	0.292032843191677	GSE295106
NT5C2	Osteo_MSC	FALSE	0.342934994863613	GSE295106
RIC1	Osteo_MSC	FALSE	0.255951736024226	GSE295106
RBM42	Osteo_MSC	FALSE	0.376631231342534	GSE295106
MLXIP	Osteo_MSC	FALSE	0.596503922362641	GSE295106
DDRGK1	Osteo_MSC	FALSE	0.259103342775181	GSE295106
SESN2	Osteo_MSC	FALSE	0.649011637079227	GSE295106
TAF11	Osteo_MSC	FALSE	0.499673670882647	GSE295106
SNRPB2	Osteo_MSC	FALSE	0.296909888742817	GSE295106
ZBTB34	Osteo_MSC	FALSE	1.38381838334546	GSE295106
PRKX	Osteo_MSC	FALSE	0.726648809346224	GSE295106
RBFOX2	Osteo_MSC	FALSE	0.599139149230419	GSE295106
KCNH1	Osteo_MSC	FALSE	2.24634393960411	GSE295106
MLEC	Osteo_MSC	FALSE	0.386460717081813	GSE295106
SRSF11	Osteo_MSC	FALSE	0.265320701871438	GSE295106
DCAKD	Osteo_MSC	FALSE	1.04689312403727	GSE295106
USO1	Osteo_MSC	FALSE	0.381450495150156	GSE295106
B4GALT6	Osteo_MSC	FALSE	0.690685436616323	GSE295106
CEP350	Osteo_MSC	FALSE	0.604991166121862	GSE295106
WNT5A	Osteo_MSC	FALSE	0.779902635768341	GSE295106
MDGA1	Osteo_MSC	FALSE	1.20694931713511	GSE295106
CLMP	Osteo_MSC	FALSE	0.397954681147737	GSE295106
ACAA1A	Osteo_MSC	FALSE	0.569267597812052	GSE295106
TCN2	Osteo_MSC	FALSE	0.816091883450863	GSE295106
MARCH6	Osteo_MSC	FALSE	0.339598351800642	GSE295106
ABHD17B	Osteo_MSC	FALSE	0.261721062114793	GSE295106
DDAH2	Osteo_MSC	FALSE	1.33180319695483	GSE295106
FLOT2	Osteo_MSC	FALSE	0.303931950501763	GSE295106
PID1	Osteo_MSC	FALSE	0.535018613913508	GSE295106
PLEKHA2	Osteo_MSC	FALSE	0.397215803826534	GSE295106
PLD4	Osteo_MSC	FALSE	0.785608610125842	GSE295106
WDR20	Osteo_MSC	FALSE	0.857494505956504	GSE295106
WASL	Osteo_MSC	FALSE	0.458194313477919	GSE295106
ACBD5	Osteo_MSC	FALSE	0.362917187055361	GSE295106
GLCE	Osteo_MSC	FALSE	0.79721984505197	GSE295106
AKAP8	Osteo_MSC	FALSE	0.274814123037888	GSE295106
PATZ1	Osteo_MSC	FALSE	1.13684300800169	GSE295106
1700109H08RIK	Osteo_MSC	FALSE	0.404773841252461	GSE295106
GM15559	Osteo_MSC	FALSE	1.3678158967244	GSE295106
AMPD1	Osteo_MSC	FALSE	0.934362062102388	GSE295106
FRMD6	Osteo_MSC	FALSE	0.421034131650092	GSE295106
CLEC4E	Osteo_MSC	FALSE	1.05383533317602	GSE295106
MYO1F	Osteo_MSC	FALSE	0.477215027485297	GSE295106
CEP192	Osteo_MSC	FALSE	0.552442685766601	GSE295106
CCNYL1	Osteo_MSC	FALSE	0.472369789842747	GSE295106
BORA	Osteo_MSC	FALSE	1.4040253014906	GSE295106
SHB	Osteo_MSC	FALSE	0.704301188085604	GSE295106
UBE2Q2	Osteo_MSC	FALSE	0.512531386871131	GSE295106
GM12940	Osteo_MSC	FALSE	0.69894327309588	GSE295106
OSGEP	Osteo_MSC	FALSE	0.457944283414659	GSE295106
2210016F16RIK	Osteo_MSC	FALSE	0.698304355150851	GSE295106
NDUFA4L2	Osteo_MSC	FALSE	0.647840717325181	GSE295106
TPM2	Osteo_MSC	FALSE	0.767421328487182	GSE295106
GM44649	Osteo_MSC	FALSE	1.79927905982211	GSE295106
NBR1	Osteo_MSC	FALSE	0.766493573628027	GSE295106
PURA	Osteo_MSC	FALSE	0.360928091336383	GSE295106
ZFP407	Osteo_MSC	FALSE	0.332538376270301	GSE295106
ZFP219	Osteo_MSC	FALSE	1.33646811360149	GSE295106
CCL25	Osteo_MSC	FALSE	0.949187930564115	GSE295106
TOGARAM1	Osteo_MSC	FALSE	0.341701145219505	GSE295106
ZFP267	Osteo_MSC	FALSE	1.25354949468879	GSE295106
STIMATE	Osteo_MSC	FALSE	0.678780730281794	GSE295106
SAMD4	Osteo_MSC	FALSE	0.572645467462148	GSE295106
ZFR	Osteo_MSC	FALSE	0.3471474545176	GSE295106
UBE2E2	Osteo_MSC	FALSE	0.75080190893833	GSE295106
SAG	Osteo_MSC	FALSE	0.705668509015998	GSE295106
KLHDC3	Osteo_MSC	FALSE	0.473833336345163	GSE295106
DPH5	Osteo_MSC	FALSE	1.12765329937948	GSE295106
S100A9	Osteo_MSC	FALSE	0.374642745719292	GSE295106
NAA38	Osteo_MSC	FALSE	0.450832790286867	GSE295106
EYA4	Osteo_MSC	FALSE	1.1698280310612	GSE295106
CSPG4	Osteo_MSC	FALSE	0.916031121825833	GSE295106
TBC1D8	Osteo_MSC	FALSE	0.51100869797413	GSE295106
CKB	Osteo_MSC	FALSE	0.661539160115124	GSE295106
ANTXR2	Osteo_MSC	FALSE	0.369651670675704	GSE295106
TM6SF1	Osteo_MSC	FALSE	0.457310292254749	GSE295106
WDR82	Osteo_MSC	FALSE	0.493042328479073	GSE295106
PRAM1	Osteo_MSC	FALSE	0.881581332612564	GSE295106
PQLC1	Osteo_MSC	FALSE	0.332296655198686	GSE295106
EDEM1	Osteo_MSC	FALSE	0.258637445277943	GSE295106
CD86	Osteo_MSC	FALSE	0.562947237342556	GSE295106
DCLRE1C	Osteo_MSC	FALSE	0.259325234468651	GSE295106
SCMH1	Osteo_MSC	FALSE	0.567309158327701	GSE295106
MYLIP	Osteo_MSC	FALSE	0.833886827378243	GSE295106
SKA3	Osteo_MSC	FALSE	0.555778823379645	GSE295106
PSIP1	Osteo_MSC	FALSE	0.442706592499922	GSE295106
HECTD4	Osteo_MSC	FALSE	0.44370492690273	GSE295106
TRAF6	Osteo_MSC	FALSE	0.604529162314453	GSE295106
ITGA5	Osteo_MSC	FALSE	0.445162933954442	GSE295106
CFP	Osteo_MSC	FALSE	0.540853612944211	GSE295106
ALMS1	Osteo_MSC	FALSE	1.78266132098795	GSE295106
TNFRSF11B	Osteo_MSC	FALSE	1.78818842179873	GSE295106
EPN1	Osteo_MSC	FALSE	0.361505134509287	GSE295106
DENND5B	Osteo_MSC	FALSE	0.668085016003711	GSE295106
HIPK3	Osteo_MSC	FALSE	0.26732770870961	GSE295106
KALRN	Osteo_MSC	FALSE	0.670556477551845	GSE295106
RBP1	Osteo_MSC	FALSE	0.815308164973747	GSE295106
IMPACT	Osteo_MSC	FALSE	0.945082406420617	GSE295106
SUGCT	Osteo_MSC	FALSE	1.63751040405404	GSE295106
ZFP35	Osteo_MSC	FALSE	1.69080024419414	GSE295106
ATXN1	Osteo_MSC	FALSE	0.320406914398554	GSE295106
SHMT1	Osteo_MSC	FALSE	1.20101412608579	GSE295106
GM37240	Osteo_MSC	FALSE	0.654496788332034	GSE295106
GBF1	Osteo_MSC	FALSE	0.436557571523111	GSE295106
ST3GAL5	Osteo_MSC	FALSE	0.348713340950077	GSE295106
MRPL28	Osteo_MSC	FALSE	0.317154380210452	GSE295106
ST6GALNAC6	Osteo_MSC	FALSE	0.601849521043105	GSE295106
DCLK1	Osteo_MSC	FALSE	1.00902727761744	GSE295106
MAP2K1	Osteo_MSC	FALSE	0.484919682152561	GSE295106
GLUL	Osteo_MSC	FALSE	0.672521042644177	GSE295106
SLC25A33	Osteo_MSC	FALSE	0.832243169570598	GSE295106
ZDHHC17	Osteo_MSC	FALSE	0.773073690293579	GSE295106
UBQLN4	Osteo_MSC	FALSE	1.02848209351761	GSE295106
PFKFB3	Osteo_MSC	FALSE	0.725628084903696	GSE295106
KLHL11	Osteo_MSC	FALSE	1.19625922077182	GSE295106
ERMP1	Osteo_MSC	FALSE	0.628412599873701	GSE295106
CUL7	Osteo_MSC	FALSE	0.647759183399641	GSE295106
N4BP2	Osteo_MSC	FALSE	0.663083733016549	GSE295106
SGSM2	Osteo_MSC	FALSE	0.86577121050688	GSE295106
FOXJ3	Osteo_MSC	FALSE	0.337249364849765	GSE295106
FCHO2	Osteo_MSC	FALSE	0.272413300431514	GSE295106
FGD4	Osteo_MSC	FALSE	0.609533360545271	GSE295106
DYRK2	Osteo_MSC	FALSE	0.61521656737641	GSE295106
ZC3HC1	Osteo_MSC	FALSE	0.903357016200645	GSE295106
PATJ	Osteo_MSC	FALSE	0.951384779956665	GSE295106
PRR3	Osteo_MSC	FALSE	1.10253745394594	GSE295106
TMEM50A	Osteo_MSC	FALSE	0.250161579108327	GSE295106
ITFG2	Osteo_MSC	FALSE	1.14793412876471	GSE295106
PCDH7	Osteo_MSC	FALSE	1.13676420691185	GSE295106
RBBP8	Osteo_MSC	FALSE	0.282116108184917	GSE295106
HOMER1	Osteo_MSC	FALSE	0.887391182712247	GSE295106
DOCK5	Osteo_MSC	FALSE	0.635302824744438	GSE295106
GM43305	Osteo_MSC	FALSE	1.57737666036128	GSE295106
CHCHD3	Osteo_MSC	FALSE	0.451914402755967	GSE295106
BAZ2A	Osteo_MSC	FALSE	0.607540809844455	GSE295106
RPL22L1	Osteo_MSC	FALSE	0.547360531983423	GSE295106
UBE4A	Osteo_MSC	FALSE	0.882069704490722	GSE295106
ABHD10	Osteo_MSC	FALSE	1.39935166723758	GSE295106
ALPK1	Osteo_MSC	FALSE	0.546678015559492	GSE295106
ITPK1	Osteo_MSC	FALSE	0.524643339458926	GSE295106
LIAS	Osteo_MSC	FALSE	0.966366033179374	GSE295106
AKAP11	Osteo_MSC	FALSE	0.613875677664225	GSE295106
UQCRC1	Osteo_MSC	FALSE	0.289320234777396	GSE295106
TMEM140	Osteo_MSC	FALSE	1.53904691441135	GSE295106
ADAM15	Osteo_MSC	FALSE	0.436212383024095	GSE295106
MMP23	Osteo_MSC	FALSE	1.42588396450409	GSE295106
KCMF1	Osteo_MSC	FALSE	0.31680277087694	GSE295106
GM2A	Osteo_MSC	FALSE	0.547950393712191	GSE295106
RASSF1	Osteo_MSC	FALSE	0.417967850131057	GSE295106
PARP9	Osteo_MSC	FALSE	0.773178761077657	GSE295106
GBP3	Osteo_MSC	FALSE	1.38483650958141	GSE295106
PRKAB2	Osteo_MSC	FALSE	0.683909833122207	GSE295106
TSPAN9	Osteo_MSC	FALSE	0.597790786159687	GSE295106
IRF1	Osteo_MSC	FALSE	0.340024129535879	GSE295106
ESCO1	Osteo_MSC	FALSE	0.652996486711556	GSE295106
ADD3	Osteo_MSC	FALSE	0.609827408061739	GSE295106
NAF1	Osteo_MSC	FALSE	0.884968371391684	GSE295106
OLFML2B	Osteo_MSC	FALSE	0.598533011593042	GSE295106
PCYOX1	Osteo_MSC	FALSE	0.656825615567073	GSE295106
CC2D1B	Osteo_MSC	FALSE	1.06255496558179	GSE295106
AAMDC	Osteo_MSC	FALSE	0.337994491545874	GSE295106
TBK1	Osteo_MSC	FALSE	0.441643003518107	GSE295106
TAF13	Osteo_MSC	FALSE	1.06801816284208	GSE295106
HBEGF	Osteo_MSC	FALSE	0.560815973940115	GSE295106
PANX1	Osteo_MSC	FALSE	0.976402509683059	GSE295106
1110002L01RIK	Osteo_MSC	FALSE	0.982499009688786	GSE295106
KLF11	Osteo_MSC	FALSE	0.552858142190759	GSE295106
VAPB	Osteo_MSC	FALSE	0.614665158090825	GSE295106
SLC9A9	Osteo_MSC	FALSE	0.903069230669821	GSE295106
IGF2	Osteo_MSC	FALSE	1.38374761442283	GSE295106
PPM1E	Osteo_MSC	FALSE	0.788625164785025	GSE295106
ITPRID2	Osteo_MSC	FALSE	0.654713217271672	GSE295106
PARP12	Osteo_MSC	FALSE	0.940901090195346	GSE295106
HK3	Osteo_MSC	FALSE	0.269504992777244	GSE295106
CCNF	Osteo_MSC	FALSE	0.765149528007393	GSE295106
ACAA2	Osteo_MSC	FALSE	0.420733694654768	GSE295106
EIF5A	Osteo_MSC	FALSE	0.585793053194801	GSE295106
NAV1	Osteo_MSC	FALSE	0.759894728647284	GSE295106
TXLNA	Osteo_MSC	FALSE	0.482746909604997	GSE295106
IMPDH1	Osteo_MSC	FALSE	0.811075721747801	GSE295106
DEDD2	Osteo_MSC	FALSE	0.529272879204622	GSE295106
CLASP1	Osteo_MSC	FALSE	0.485560221666253	GSE295106
MGRN1	Osteo_MSC	FALSE	0.853909506362402	GSE295106
B830012L14RIK	Osteo_MSC	FALSE	0.318228310892763	GSE295106
APAF1	Osteo_MSC	FALSE	0.433998794340082	GSE295106
DCHS1	Osteo_MSC	FALSE	1.2699313997351	GSE295106
UBE2Z	Osteo_MSC	FALSE	0.358560559141081	GSE295106
AXIN1	Osteo_MSC	FALSE	0.508372633686404	GSE295106
ADIPOR2	Osteo_MSC	FALSE	0.341012212904561	GSE295106
CHST8	Osteo_MSC	FALSE	2.12028184825816	GSE295106
ARHGAP32	Osteo_MSC	FALSE	0.605617517889256	GSE295106
NRP1	Osteo_MSC	FALSE	0.255494011309202	GSE295106
SYAP1	Osteo_MSC	FALSE	0.271959628993112	GSE295106
APOD	Osteo_MSC	FALSE	1.85024842074119	GSE295106
PALLD	Osteo_MSC	FALSE	0.60823985278575	GSE295106
TRIM2	Osteo_MSC	FALSE	1.23555385587547	GSE295106
CD93	Osteo_MSC	FALSE	0.681197226450835	GSE295106
NADK	Osteo_MSC	FALSE	0.339403899652306	GSE295106
INTS1	Osteo_MSC	FALSE	0.834390382061255	GSE295106
TASP1	Osteo_MSC	FALSE	1.03675779014301	GSE295106
LONP1	Osteo_MSC	FALSE	0.625212277960606	GSE295106
8030462N17RIK	Osteo_MSC	FALSE	0.36380094540461	GSE295106
PHF23	Osteo_MSC	FALSE	0.524079433646574	GSE295106
SKIV2L	Osteo_MSC	FALSE	1.21950600888749	GSE295106
ATRN	Osteo_MSC	FALSE	0.477864982626872	GSE295106
CORO7	Osteo_MSC	FALSE	0.76672105728544	GSE295106
MAP7	Osteo_MSC	FALSE	0.709462469559565	GSE295106
FAM193A	Osteo_MSC	FALSE	0.486308091044653	GSE295106
MMS19	Osteo_MSC	FALSE	0.636047124634881	GSE295106
TRAPPC5	Osteo_MSC	FALSE	0.834028961676583	GSE295106
ZFP740	Osteo_MSC	FALSE	1.303016139162	GSE295106
TLE1	Osteo_MSC	FALSE	0.641325775567739	GSE295106
ST3GAL3	Osteo_MSC	FALSE	0.670288904541579	GSE295106
NPNT	Osteo_MSC	FALSE	1.66801570557056	GSE295106
ENG	Osteo_MSC	FALSE	0.679750390762752	GSE295106
RFC1	Osteo_MSC	FALSE	0.392438692094693	GSE295106
PDE4D	Osteo_MSC	FALSE	0.306606185776032	GSE295106
LUC7L	Osteo_MSC	FALSE	0.373449594622937	GSE295106
PLAA	Osteo_MSC	FALSE	0.317721105670291	GSE295106
RMND5B	Osteo_MSC	FALSE	0.417464689381029	GSE295106
DIP2C	Osteo_MSC	FALSE	0.486932213325586	GSE295106
CCM2	Osteo_MSC	FALSE	0.271794605512661	GSE295106
CENPN	Osteo_MSC	FALSE	1.31544080196843	GSE295106
SPATA2	Osteo_MSC	FALSE	1.14932559640372	GSE295106
RNF217	Osteo_MSC	FALSE	0.429576821169862	GSE295106
PLA2G5	Osteo_MSC	FALSE	2.19872285046368	GSE295106
FRRS1	Osteo_MSC	FALSE	0.537973858858467	GSE295106
PHKB	Osteo_MSC	FALSE	0.707459777590348	GSE295106
HIST1H3E	Osteo_MSC	FALSE	0.362701219276304	GSE295106
KDM3B	Osteo_MSC	FALSE	0.457329583697961	GSE295106
TXNRD1	Osteo_MSC	FALSE	0.348059735862941	GSE295106
ECHS1	Osteo_MSC	FALSE	0.306732287799174	GSE295106
GM16062	Osteo_MSC	FALSE	1.16384300685037	GSE295106
ZFP710	Osteo_MSC	FALSE	0.838454585065463	GSE295106
COQ8B	Osteo_MSC	FALSE	0.814512711401756	GSE295106
SCAI	Osteo_MSC	FALSE	0.802227005635382	GSE295106
MTTP	Osteo_MSC	FALSE	2.26556940336243	GSE295106
NAALADL2	Osteo_MSC	FALSE	0.865945886684038	GSE295106
GATAD2A	Osteo_MSC	FALSE	0.329723158982328	GSE295106
BZW2	Osteo_MSC	FALSE	0.838452285863753	GSE295106
TMEM156	Osteo_MSC	FALSE	0.691649786697381	GSE295106
PCK2	Osteo_MSC	FALSE	0.538760918740957	GSE295106
HDAC9	Osteo_MSC	FALSE	0.556385322528961	GSE295106
ANXA3	Osteo_MSC	FALSE	0.340708661539734	GSE295106
ZFP597	Osteo_MSC	FALSE	0.773686822301993	GSE295106
RRM2B	Osteo_MSC	FALSE	0.832486059633764	GSE295106
AVL9	Osteo_MSC	FALSE	0.539900665725793	GSE295106
MOV10	Osteo_MSC	FALSE	0.911927370155653	GSE295106
COX16	Osteo_MSC	FALSE	0.399951066146578	GSE295106
PYGB	Osteo_MSC	FALSE	0.858267349864324	GSE295106
AGRN	Osteo_MSC	FALSE	0.742797813314836	GSE295106
GPC6	Osteo_MSC	FALSE	0.536945015559962	GSE295106
GM16272	Osteo_MSC	FALSE	1.63455085461881	GSE295106
GXYLT1	Osteo_MSC	FALSE	0.391297163359891	GSE295106
GAA	Osteo_MSC	FALSE	0.965451426624548	GSE295106
BMP2	Osteo_MSC	FALSE	1.1204300263883	GSE295106
KDM3A	Osteo_MSC	FALSE	0.380051094392603	GSE295106
PTPRO	Osteo_MSC	FALSE	1.09789927843935	GSE295106
ING1	Osteo_MSC	FALSE	0.332581695332966	GSE295106
POLR3E	Osteo_MSC	FALSE	0.651819276826418	GSE295106
NSMF	Osteo_MSC	FALSE	1.01155032978454	GSE295106
TOM1L2	Osteo_MSC	FALSE	0.359262811454228	GSE295106
NUDT18	Osteo_MSC	FALSE	0.562666432979126	GSE295106
IFT140	Osteo_MSC	FALSE	1.10994656647154	GSE295106
ERLIN1	Osteo_MSC	FALSE	0.392238162546281	GSE295106
GM20275	Osteo_MSC	FALSE	1.71275991236547	GSE295106
CMTM3	Osteo_MSC	FALSE	1.14703608105141	GSE295106
MTFR2	Osteo_MSC	FALSE	0.579929961511153	GSE295106
BSCL2	Osteo_MSC	FALSE	0.313830208619268	GSE295106
E230032D23RIK	Osteo_MSC	FALSE	1.05142486886472	GSE295106
GALNT2	Osteo_MSC	FALSE	0.58234391775425	GSE295106
CFAP53	Osteo_MSC	FALSE	1.02705603719025	GSE295106
PGRMC1	Osteo_MSC	FALSE	0.791558594388058	GSE295106
SAP18	Osteo_MSC	FALSE	0.335346236997131	GSE295106
USP54	Osteo_MSC	FALSE	1.08731896389886	GSE295106
NT5DC3	Osteo_MSC	FALSE	0.677234482272797	GSE295106
NOL11	Osteo_MSC	FALSE	0.72335521506387	GSE295106
SIN3B	Osteo_MSC	FALSE	0.29267014945496	GSE295106
SLC35D1	Osteo_MSC	FALSE	0.609668550523235	GSE295106
POMGNT1	Osteo_MSC	FALSE	0.851486442321559	GSE295106
B230354K17RIK	Osteo_MSC	FALSE	1.12703931239259	GSE295106
CNTRL	Osteo_MSC	FALSE	0.364848167146132	GSE295106
CXADR	Osteo_MSC	FALSE	1.15312688389293	GSE295106
RAI1	Osteo_MSC	FALSE	0.269425485566659	GSE295106
NRF1	Osteo_MSC	FALSE	0.335952182051066	GSE295106
4933405D12RIK	Osteo_MSC	FALSE	1.36771811092565	GSE295106
TMEM168	Osteo_MSC	FALSE	0.839220304968445	GSE295106
FAM219A	Osteo_MSC	FALSE	0.358900480637677	GSE295106
ARHGEF2	Osteo_MSC	FALSE	0.444278197411203	GSE295106
GTF2IRD1	Osteo_MSC	FALSE	0.809064601067445	GSE295106
PLAGL2	Osteo_MSC	FALSE	0.863376552900263	GSE295106
RETREG3	Osteo_MSC	FALSE	0.955639294481625	GSE295106
MAGI2	Osteo_MSC	FALSE	0.851415886234961	GSE295106
EIF2B4	Osteo_MSC	FALSE	0.764782768362702	GSE295106
MNT	Osteo_MSC	FALSE	0.620762763242183	GSE295106
APC	Osteo_MSC	FALSE	0.721419313425609	GSE295106
2610037D02RIK	Osteo_MSC	FALSE	0.514944438019519	GSE295106
SAMHD1	Osteo_MSC	FALSE	0.461328154716479	GSE295106
ELL	Osteo_MSC	FALSE	0.40469146179367	GSE295106
HMCN2	Osteo_MSC	FALSE	1.14896167789971	GSE295106
LMBRD1	Osteo_MSC	FALSE	0.312611912195953	GSE295106
SCUBE2	Osteo_MSC	FALSE	0.915706496707889	GSE295106
ZBTB39	Osteo_MSC	FALSE	1.49749950872693	GSE295106
RPA2	Osteo_MSC	FALSE	0.337060303974992	GSE295106
GM12236	Osteo_MSC	FALSE	0.79369753348271	GSE295106
EFNB1	Osteo_MSC	FALSE	1.48650777947348	GSE295106
D430042O09RIK	Osteo_MSC	FALSE	1.0017164051104	GSE295106
XPO4	Osteo_MSC	FALSE	0.468260529995036	GSE295106
ITSN1	Osteo_MSC	FALSE	0.281418784807619	GSE295106
TOB2	Osteo_MSC	FALSE	0.600713392330538	GSE295106
CLK3	Osteo_MSC	FALSE	0.314036943643747	GSE295106
RIN3	Osteo_MSC	FALSE	0.67208456600467	GSE295106
FAM120C	Osteo_MSC	FALSE	1.26758607881357	GSE295106
ARHGAP42	Osteo_MSC	FALSE	0.412853186327227	GSE295106
CUL5	Osteo_MSC	FALSE	0.277976517182731	GSE295106
PMS2	Osteo_MSC	FALSE	1.03402653288145	GSE295106
GM16093	Osteo_MSC	FALSE	1.33788549444042	GSE295106
PROSER1	Osteo_MSC	FALSE	1.13875495057648	GSE295106
USP38	Osteo_MSC	FALSE	0.834459864764734	GSE295106
SNCAIP	Osteo_MSC	FALSE	0.665178121051987	GSE295106
TRPV2	Osteo_MSC	FALSE	1.02738425861902	GSE295106
NR6A1	Osteo_MSC	FALSE	0.45020865342967	GSE295106
FLVCR1	Osteo_MSC	FALSE	0.873568452528322	GSE295106
EGR3	Osteo_MSC	FALSE	0.280738656885229	GSE295106
CNKSR3	Osteo_MSC	FALSE	0.285481841933976	GSE295106
PCOLCE2	Osteo_MSC	FALSE	1.44824604253223	GSE295106
TEX10	Osteo_MSC	FALSE	0.461496540647286	GSE295106
NFIA	Osteo_MSC	FALSE	0.649845165202446	GSE295106
OTULIN	Osteo_MSC	FALSE	0.257846596637013	GSE295106
ARHGAP1	Osteo_MSC	FALSE	0.262473414270591	GSE295106
PPFIA4	Osteo_MSC	FALSE	1.20761943551456	GSE295106
RPL36	Osteo_MSC	FALSE	0.306924517904905	GSE295106
CD274	Osteo_MSC	FALSE	0.52682479389737	GSE295106
GJC1	Osteo_MSC	FALSE	1.09859241083263	GSE295106
