gene	cell_type	is_dysregulated	abs_avg_log2FC	dataset
REPS2	Tcell	FALSE	0.31326850500906	GSE295106
EPS8	Tcell	FALSE	0.267118511605255	GSE295106
IL4RA	Tcell	FALSE	0.250573035218686	GSE295106
SLC25A53	Tcell	FALSE	0.413800977384244	GSE295106
KPNB1	Tcell	FALSE	0.287070335170522	GSE295106
MAGT1	Tcell	FALSE	0.25391950921962	GSE295106
TMEM176B	Tcell	FALSE	0.426420888265307	GSE295106
RASA4	Tcell	FALSE	0.287093398670178	GSE295106
SLC17A5	Tcell	FALSE	0.345882773086224	GSE295106
VKORC1	Tcell	FALSE	0.441942343652048	GSE295106
NCOA4	Tcell	FALSE	0.298661797839008	GSE295106
DOP1A	Tcell	FALSE	0.291559784599344	GSE295106
VEZT	Tcell	FALSE	0.269084166904039	GSE295106
LRRC47	Tcell	FALSE	0.36972092079858	GSE295106
CENPB	Tcell	FALSE	0.382187097848198	GSE295106
RGS19	Tcell	FALSE	0.565366386783182	GSE295106
TASOR	Tcell	FALSE	0.27650512768692	GSE295106
EIF2B4	Tcell	FALSE	0.51504967806157	GSE295106
ZFPM1	Tcell	FALSE	0.395140624308986	GSE295106
BCAT1	Tcell	FALSE	0.573064436461574	GSE295106
STIMATE	Tcell	FALSE	0.332986435800333	GSE295106
CCDC9	Tcell	FALSE	0.264529195347697	GSE295106
POLR3B	Tcell	FALSE	0.268493152933242	GSE295106
DSE	Tcell	FALSE	0.299582034658135	GSE295106
MTAP	Tcell	FALSE	0.489632456201824	GSE295106
RGP1	Tcell	FALSE	0.358847254350621	GSE295106
COL1A2	Tcell	FALSE	0.615136639703318	GSE295106
DCAF6	Tcell	FALSE	0.474712427829305	GSE295106
DYNC2H1	Tcell	FALSE	0.378227957969621	GSE295106
WDR73	Tcell	FALSE	0.670374146863009	GSE295106
ATM	Tcell	FALSE	0.295671846309323	GSE295106
ZFP180	Tcell	FALSE	0.376274301656917	GSE295106
CDT1	Tcell	FALSE	0.319091146585825	GSE295106
PEX1	Tcell	FALSE	0.370412189198327	GSE295106
ATRN	Tcell	FALSE	0.263026871063973	GSE295106
KLHL5	Tcell	FALSE	0.460647077720155	GSE295106
LPAR6	Tcell	FALSE	0.287548699486129	GSE295106
ARNTL	Tcell	FALSE	0.299046320390195	GSE295106
ZKSCAN14	Tcell	FALSE	0.34103349755838	GSE295106
FDX2	Tcell	FALSE	0.292307948439626	GSE295106
B3GNT5	Tcell	FALSE	0.329772415979511	GSE295106
SPG7	Tcell	FALSE	0.281502318567691	GSE295106
CASD1	Tcell	FALSE	0.331505469996287	GSE295106
ZFP429	Tcell	FALSE	0.261270256663401	GSE295106
GART	Tcell	FALSE	0.373427275862719	GSE295106
E2F2	Tcell	FALSE	0.453672172530357	GSE295106
DUSP8	Tcell	FALSE	0.254836864340845	GSE295106
GADD45G	Tcell	FALSE	0.279371107772575	GSE295106
USP45	Tcell	FALSE	0.621424413803148	GSE295106
TMEM108	Tcell	FALSE	0.319956330231231	GSE295106
ACOT7	Tcell	FALSE	0.346658881330064	GSE295106
ZFAND2B	Tcell	FALSE	0.278478044653393	GSE295106
GGTA1	Tcell	FALSE	0.25797220367057	GSE295106
ZKSCAN6	Tcell	FALSE	0.451614252574529	GSE295106
XRCC6	Tcell	FALSE	0.419517213460965	GSE295106
PKD1	Tcell	FALSE	0.344197303457083	GSE295106
RCAN1	Tcell	FALSE	0.321190915132818	GSE295106
HEATR5A	Tcell	FALSE	0.356970933445755	GSE295106
PRORP	Tcell	FALSE	0.440802944377398	GSE295106
PHKB	Tcell	FALSE	0.432204938453908	GSE295106
ST7L	Tcell	FALSE	0.289278246472207	GSE295106
TMEM63B	Tcell	FALSE	0.393222645382338	GSE295106
RAB43	Tcell	FALSE	0.283901705105903	GSE295106
2410004B18RIK	Tcell	FALSE	0.473414669561263	GSE295106
ZFP408	Tcell	FALSE	0.328606950856355	GSE295106
USP42	Tcell	FALSE	0.328428420143952	GSE295106
ZC3H4	Tcell	FALSE	0.259509028713133	GSE295106
TCN2	Tcell	FALSE	0.28824931904103	GSE295106
PSMF1	Tcell	FALSE	0.305731616987454	GSE295106
CX3CR1	Tcell	FALSE	0.402465508709524	GSE295106
CARM1	Tcell	FALSE	0.546449212668712	GSE295106
MBTPS2	Tcell	FALSE	0.348731940987137	GSE295106
ANLN	Tcell	FALSE	0.377413408605346	GSE295106
BNIP1	Tcell	FALSE	0.636178857819967	GSE295106
KDM4A	Tcell	FALSE	0.258079470152496	GSE295106
KBTBD7	Tcell	FALSE	0.404633091503159	GSE295106
TMEM64	Tcell	FALSE	0.460633038018815	GSE295106
HK3	Tcell	FALSE	0.362500843675066	GSE295106
GM20186	Tcell	FALSE	0.252718785992798	GSE295106
ARHGEF2	Tcell	FALSE	0.268966260617958	GSE295106
CAML	Tcell	FALSE	0.271545219252446	GSE295106
HLX	Tcell	FALSE	0.47545119383999	GSE295106
RANGAP1	Tcell	FALSE	0.279354481834399	GSE295106
GM49980	Tcell	FALSE	0.385392563064122	GSE295106
PLXND1	Tcell	FALSE	0.27098421088734	GSE295106
RAMP3	Tcell	FALSE	0.327068954579734	GSE295106
RRAD	Tcell	FALSE	0.363579992276871	GSE295106
DUSP4	Tcell	FALSE	0.332898314257561	GSE295106
EPG5	Tcell	FALSE	0.391794326391941	GSE295106
LRMP	Tcell	FALSE	0.372066029964109	GSE295106
EID1	Tcell	FALSE	0.320392430150675	GSE295106
ZFP597	Tcell	FALSE	0.34199952297905	GSE295106
TIFA	Tcell	FALSE	0.251862380598655	GSE295106
PBX3	Tcell	FALSE	0.624287386050511	GSE295106
NME7	Tcell	FALSE	0.551014006410381	GSE295106
TJP2	Tcell	FALSE	0.41262349874237	GSE295106
KIF24	Tcell	FALSE	0.436253285939203	GSE295106
KDM4B	Tcell	FALSE	0.452590606429021	GSE295106
CAB39L	Tcell	FALSE	0.256969034256783	GSE295106
FAM53C	Tcell	FALSE	0.30521918351869	GSE295106
PPP1R12C	Tcell	FALSE	0.335198895140801	GSE295106
ZFP652	Tcell	FALSE	0.271153829552583	GSE295106
ANKMY2	Tcell	FALSE	0.39006246304339	GSE295106
LRP12	Tcell	FALSE	0.308379125873376	GSE295106
CSTF2	Tcell	FALSE	0.285641391813517	GSE295106
PRAG1	Tcell	FALSE	0.252172765910611	GSE295106
PAM	Tcell	FALSE	0.486216212413314	GSE295106
GCSH	Tcell	FALSE	0.373265162668765	GSE295106
CD55	Tcell	FALSE	0.303830885234206	GSE295106
IFIH1	Tcell	FALSE	0.3335166447851	GSE295106
ENDOD1	Tcell	FALSE	0.284995485714676	GSE295106
CHCHD7	Tcell	FALSE	0.39297000028198	GSE295106
PYGL	Tcell	FALSE	0.263793619926907	GSE295106
SH3BP2	Tcell	FALSE	0.292652222501571	GSE295106
SLC35B2	Tcell	FALSE	0.430987039007646	GSE295106
CTDP1	Tcell	FALSE	0.251618053506299	GSE295106
APBB2	Tcell	FALSE	0.450075175659662	GSE295106
SFI1	Tcell	FALSE	0.424779608442788	GSE295106
ATP10A	Tcell	FALSE	0.261864700100746	GSE295106
GNAL	Tcell	FALSE	0.541376909676778	GSE295106
AMY1	Tcell	FALSE	0.547762636781822	GSE295106
EIF2B5	Tcell	FALSE	0.258009150086137	GSE295106
ANKRD22	Tcell	FALSE	0.253648783798779	GSE295106
SAP130	Tcell	FALSE	0.256679862222807	GSE295106
GM4258	Tcell	FALSE	0.318722929924511	GSE295106
SLC7A6	Tcell	FALSE	0.395846247578027	GSE295106
YTHDF1	Tcell	FALSE	0.293504275288633	GSE295106
KSR1	Tcell	FALSE	0.302715484817597	GSE295106
MBD3	Tcell	FALSE	0.401561471302363	GSE295106
ACACA	Tcell	FALSE	0.254177659377422	GSE295106
PDXK	Tcell	FALSE	0.352097342491773	GSE295106
UTP20	Tcell	FALSE	0.329302757897866	GSE295106
KLF9	Tcell	FALSE	0.253360698251308	GSE295106
RHOG	Tcell	FALSE	0.31593179062308	GSE295106
SERGEF	Tcell	FALSE	0.308281784360967	GSE295106
TMEM154	Tcell	FALSE	0.326081470414629	GSE295106
MBNL3	Tcell	FALSE	0.26659307606638	GSE295106
SETDB1	Tcell	FALSE	0.264938436427109	GSE295106
STX17	Tcell	FALSE	0.315741888625658	GSE295106
ZFAND2A	Tcell	FALSE	0.277618738786592	GSE295106
JUP	Tcell	FALSE	0.353668807453988	GSE295106
ARRDC4	Tcell	FALSE	0.348172625960736	GSE295106
FAAH	Tcell	FALSE	0.284051754283688	GSE295106
PAK1	Tcell	FALSE	0.356362505556576	GSE295106
SGK1	Tcell	FALSE	0.39777252756593	GSE295106
TRIM16	Tcell	FALSE	0.351445622275406	GSE295106
DESI1	Tcell	FALSE	0.325620982090804	GSE295106
PDLIM7	Tcell	FALSE	0.404485798682588	GSE295106
CDC25A	Tcell	FALSE	0.299064759889721	GSE295106
ARG2	Tcell	FALSE	0.446666832035286	GSE295106
DTWD2	Tcell	FALSE	0.339319877389137	GSE295106
ARF3	Tcell	FALSE	0.263515832187144	GSE295106
C2CD2	Tcell	FALSE	0.4729642501702	GSE295106
RALGAPA2	Tcell	FALSE	0.282400564624509	GSE295106
MPND	Tcell	FALSE	0.372630695637319	GSE295106
LY6D	Tcell	FALSE	0.328971958191183	GSE295106
VWA5A	Tcell	FALSE	0.253845305773598	GSE295106
OXCT1	Tcell	FALSE	0.256021875833276	GSE295106
TMEM230	Tcell	FALSE	0.346213326539505	GSE295106
SLC27A4	Tcell	FALSE	0.447377739797105	GSE295106
LACTB2	Tcell	FALSE	0.583777871263367	GSE295106
ABRAXAS2	Tcell	FALSE	0.291239136616028	GSE295106
ZNFX1	Tcell	FALSE	0.284312000328044	GSE295106
MCEMP1	Tcell	FALSE	0.271128977939584	GSE295106
GRASP	Tcell	FALSE	0.423572258663393	GSE295106
SMCR8	Tcell	FALSE	0.28312916359623	GSE295106
KRT83	Tcell	FALSE	0.35713948805888	GSE295106
ATP13A1	Tcell	FALSE	0.304851736386376	GSE295106
NUP107	Tcell	FALSE	0.370121517820373	GSE295106
TTC7B	Tcell	FALSE	0.27857913240494	GSE295106
PUS7	Tcell	FALSE	0.354008859633959	GSE295106
TMEM259	Tcell	FALSE	0.353804740204488	GSE295106
ICE1	Tcell	FALSE	0.261690623930108	GSE295106
POLR1C	Tcell	FALSE	0.267361267343208	GSE295106
UNKL	Tcell	FALSE	0.382871126717545	GSE295106
QSER1	Tcell	FALSE	0.330070606464147	GSE295106
SCD2	Tcell	FALSE	0.531763604731057	GSE295106
WDHD1	Tcell	FALSE	0.346712786784833	GSE295106
SLC10A7	Tcell	FALSE	0.344981640495547	GSE295106
AMD1	Tcell	FALSE	0.335609543234723	GSE295106
PUM3	Tcell	FALSE	0.377006098770559	GSE295106
ZFP518A	Tcell	FALSE	0.342348552736851	GSE295106
ULK2	Tcell	FALSE	0.273816089709185	GSE295106
HPCAL1	Tcell	FALSE	0.286144357826855	GSE295106
ALDH3A2	Tcell	FALSE	0.512770406568494	GSE295106
NIF3L1	Tcell	FALSE	0.278395946400213	GSE295106
TRMT10A	Tcell	FALSE	0.515036438917684	GSE295106
FTO	Tcell	FALSE	0.285291799116475	GSE295106
CABLES2	Tcell	FALSE	0.279009307414526	GSE295106
ZFP821	Tcell	FALSE	0.338923782930103	GSE295106
ZFP141	Tcell	FALSE	0.303395811874783	GSE295106
CACTIN	Tcell	FALSE	0.262146882000635	GSE295106
GPNMB	Tcell	FALSE	0.293275919989771	GSE295106
ZFP169	Tcell	FALSE	0.348381372386653	GSE295106
TXNDC16	Tcell	FALSE	0.301135797629433	GSE295106
GNA11	Tcell	FALSE	0.281888486942694	GSE295106
TUSC3	Tcell	FALSE	0.262549957763331	GSE295106
PLEKHG3	Tcell	FALSE	0.600723191917652	GSE295106
SMAD5	Tcell	FALSE	0.460556184229617	GSE295106
SLC38A9	Tcell	FALSE	0.252607999661908	GSE295106
GOLGA2	Tcell	FALSE	0.378388449487921	GSE295106
PAIP2B	Tcell	FALSE	0.285103225638254	GSE295106
MAP2K5	Tcell	FALSE	0.259960881507351	GSE295106
POLR3E	Tcell	FALSE	0.329963435230523	GSE295106
PAFAH1B3	Tcell	FALSE	0.31433049490052	GSE295106
FHL2	Tcell	FALSE	0.406527376017277	GSE295106
AI467606	Tcell	FALSE	0.319435160870739	GSE295106
PIKFYVE	Tcell	FALSE	0.259633433814426	GSE295106
GIMAP5	Tcell	FALSE	0.27105375730876	GSE295106
PHKA2	Tcell	FALSE	0.263201769310104	GSE295106
MTHFD2L	Tcell	FALSE	0.260350199292015	GSE295106
MRPS6	Tcell	FALSE	0.302729548529006	GSE295106
BANP	Tcell	FALSE	0.294055971391201	GSE295106
BICRA	Tcell	FALSE	0.311035362723834	GSE295106
UBALD1	Tcell	FALSE	0.278782629301938	GSE295106
USP49	Tcell	FALSE	0.265102197156097	GSE295106
AQP9	Tcell	FALSE	0.430706711108526	GSE295106
AP4S1	Tcell	FALSE	0.256440914521455	GSE295106
GM15563	Tcell	FALSE	0.288738230016948	GSE295106
SIMC1	Tcell	FALSE	0.305545272228205	GSE295106
ERI3	Tcell	FALSE	0.373854024230108	GSE295106
B930036N10RIK	Tcell	FALSE	0.280244154499967	GSE295106
VPS26B	Tcell	FALSE	0.275450204227541	GSE295106
ERLIN1	Tcell	FALSE	0.268395758110395	GSE295106
CSF2RA	Tcell	FALSE	0.382014504899156	GSE295106
UXS1	Tcell	FALSE	0.270894399141131	GSE295106
TRMT1	Tcell	FALSE	0.375717131075778	GSE295106
TNPO2	Tcell	FALSE	0.257140711909003	GSE295106
CRADD	Tcell	FALSE	0.275043811509024	GSE295106
HEG1	Tcell	FALSE	0.277227494696196	GSE295106
PHC1	Tcell	FALSE	0.302738026040628	GSE295106
DTX4	Tcell	FALSE	0.341550685419287	GSE295106
TNFRSF21	Tcell	FALSE	0.341159698870583	GSE295106
EHMT2	Tcell	FALSE	0.366679572673696	GSE295106
GM42418	Osteoclast	TRUE	0.711914333545034	GSE295106
IGHA	Osteoclast	TRUE	2.1997376118849	GSE295106
PFN1	Osteoclast	TRUE	0.869397216118108	GSE295106
H2-D1	Osteoclast	TRUE	0.702864413322686	GSE295106
CEBPB	Osteoclast	TRUE	1.03453029891517	GSE295106
LARS2	Osteoclast	TRUE	0.65317197350267	GSE295106
THBS1	Osteoclast	TRUE	0.869813470993191	GSE295106
MT-ND2	Osteoclast	TRUE	1.22051952110544	GSE295106
B2M	Osteoclast	TRUE	0.569520032805296	GSE295106
BACH2	Osteoclast	TRUE	1.5600298355571	GSE295106
WFDC17	Osteoclast	TRUE	2.74753306899236	GSE295106
IGKC	Osteoclast	TRUE	0.767987057706399	GSE295106
CXCL2	Osteoclast	TRUE	1.09158311898768	GSE295106
IFITM1	Osteoclast	TRUE	2.08194397395767	GSE295106
PIM1	Osteoclast	TRUE	0.76333962888911	GSE295106
IFITM3	Osteoclast	TRUE	0.947754046489881	GSE295106
1700017B05RIK	Osteoclast	TRUE	0.791926042758516	GSE295106
HBB-BS	Osteoclast	TRUE	1.39577992469046	GSE295106
MT-ND4	Osteoclast	TRUE	0.666595986439564	GSE295106
ALOX5AP	Osteoclast	TRUE	0.663481388827321	GSE295106
NCAM1	Osteoclast	TRUE	0.933935167734051	GSE295106
IKZF1	Osteoclast	TRUE	0.717958036329973	GSE295106
CMSS1	Osteoclast	TRUE	0.415491410262797	GSE295106
MBNL1	Osteoclast	TRUE	0.708081766673703	GSE295106
GM47283	Osteoclast	TRUE	2.21611275839996	GSE295106
CDK8	Osteoclast	TRUE	0.712055038311408	GSE295106
IL1A	Osteoclast	TRUE	1.75441478133014	GSE295106
UBB	Osteoclast	TRUE	0.482617473608397	GSE295106
ACOD1	Osteoclast	TRUE	0.717644389840282	GSE295106
FOXO1	Osteoclast	TRUE	1.30215746580005	GSE295106
ASPRV1	Osteoclast	TRUE	1.62830700732438	GSE295106
RGS2	Osteoclast	TRUE	0.667921534820724	GSE295106
TMSB4X	Osteoclast	TRUE	0.282552909610739	GSE295106
CCL4	Osteoclast	TRUE	1.73694635172938	GSE295106
SAA3	Osteoclast	TRUE	3.12661331832773	GSE295106
MPO	Osteoclast	TRUE	0.914456570991254	GSE295106
CD74	Osteoclast	TRUE	0.829800396630937	GSE295106
MT-ND1	Osteoclast	TRUE	0.605108701035983	GSE295106
KANSL1	Osteoclast	TRUE	0.573187159008927	GSE295106
S100A6	Osteoclast	TRUE	0.554271738453787	GSE295106
JCHAIN	Osteoclast	TRUE	2.36957958384338	GSE295106
EBF1	Osteoclast	TRUE	0.608502639851223	GSE295106
IL1B	Osteoclast	TRUE	1.22138122560354	GSE295106
PREP	Osteoclast	TRUE	0.887484408131559	GSE295106
PTK2B	Osteoclast	TRUE	0.476679309894022	GSE295106
CHD6	Osteoclast	TRUE	0.772557741938625	GSE295106
MEF2C	Osteoclast	TRUE	0.953727016886736	GSE295106
MAML2	Osteoclast	TRUE	1.08867584882756	GSE295106
SATB1	Osteoclast	TRUE	0.712612833096071	GSE295106
TKT	Osteoclast	TRUE	0.357699928839888	GSE295106
MT-ATP8	Osteoclast	TRUE	1.11073907680283	GSE295106
PELI2	Osteoclast	TRUE	0.881304407066042	GSE295106
CLN3	Osteoclast	TRUE	0.812375675388779	GSE295106
TNRC6B	Osteoclast	TRUE	0.447545440297153	GSE295106
ERN1	Osteoclast	TRUE	0.765513328774764	GSE295106
MGAT5	Osteoclast	TRUE	0.742161765248547	GSE295106
MAML3	Osteoclast	TRUE	0.894077862224939	GSE295106
RBM39	Osteoclast	TRUE	0.297812935901476	GSE295106
KIF13B	Osteoclast	TRUE	0.624532684374053	GSE295106
FOXN3	Osteoclast	TRUE	0.729355082040944	GSE295106
TSPO	Osteoclast	TRUE	0.422553174263846	GSE295106
MBTD1	Osteoclast	TRUE	0.440463408358072	GSE295106
HEXA	Osteoclast	TRUE	0.617719519076334	GSE295106
ELMO1	Osteoclast	TRUE	0.324526921211103	GSE295106
FYN	Osteoclast	TRUE	0.94219940542509	GSE295106
STXBP5	Osteoclast	TRUE	0.621560020046181	GSE295106
IL1F9	Osteoclast	TRUE	0.759288604795762	GSE295106
SEM1	Osteoclast	TRUE	0.286858876738989	GSE295106
CXCL3	Osteoclast	TRUE	1.88073691187116	GSE295106
RUNX2	Osteoclast	TRUE	0.61265851204587	GSE295106
NRG2	Osteoclast	TRUE	1.57741513656247	GSE295106
ABCD2	Osteoclast	TRUE	0.982191548463403	GSE295106
RFTN1	Osteoclast	TRUE	0.823233692187055	GSE295106
SOD2	Osteoclast	TRUE	0.799384754346787	GSE295106
LAPTM5	Osteoclast	TRUE	0.378200004272251	GSE295106
RASA3	Osteoclast	TRUE	0.493384744682676	GSE295106
PPP3CA	Osteoclast	TRUE	0.343979834656127	GSE295106
FAM160B1	Osteoclast	TRUE	1.01277538938515	GSE295106
ZBTB2	Osteoclast	TRUE	1.00829038768255	GSE295106
PARP8	Osteoclast	TRUE	0.818322265700236	GSE295106
PUM1	Osteoclast	TRUE	0.650824509600105	GSE295106
TRIO	Osteoclast	TRUE	0.82249587861461	GSE295106
IFNGR1	Osteoclast	TRUE	0.846214239410011	GSE295106
FMNL2	Osteoclast	TRUE	0.569084060816075	GSE295106
RPTOR	Osteoclast	TRUE	0.546161286561303	GSE295106
MTSS1	Osteoclast	TRUE	0.798213958177922	GSE295106
EIF4G2	Osteoclast	TRUE	0.354760512491431	GSE295106
ANKRD12	Osteoclast	TRUE	0.298999178018348	GSE295106
CUX1	Osteoclast	TRUE	0.563566658432865	GSE295106
NUP210	Osteoclast	TRUE	0.803784359699496	GSE295106
CLEC4E	Osteoclast	TRUE	0.657232270659376	GSE295106
CNBP	Osteoclast	TRUE	0.450267381483116	GSE295106
PHF3	Osteoclast	TRUE	0.521262828501917	GSE295106
C5AR1	Osteoclast	TRUE	0.843770723128071	GSE295106
DDX3X	Osteoclast	TRUE	0.324044211161836	GSE295106
ATF6	Osteoclast	TRUE	0.622603211875473	GSE295106
SCAF8	Osteoclast	TRUE	0.552003712201465	GSE295106
SLC3A2	Osteoclast	TRUE	0.493954053604979	GSE295106
RASSF8	Osteoclast	TRUE	0.954290908746796	GSE295106
F5	Osteoclast	TRUE	0.959440176712672	GSE295106
IL17RA	Osteoclast	TRUE	0.39146308003034	GSE295106
BLNK	Osteoclast	TRUE	0.626023157021439	GSE295106
CD52	Osteoclast	TRUE	0.559176799430833	GSE295106
RFX7	Osteoclast	TRUE	0.651835241824707	GSE295106
RPL7	Osteoclast	TRUE	0.377365406544192	GSE295106
ELMSAN1	Osteoclast	TRUE	0.459599315904615	GSE295106
CHD2	Osteoclast	TRUE	0.327641930218761	GSE295106
AFF3	Osteoclast	TRUE	0.562593485351483	GSE295106
RPL18A	Osteoclast	TRUE	0.405152156717978	GSE295106
CCL3	Osteoclast	TRUE	1.03263149920189	GSE295106
ARL15	Osteoclast	TRUE	0.480177481642766	GSE295106
MED13L	Osteoclast	TRUE	0.430504914547588	GSE295106
BTAF1	Osteoclast	TRUE	0.567667138110675	GSE295106
PHLDA1	Osteoclast	TRUE	0.642799159390886	GSE295106
SFSWAP	Osteoclast	TRUE	0.853865101953454	GSE295106
ANKRD28	Osteoclast	TRUE	0.529124728037746	GSE295106
GNS	Osteoclast	TRUE	0.422272327612362	GSE295106
BMPR2	Osteoclast	TRUE	0.954993699471709	GSE295106
DHRS11	Osteoclast	TRUE	0.587573232946883	GSE295106
TCF4	Osteoclast	TRUE	0.915551295514733	GSE295106
HSP90AA1	Osteoclast	TRUE	0.421773474493355	GSE295106
NDUFB7	Osteoclast	TRUE	0.440632514880203	GSE295106
MICU1	Osteoclast	TRUE	0.475356637859158	GSE295106
ANXA1	Osteoclast	TRUE	0.667480132282275	GSE295106
EIF5	Osteoclast	TRUE	0.253743119627094	GSE295106
SSH2	Osteoclast	TRUE	0.31795672620983	GSE295106
SNX29	Osteoclast	TRUE	0.562932328617584	GSE295106
PAN3	Osteoclast	TRUE	0.349266156078551	GSE295106
GPI1	Osteoclast	TRUE	0.311070650857356	GSE295106
SAMD5	Osteoclast	TRUE	1.52748051928926	GSE295106
TIAM1	Osteoclast	TRUE	0.630334241203162	GSE295106
AFF2	Osteoclast	TRUE	0.524999735345497	GSE295106
ELANE	Osteoclast	TRUE	0.645689823414215	GSE295106
MT-CYTB	Osteoclast	TRUE	0.404935319549333	GSE295106
MYB	Osteoclast	TRUE	0.911280548823837	GSE295106
RAB44	Osteoclast	TRUE	0.551620134820437	GSE295106
SLC25A3	Osteoclast	TRUE	0.422995449529188	GSE295106
MT-ND5	Osteoclast	TRUE	0.524969504743096	GSE295106
DGAT1	Osteoclast	TRUE	0.619758800591024	GSE295106
EIF4B	Osteoclast	TRUE	0.486269162691003	GSE295106
RBM3	Osteoclast	TRUE	0.48668193175613	GSE295106
SLC7A11	Osteoclast	TRUE	0.398822566139897	GSE295106
SLC23A2	Osteoclast	TRUE	0.484330347754892	GSE295106
WIPF1	Osteoclast	TRUE	0.418087309126778	GSE295106
IGHG2C	Osteoclast	TRUE	1.97762236015404	GSE295106
DCAF5	Osteoclast	TRUE	0.748850075954508	GSE295106
FRAT2	Osteoclast	TRUE	0.779796734877007	GSE295106
EIF3G	Osteoclast	TRUE	0.684794926702595	GSE295106
NRIP1	Osteoclast	TRUE	0.72783182493825	GSE295106
CACNB2	Osteoclast	TRUE	0.924876397953259	GSE295106
MAST4	Osteoclast	TRUE	1.57738331960911	GSE295106
MRPL33	Osteoclast	TRUE	0.503014056047345	GSE295106
PITPNC1	Osteoclast	TRUE	0.40910679028594	GSE295106
GLYR1	Osteoclast	TRUE	0.45243434521769	GSE295106
CNOT1	Osteoclast	TRUE	0.498840988871705	GSE295106
UST	Osteoclast	TRUE	1.53251771687707	GSE295106
IGHM	Osteoclast	TRUE	0.551181069041836	GSE295106
PTBP1	Osteoclast	TRUE	0.72851602918952	GSE295106
SOS2	Osteoclast	TRUE	0.451244349453542	GSE295106
TECR	Osteoclast	TRUE	0.37813111084431	GSE295106
EEF2	Osteoclast	TRUE	0.401631316247737	GSE295106
LILRB4A	Osteoclast	TRUE	0.495449975591257	GSE295106
CCM2	Osteoclast	TRUE	0.601066552538338	GSE295106
AGO2	Osteoclast	TRUE	0.309575814652703	GSE295106
FNBP1L	Osteoclast	TRUE	0.886807413979012	GSE295106
ZFP608	Osteoclast	TRUE	0.338569082092635	GSE295106
H2-K1	Osteoclast	TRUE	0.386012107405136	GSE295106
GNAI2	Osteoclast	TRUE	0.3157743479029	GSE295106
CD63	Osteoclast	TRUE	0.451917038274548	GSE295106
RORA	Osteoclast	TRUE	1.0816628870063	GSE295106
IDH3G	Osteoclast	TRUE	0.768505816482111	GSE295106
TRIP11	Osteoclast	TRUE	0.489198017705027	GSE295106
G0S2	Osteoclast	TRUE	1.21504094255663	GSE295106
EPB41	Osteoclast	TRUE	0.464549826016878	GSE295106
JMY	Osteoclast	TRUE	0.760734622030587	GSE295106
PUF60	Osteoclast	TRUE	0.487214273520672	GSE295106
DIP2B	Osteoclast	TRUE	0.526086954699528	GSE295106
GM10076	Osteoclast	TRUE	0.501216258671736	GSE295106
TCF7L2	Osteoclast	TRUE	0.57732810204649	GSE295106
CSF3	Osteoclast	TRUE	1.84146859998761	GSE295106
TUT4	Osteoclast	TRUE	0.624187378090179	GSE295106
ARID1B	Osteoclast	TRUE	0.47685317897636	GSE295106
KLHL6	Osteoclast	TRUE	0.645192668291685	GSE295106
HHEX	Osteoclast	TRUE	0.443479943733884	GSE295106
GM46224	Osteoclast	TRUE	0.759895405657543	GSE295106
NFE2	Osteoclast	TRUE	0.723566516251756	GSE295106
FTH1	Osteoclast	TRUE	0.265606057117318	GSE295106
GPHN	Osteoclast	TRUE	0.346819383275218	GSE295106
CDK6	Osteoclast	TRUE	0.407680867105033	GSE295106
MEIS1	Osteoclast	TRUE	1.7541144430145	GSE295106
DAGLB	Osteoclast	TRUE	0.885526117579484	GSE295106
PXYLP1	Osteoclast	TRUE	0.749267787237365	GSE295106
ITGA4	Osteoclast	TRUE	0.682905563935694	GSE295106
NRROS	Osteoclast	TRUE	0.740814533754889	GSE295106
IFITM2	Osteoclast	TRUE	0.524192649564752	GSE295106
RPS15	Osteoclast	TRUE	0.328772586173164	GSE295106
ACTB	Osteoclast	TRUE	0.297843767144528	GSE295106
RBPMS	Osteoclast	TRUE	0.660794082406414	GSE295106
SLC12A6	Osteoclast	TRUE	0.37110205745404	GSE295106
YTHDF1	Osteoclast	TRUE	0.733027207855026	GSE295106
PRKCA	Osteoclast	TRUE	1.03219708763183	GSE295106
ZFYVE26	Osteoclast	TRUE	0.478171374571435	GSE295106
MT-ND4L	Osteoclast	TRUE	0.823864440612144	GSE295106
NEDD4L	Osteoclast	TRUE	0.347198970447513	GSE295106
DOCK10	Osteoclast	TRUE	0.295837924022368	GSE295106
GGNBP2	Osteoclast	TRUE	0.335373367459909	GSE295106
ZFP704	Osteoclast	TRUE	0.38463838391622	GSE295106
HIST1H1C	Osteoclast	TRUE	0.555460511909246	GSE295106
UBA1	Osteoclast	TRUE	0.413291624498435	GSE295106
RABGAP1L	Osteoclast	TRUE	0.57026792390708	GSE295106
ARHGAP18	Osteoclast	TRUE	0.602767320003474	GSE295106
PIGYL	Osteoclast	TRUE	0.862432118753568	GSE295106
ARL4C	Osteoclast	TRUE	0.757011916034094	GSE295106
PPP2R5A	Osteoclast	TRUE	0.296885114583834	GSE295106
PIK3CB	Osteoclast	TRUE	0.549966738317801	GSE295106
ATAD2B	Osteoclast	TRUE	0.564422240113212	GSE295106
GLA	Osteoclast	TRUE	0.554731947061023	GSE295106
PLAUR	Osteoclast	TRUE	0.366936195017185	GSE295106
ATP5O	Osteoclast	TRUE	0.516679135795149	GSE295106
